name,address,link,type of education,n_students,neighborhood,type,School Target,Other_schools_target,School fundamental,Other_schools_fundamental
bms De Triangel,Ds. Oosterhuisstraat 33,/basisscholen/suwâld/24680/bms-de-triangel/,Prot. christelijk,64.0,Suwâld,Basic School,50.0,61.1,95.6,96.0
Basisschool De Octopus,Abdissenstraat 1,/basisscholen/swalmen/7054/basisschool-de-octopus/,Katholiek Basisonderwijs336,336.0,Swalmen,Basic School,52.4,59.2,97.2,95.6
Basisschool Sint Theresia,Kerkweg 7,/basisscholen/swalmen/7059/basisschool-sint-theresia/,Katholiek Basisonderwijs103,103.0,Swalmen,Basic School,72.6,62.0,100.0,96.4
Basisschool Lambertus,Meestersweg 5,/basisscholen/swalmen/7063/basisschool-lambertus/,Katholiek Basisonderwijs168,168.0,Swalmen,Basic School,49.1,57.9,94.7,95.3
De Golfslag,Narcisstraat 1,/basisscholen/swifterbant/9477/de-golfslag/,Katholiek Basisonderwijs195,195.0,Swifterbant,Basic School,59.9,55.8,92.8,94.7
De Duykeldam,De Lange Streek 30,/basisscholen/swifterbant/11128/de-duykeldam/,Openbaar Basisonderwijs107,107.0,Swifterbant,Basic School,46.9,55.3,91.1,94.4
De Branding,Zuidsingel 32,/basisscholen/swifterbant/22630/de-branding/,Prot. christelijk,144.0,Swifterbant,Basic School,55.3,58.3,92.7,95.4
KC STip,Molenstraat 39,/basisscholen/swolgen/7786/kc-stip/,Katholiek Basisonderwijs178,178.0,Swolgen,Basic School,68.5,59.2,98.2,95.6
Basisschool De Boogerd,Beusichemseweg 118,/basisscholen/t-goy/11473/basisschool-de-boogerd/,Katholiek Basisonderwijs37,37.0,'t Goy,Basic School,52.4,61.1,100.0,96.0
Kbs Daltonschool Jeanne d'Arc,Blerckweg 5,/basisscholen/t-harde/5600/kbs-daltonschool-jeanne-darc/,Katholiek Basisonderwijs136,136.0,'t Harde,Basic School,58.3,61.1,97.9,96.0
Openbare Basisschool De Blerck,Tiendmaatweg 2,/basisscholen/t-harde/6040/openbare-basisschool-de-blerck/,Openbaar Basisonderwijs59,59.0,'t Harde,Basic School,52.4,55.4,95.2,94.5
Gereformeerde basisschool Het Sterrenlicht,Parkweg 34,/basisscholen/t-harde/6901/gereformeerde-basisschool-het-sterrenlicht/,Prot. christelijk,105.0,'t Harde,Basic School,63.5,59.2,97.4,95.6
PCBS De Parel,Leisteenstraat 1,/basisscholen/t-harde/22608/pcbs-de-parel/,Prot. christelijk,308.0,'t Harde,Basic School,53.2,58.3,94.4,95.4
Looschool,Bovenheigraaf 59 BG,/basisscholen/t-loo-oldebroek/24849/looschool/,Prot. christelijk,99.0,'t Loo Oldebroek,Basic School,45.3,52.4,94.9,93.6
R.K.B.S. de Marinx,Zwarteweg 13b,/basisscholen/t-veld/22757/rkbs-de-marinx/,Katholiek Basisonderwijs201,201.0,'t Veld,Basic School,58.2,59.2,95.1,95.6
Basisschool Zandhope (IKC de Bloeikas),Willem 't Hartplein 9,/basisscholen/t-zand/10215/basisschool-zandhope-ikc-de-bloeikas/,Openbaar Basisonderwijs53,53.0,'t Zand,Basic School,60.4,55.3,97.9,94.4
St. Jozefbasisschool (de Bloeikas),Kemphaanweg 1,/basisscholen/t-zand/11714/st-jozefbasisschool-de-bloeikas/,Katholiek Basisonderwijs194,194.0,'t Zand,Basic School,55.8,59.2,95.0,95.6
Basisschool De Zandplaat,Hoofdstraat 85,/basisscholen/t-zandt/6771/basisschool-de-zandplaat/,Openbaar Basisonderwijs45,45.0,'t Zandt,Basic School,26.7,51.0,86.7,92.9
Openbare Jenaplan Basisschool De Toermalijn,Mulgouwsingel 9,/basisscholen/tegelen/6147/openbare-jenaplan-basisschool-de-toermalijn/,Openbaar Basisonderwijs208,208.0,Tegelen,Basic School,44.1,49.0,91.2,92.6
Openbaar Kindcentrum het Maasveld,Beekpunge 57,/basisscholen/tegelen/6149/openbaar-kindcentrum-het-maasveld/,Openbaar Basisonderwijs329,329.0,Tegelen,Basic School,61.6,61.1,97.4,96.0
Basisschool St Jozef,Grotestraat 142,/basisscholen/tegelen/12030/basisschool-st-jozef/,Katholiek Basisonderwijs264,264.0,Tegelen,Basic School,55.6,55.8,98.5,94.7
School voor Speciaal Basisonderwijs De Lings,van Wevelickhovenstraat 9,/basisscholen/tegelen/8327/school-voor-speciaal-basisonderwijs-de-lings/,Katholiek Speciaal,112.0,Tegelen,Basic School,39.3,27.3,68.4,21.1
PassePartout,van Wevelickhovenstraat 5,/basisscholen/tegelen/12035/passepartout/,Katholiek Basisonderwijs266,266.0,Tegelen,Basic School,47.3,55.6,90.9,94.4
"Christelijke basisschool  De Fontein  Ten Boer, onderdeel van Goud Onderwijs",Riekele Prinsstraat 1a,/basisscholen/ten-boer/24360/christelijke-basisschool-de-fontein-ten-boer-onderdeel-van-goud-onderwijs/,Prot. christelijk,127.0,Ten Boer,Basic School,63.4,60.8,97.6,96.0
Christelijke Basisschool De Til,Kievitstraat 6,/basisscholen/ten-boer/24243/christelijke-basisschool-de-til/,Prot. christelijk,35.0,Ten Boer,Basic School,69.2,62.0,100.0,96.4
Basisschool De Huifkar,Riekele Prinsstraat 1B,/basisscholen/ten-boer/10651/basisschool-de-huifkar/,Openbaar Basisonderwijs235,235.0,Ten Boer,Basic School,60.1,59.2,98.4,95.6
Basisschool De Poort - school met de Bijbel,Emmerwolderweg 1,/basisscholen/ten-boer/25450/basisschool-de-poort-school-met-de-bijbel/,Prot. christelijk,70.0,Ten Boer,Basic School,56.1,59.2,94.3,95.6
CBS De Wieken,Oldenhuisstraat 6,/basisscholen/ten-post/24362/cbs-de-wieken/,Prot. christelijk,48.0,Ten Post,Basic School,35.6,52.4,90.8,93.6
Aeresteyn,Sportlaan 19-20-21,/basisscholen/ter-aar/9526/aeresteyn/,Katholiek Basisonderwijs266,266.0,Ter Aar,Basic School,53.0,58.8,91.1,95.4
Basisschool De Vaart,Beverlanderhof 28,/basisscholen/ter-aar/5658/basisschool-de-vaart/,Samenwerking Basisonderwijs491,491.0,Ter Aar,Basic School,68.1,59.2,97.3,95.6
OBS De Vlinder,Jan Westerlaan 3,/basisscholen/ter-apel/4571/obs-de-vlinder/,Openbaar Basisonderwijs203,203.0,Ter Apel,Basic School,54.7,55.3,91.7,94.4
Interschool,Ter Apelervenen 4 C,/basisscholen/ter-apel/21331/interschool/,Openbaar Basisonderwijs65,65.0,Ter Apel,Basic School,,,,
CBS De Verrekijker,Nederveen Cappelstraat 39,/basisscholen/ter-apel/9976/cbs-de-verrekijker/,Prot. christelijk,63.0,Ter Apel,Basic School,45.6,51.5,86.0,93.3
SWBS Pork,Zanglijster 38,/basisscholen/ter-apel/7725/swbs-pork/,Algemeen bijzonder,152.0,Ter Apel,Basic School,40.3,55.8,91.5,94.7
Bonifatiusschool,Kapelweg 15,/basisscholen/ter-apel/11526/bonifatiusschool/,Katholiek Basisonderwijs105,105.0,Ter Apel,Basic School,53.7,55.4,94.4,94.5
H. Gerardusschool,Hanetangerweg 1,/basisscholen/ter-apel/7729/h-gerardusschool/,Katholiek Basisonderwijs49,49.0,Ter Apel,Basic School,27.8,51.5,85.6,93.3
Openbare basisschool De Klimop,Ter Apelkanaal Oost 113 A,/basisscholen/ter-apelkanaal/5052/openbare-basisschool-de-klimop/,Openbaar Basisonderwijs31,31.0,Ter Apelkanaal,Basic School,44.8,55.8,90.6,94.7
Dynamiek,Borgsche Rieten 15 g,/basisscholen/terborg/7866/dynamiek/,Algemeen bijzonder,236.0,Terborg,Basic School,54.3,52.4,92.5,93.6
Kindcentrum Jij,Abtslaan 15,/basisscholen/terheijden/10285/kindcentrum-jij/,Openbaar Basisonderwijs51,51.0,Terheijden,Basic School,50.0,61.1,100.0,96.0
Basisschool Zonzeel,Polderstraat 110,/basisscholen/terheijden/7687/basisschool-zonzeel/,Katholiek Basisonderwijs161,161.0,Terheijden,Basic School,55.6,61.1,93.9,96.0
Basisschool De Zeggewijzer,Biezelaar 59,/basisscholen/terheijden/7689/basisschool-de-zeggewijzer/,Katholiek Basisonderwijs220,220.0,Terheijden,Basic School,59.8,62.0,98.9,96.4
Samenlevingsschool Bloei,Buorren 21,/basisscholen/terherne/11360/samenlevingsschool-bloei/,Samenwerking Basisonderwijs46,46.0,Terherne,Basic School,52.9,60.8,92.2,96.0
CBS It Harspit,Herweystrjitte 49,/basisscholen/ternaard/5444/cbs-it-harspit/,Prot. christelijk,120.0,Ternaard,Basic School,72.3,55.8,97.2,94.7
RK Basisschool De Kameleon,Leliestraat 26,/basisscholen/terneuzen/22831/rk-basisschool-de-kameleon/,Katholiek Basisonderwijs147,147.0,Terneuzen,Basic School,50.5,46.1,90.9,91.1
Christelijke Basisschool de Parel,Schelpenlaan 1 c,/basisscholen/terneuzen/26360/christelijke-basisschool-de-parel/,Prot. christelijk,201.0,Terneuzen,Basic School,64.4,60.8,95.4,96.0
De Twijn,Prof. Zeemanstraat 216,/basisscholen/terneuzen/5466/de-twijn/,Samenwerking Basisonderwijs179,179.0,Terneuzen,Basic School,65.2,55.3,95.7,94.4
Basisschool De Steiger,Sloelaan 41,/basisscholen/terneuzen/9340/basisschool-de-steiger/,Samenwerking Basisonderwijs333,333.0,Terneuzen,Basic School,69.9,58.3,95.8,95.4
IKC Stelle-Zeemeeuw,Wagnerhof 3,/basisscholen/terneuzen/26362/ikc-stelle-zeemeeuw/,Prot. christelijk,114.0,Terneuzen,Basic School,49.0,44.6,90.6,90.8
De Irisschool,Schelpenlaan 1 a,/basisscholen/terneuzen/9341/de-irisschool/,Openbaar Basisonderwijs218,218.0,Terneuzen,Basic School,78.1,62.0,98.6,96.4
Prins Willem van Oranjeschool,Leeuwenlaan 29,/basisscholen/terneuzen/26364/prins-willem-van-oranjeschool/,Prot. christelijk,363.0,Terneuzen,Basic School,54.3,55.8,93.5,94.7
De Oude Vaart,Tamarindestraat 4,/basisscholen/terneuzen/26366/de-oude-vaart/,Prot. christelijk,241.0,Terneuzen,Basic School,54.1,52.4,92.5,93.6
De Springplank,Jacob Catsstraat 9,/basisscholen/terneuzen/5518/de-springplank/,Algemeen bijzonder,110.0,Terneuzen,Basic School,9.3,39.3,28.1,50.0
De Regenboog-De Wingerd,Madame Curiestraat 25,/basisscholen/terneuzen/26229/de-regenboog-de-wingerd/,Algemeen bijzonder,62.0,Terneuzen,Basic School,,,,
Ds. D. L. Aangeenbrugschool,Willem Andriessenlaan 4,/basisscholen/terneuzen/11458/ds-d-l-aangeenbrugschool/,Prot. christelijk,211.0,Terneuzen,Basic School,73.4,55.8,97.1,94.7
Nederlands Hervormde Basisschool De Zaaier,Broekhuizenstraat 10,/basisscholen/terschuur/8528/nederlands-hervormde-basisschool-de-zaaier/,Prot. christelijk,93.0,Terschuur,Basic School,80.0,61.1,100.0,96.0
Basisschool 't Ambyld,Smidte 47,/basisscholen/terwispel/24802/basisschool-t-ambyld/,Openbaar Basisonderwijs76,76.0,Terwispel,Basic School,61.1,59.2,93.1,95.6
Kindcentrum  de Bongerd,Vaassenseweg 3,/basisscholen/terwolde/10586/kindcentrum-de-bongerd/,Openbaar Basisonderwijs166,166.0,Terwolde,Basic School,49.7,59.2,88.5,95.6
"Brede School Antonius, de Vecht",Kerkstraat 36,/basisscholen/terwolde/7657/brede-school-antonius-de-vecht/,Katholiek Basisonderwijs78,78.0,Terwolde,Basic School,50.0,59.2,96.9,95.6
Nutsbasisschool Teteringen,Breeschot 18,/basisscholen/teteringen/5345/nutsbasisschool-teteringen/,Algemeen bijzonder,205.0,Teteringen,Basic School,55.8,68.2,91.5,97.2
Kbs De Wegwijzer,Kriekenstraat 43,/basisscholen/teteringen/10111/kbs-de-wegwijzer/,Katholiek Basisonderwijs544,544.0,Teteringen,Basic School,57.6,62.0,95.6,96.4
Kbs Helder Camara,Zuringveld 1,/basisscholen/teteringen/6191/kbs-helder-camara/,Katholiek Basisonderwijs389,389.0,Teteringen,Basic School,73.0,68.2,97.8,97.2
Openbare Basisschool De Springplank,Groenstraat 5,/basisscholen/teteringen/7439/openbare-basisschool-de-springplank/,Openbaar Basisonderwijs219,219.0,Teteringen,Basic School,57.4,62.0,98.1,96.4
Basisschool Eben-Haëzer locatie Teuge,Zandenallee 18,/basisscholen/teuge/7736/basisschool-eben-haezer-locatie-teuge/,Prot. christelijk,278.0,Teuge,Basic School,62.3,59.2,97.1,95.6
De Zaaier,Bleriotstraat 3,/basisscholen/teuge/7743/de-zaaier/,Prot. christelijk,116.0,Teuge,Basic School,63.7,61.1,92.4,96.0
Basisschool Eben Haezer,Abraham Beeckmanlaan 28,/basisscholen/tholen/8768/basisschool-eben-haezer/,Prot. christelijk,375.0,Tholen,Basic School,57.4,55.8,92.6,94.7
Montessorischool De Kraal,Zoekweg 1 A,/basisscholen/tholen/4942/montessorischool-de-kraal/,Algemeen bijzonder,90.0,Tholen,Basic School,71.0,58.3,98.6,95.4
CNS De Regenboog,Abraham Beeckmanlaan 16,/basisscholen/tholen/9334/cns-de-regenboog/,Prot. christelijk,216.0,Tholen,Basic School,65.6,61.1,95.9,96.0
De Geluksvogel SBO,Abraham Beeckmanlaan 18,/basisscholen/tholen/5519/de-geluksvogel-sbo/,Algemeen bijzonder,43.0,Tholen,Basic School,33.3,9.3,16.7,33.3
De Geluksvogel (so),Abraham Beeckmanlaan 18,/basisscholen/tholen/23319/de-geluksvogel-so/,Algemeen bijzonder,13.0,Tholen,Basic School,,,,
Openbare basisschool Ter Tolne,Abraham Beeckmanlaan 20,/basisscholen/tholen/11159/openbare-basisschool-ter-tolne/,Openbaar Basisonderwijs166,166.0,Tholen,Basic School,44.6,55.3,83.9,94.4
Basisschool De Koningsspil,Molenweg 8,/basisscholen/thorn/25247/basisschool-de-koningsspil/,Katholiek Basisonderwijs125,125.0,Thorn,Basic School,89.4,61.1,100.0,96.0
De Hertog,Hertog Reinaldlaan 80,/basisscholen/tiel/8982/de-hertog/,Algemeen bijzonder,153.0,Tiel,Basic School,70.9,7.5,30.3,69.7
Rooms Katholieke Basisschool De Dagobert,Predikbroedersweg 1,/basisscholen/tiel/9707/rooms-katholieke-basisschool-de-dagobert/,Katholiek Basisonderwijs279,279.0,Tiel,Basic School,54.5,51.5,96.0,93.2
Rotondaschool,Hondsroos 2,/basisscholen/tiel/5817/rotondaschool/,Katholiek Basisonderwijs322,322.0,Tiel,Basic School,61.3,59.2,92.7,95.6
Stefanusschool,Kinkelenburglaan 4,/basisscholen/tiel/9708/stefanusschool/,Katholiek Basisonderwijs263,263.0,Tiel,Basic School,59.8,62.0,99.6,96.4
Floriant,Burg Schullstraat 2,/basisscholen/tiel/9709/floriant/,Katholiek Basisonderwijs155,155.0,Tiel,Basic School,53.2,46.0,96.8,91.1
De Achtbaan,Meeslaan  23,/basisscholen/tiel/9710/de-achtbaan/,Katholiek Basisonderwijs235,235.0,Tiel,Basic School,51.0,52.4,98.0,93.6
De Bataaf,Aardbeivlinder 60,/basisscholen/tiel/9711/de-bataaf/,Katholiek Basisonderwijs197,197.0,Tiel,Basic School,56.3,61.1,93.4,96.0
Johannesschool Vrije School Tiel,Priorlaan 3,/basisscholen/tiel/5913/johannesschool-vrije-school-tiel/,Algemeen bijzonder,110.0,Tiel,Basic School,51.3,63.6,93.6,96.4
CBS Prins Willem-Alexander,Grotebrugse Grintweg 16,/basisscholen/tiel/10158/cbs-prins-willem-alexander/,Prot. christelijk,214.0,Tiel,Basic School,47.8,51.0,97.2,92.9
Prins Willem Alexanderschool locatie West,Burg Schullstraat 1,/basisscholen/tiel/21746/prins-willem-alexanderschool-locatie-west/,Prot. christelijk,138.0,Tiel,Basic School,44.7,46.0,97.3,91.0
Protestants Christelijke Basisschool Prins Maurits,Hooibeestje 2,/basisscholen/tiel/10159/protestants-christelijke-basisschool-prins-maurits/,Prot. christelijk,180.0,Tiel,Basic School,56.5,55.8,94.5,94.7
"Protestants Christelijke Basisschool Prins Maurits, loc. West",Wadenoijenlaan 403,/basisscholen/tiel/24069/protestants-christelijke-basisschool-prins-maurits-loc-west/,Prot. christelijk,72.0,Tiel,Basic School,48.5,55.8,100.0,94.7
Protestants Christelijke Basisschool Prins Claus,Kinkelenburglaan 6,/basisscholen/tiel/10160/protestants-christelijke-basisschool-prins-claus/,Prot. christelijk,182.0,Tiel,Basic School,55.0,58.4,95.8,95.4
Brede zorgschool de Cambier,Marga Klompéstraat 2,/basisscholen/tiel/6560/brede-zorgschool-de-cambier/,Algemeen bijzonder,109.0,Tiel,Basic School,70.9,7.5,0.0,92.9
Speciaal Basisonderwijs De Wissel,W. J. Bladergroenstraat 3,/basisscholen/tiel/11263/speciaal-basisonderwijs-de-wissel/,Openbaar Speciaal,150.0,Tiel,Basic School,2.3,9.3,27.3,47.7
Openbare Basisschool de Regenboog,Mr. Rinkstraat 19,/basisscholen/tiel/7449/openbare-basisschool-de-regenboog/,Openbaar Basisonderwijs114,114.0,Tiel,Basic School,46.5,46.1,91.9,91.1
Openbare Basisschool de Molenwerf,Priorlaan  1,/basisscholen/tiel/23534/openbare-basisschool-de-molenwerf/,Openbaar Basisonderwijs118,118.0,Tiel,Basic School,44.4,44.6,88.0,90.8
Openbare Basisschool de Moespot,Wadensteinlaan 46a,/basisscholen/tiel/11267/openbare-basisschool-de-moespot/,Openbaar Basisonderwijs105,105.0,Tiel,Basic School,55.9,55.8,97.8,94.7
Montessori Tiel,Dahliastraat 27,/basisscholen/tiel/22109/montessori-tiel/,Openbaar Basisonderwijs164,164.0,Tiel,Basic School,53.1,61.1,96.1,96.0
Basisschool De Waayer,Kornoelje 1,/basisscholen/tiel/11268/basisschool-de-waayer/,Openbaar Basisonderwijs128,128.0,Tiel,Basic School,52.3,55.3,95.5,94.4
OBS Tiendeveen,Molenweg 4b,/basisscholen/tiendeveen-gem-hoogeveen/11407/obs-tiendeveen/,Openbaar Basisonderwijs33,33.0,Tiendeveen (Gem. Hoogeveen),Basic School,27.3,55.6,75.8,94.4
Basisschool De Klaroen,Ds. Ulferslaan 29,/basisscholen/tienhoven-gem-stichtse-vecht/9703/basisschool-de-klaroen/,Prot. christelijk,68.0,Tienhoven (Gem. Stichtse Vecht),Basic School,76.0,62.0,100.0,96.4
Basisschool De Opstekker,Master Roordawei 1 A,/basisscholen/tijnje/24660/basisschool-de-opstekker/,Overige Basisonderwijs147,147.0,Tijnje,Basic School,61.7,59.2,94.4,95.6
Onderwijscentrum Leijpark,Professor Stoltehof 1,/basisscholen/tilburg/4700/onderwijscentrum-leijpark/,Katholiek Speciaal,281.0,Tilburg,Basic School,,,,
De Cocon,Hoefstraat 173,/basisscholen/tilburg/9511/de-cocon/,Katholiek Basisonderwijs231,231.0,Tilburg,Basic School,54.3,48.9,96.8,92.7
Basisschool Den Bijstere,Ringbaan Oost 275,/basisscholen/tilburg/5637/basisschool-den-bijstere/,Katholiek Basisonderwijs214,214.0,Tilburg,Basic School,55.4,61.1,91.9,96.0
Basisschool De Regenboog,Dirigentenlaan 17,/basisscholen/tilburg/5638/basisschool-de-regenboog/,Katholiek Basisonderwijs226,226.0,Tilburg,Basic School,40.1,44.6,91.6,90.8
Basisschool De Lochtenbergh,Perosistraat 150,/basisscholen/tilburg/5640/basisschool-de-lochtenbergh/,Katholiek Basisonderwijs202,202.0,Tilburg,Basic School,34.9,44.6,86.9,90.8
Basisschool de Vlashof,Bartokstraat 131,/basisscholen/tilburg/5641/basisschool-de-vlashof/,Katholiek Basisonderwijs216,216.0,Tilburg,Basic School,39.5,43.4,87.7,89.6
Basisschool Stelaertshoeve,Eilenbergstraat 258,/basisscholen/tilburg/5642/basisschool-stelaertshoeve/,Katholiek Basisonderwijs411,411.0,Tilburg,Basic School,38.2,51.0,88.7,92.9
Basisschool Den Hazennest,Vermeulenstraat 30,/basisscholen/tilburg/5643/basisschool-den-hazennest/,Katholiek Basisonderwijs428,428.0,Tilburg,Basic School,63.2,55.8,98.0,94.7
Basisschool Harten4,Cederstraat 4,/basisscholen/tilburg/5644/basisschool-harten4/,Prot. christelijk,133.0,Tilburg,Basic School,68.9,58.8,93.4,95.4
Basisschool Tiliander,Lange Nieuwstraat 189,/basisscholen/tilburg/23881/basisschool-tiliander/,Algemeen bijzonder,314.0,Tilburg,Basic School,66.3,66.8,94.7,97.0
Auris Florant,Visitandinenstraat 3,/basisscholen/tilburg/23799/auris-florant/,Katholiek Speciaal,197.0,Tilburg,Basic School,,,,
Jan Ligthartschool Rendierhof,Professor Verbernelaan 5,/basisscholen/tilburg/25788/jan-ligthartschool-rendierhof/,Algemeen bijzonder,648.0,Tilburg,Basic School,64.5,52.4,96.6,93.6
Openbare Basisschool De Blaak,Grebbe 42,/basisscholen/tilburg/6808/openbare-basisschool-de-blaak/,Openbaar Basisonderwijs318,318.0,Tilburg,Basic School,66.4,64.7,96.8,96.7
Openbare Basisschool de Sleutel,Eilenbergstraat 256,/basisscholen/tilburg/6809/openbare-basisschool-de-sleutel/,Openbaar Basisonderwijs200,200.0,Tilburg,Basic School,71.4,44.7,98.1,90.8
OBS De Fonkel,Bemmelstraat 6,/basisscholen/tilburg/10697/obs-de-fonkel/,Openbaar Basisonderwijs139,139.0,Tilburg,Basic School,50.3,49.0,93.9,92.6
Openbare Basisschool De Vuurvogel,Eikstraat 11,/basisscholen/tilburg/10699/openbare-basisschool-de-vuurvogel/,Openbaar Basisonderwijs226,226.0,Tilburg,Basic School,68.4,59.2,97.9,95.6
Openbare Basisschool Panta Rhei,Galjoenstraat 50,/basisscholen/tilburg/6811/openbare-basisschool-panta-rhei/,Openbaar Basisonderwijs487,487.0,Tilburg,Basic School,74.5,63.3,98.6,96.3
Panta Rhei - locatie Don Sartostraat,Don Sartostraat 60,/basisscholen/tilburg/23700/panta-rhei-locatie-don-sartostraat/,Openbaar Basisonderwijs141,141.0,Tilburg,Basic School,66.7,63.6,96.7,96.4
OBS Hartevelden,Gendringenlaan 22,/basisscholen/tilburg/10702/obs-hartevelden/,Openbaar Basisonderwijs358,358.0,Tilburg,Basic School,56.1,55.4,94.1,94.5
Kindercampus Oculus,Bankastraat 2,/basisscholen/tilburg/6812/kindercampus-oculus/,Openbaar Basisonderwijs118,118.0,Tilburg,Basic School,56.4,55.8,94.2,94.7
Openbare Basisschool Bibit,Millingenstraat 8,/basisscholen/tilburg/10703/openbare-basisschool-bibit/,Openbaar Basisonderwijs219,219.0,Tilburg,Basic School,73.0,59.2,95.9,95.6
Openbare Basisschool Koolhoven,Koolhovenlaan 1 a,/basisscholen/tilburg/10704/openbare-basisschool-koolhoven/,Openbaar Basisonderwijs569,569.0,Tilburg,Basic School,61.5,63.6,97.4,96.4
Jan Ligthartschool Driecant,Dalemdreef 25,/basisscholen/tilburg/25794/jan-ligthartschool-driecant/,Algemeen bijzonder,274.0,Tilburg,Basic School,52.2,61.1,92.1,96.0
Talent - Jan Ligthartschool Driecant,Dalemdreef 25,/basisscholen/tilburg/26847/talent-jan-ligthartschool-driecant/,Openbaar Basisonderwijs23,23.0,Tilburg,Basic School,79.5,61.1,97.4,96.0
Basisschool Aboe El-Chayr,Dirigentenlaan 27,/basisscholen/tilburg/11251/basisschool-aboe-el-chayr/,Confessioneel overig,317.0,Tilburg,Basic School,47.2,44.7,92.9,90.8
Basisschool Cleijn Hasselt,Hasseltstraat 198,/basisscholen/tilburg/11605/basisschool-cleijn-hasselt/,Katholiek Basisonderwijs162,162.0,Tilburg,Basic School,48.0,51.0,90.6,92.9
"Basisschool Pendula, onderdeel van kindercampus Pendula",Hoogvensestraat 49,/basisscholen/tilburg/25968/basisschool-pendula-onderdeel-van-kindercampus-pendula/,Katholiek Basisonderwijs300,300.0,Tilburg,Basic School,64.8,63.6,95.9,96.4
Basisschool Armhoefse Akker,Spoordijk 68,/basisscholen/tilburg/26020/basisschool-armhoefse-akker/,Katholiek Basisonderwijs262,262.0,Tilburg,Basic School,66.4,68.0,97.3,97.3
Basisschool De Stappen,Schaepmanstraat 38,/basisscholen/tilburg/11606/basisschool-de-stappen/,Katholiek Basisonderwijs593,593.0,Tilburg,Basic School,55.1,61.1,97.1,96.0
Kindcentrum Christoffel,Zouavenlaan 77,/basisscholen/tilburg/7803/kindcentrum-christoffel/,Katholiek Basisonderwijs550,550.0,Tilburg,Basic School,60.5,64.7,96.1,96.7
Basisschool Don Sarto,Oude Hilvarenbeekseweg 15,/basisscholen/tilburg/26013/basisschool-don-sarto/,Katholiek Basisonderwijs181,181.0,Tilburg,Basic School,44.7,44.6,94.3,90.8
Basisschool De Vijf Hoeven,Hendrik van Tulderstraat 7,/basisscholen/tilburg/11607/basisschool-de-vijf-hoeven/,Katholiek Basisonderwijs236,236.0,Tilburg,Basic School,47.3,50.4,94.5,92.8
Basisschool De Borne,Grebbe 40,/basisscholen/tilburg/11608/basisschool-de-borne/,Katholiek Basisonderwijs439,439.0,Tilburg,Basic School,70.0,70.3,95.7,97.6
Basisschool Hubertus,Jagerslaan 55,/basisscholen/tilburg/7804/basisschool-hubertus/,Katholiek Basisonderwijs210,210.0,Tilburg,Basic School,46.8,44.6,92.5,90.8
Basisschool De Alm,Groenewoudstraat 70,/basisscholen/tilburg/26014/basisschool-de-alm/,Katholiek Basisonderwijs176,176.0,Tilburg,Basic School,49.3,46.1,95.8,91.1
Jenaplanbasisschool Jeanne d'Arc,Le Bourgetstraat 21,/basisscholen/tilburg/11609/jenaplanbasisschool-jeanne-darc/,Katholiek Basisonderwijs120,120.0,Tilburg,Basic School,36.7,46.1,90.0,91.1
Montessoribasisschool De Elzen,Elzenstraat 14 A,/basisscholen/tilburg/7805/montessoribasisschool-de-elzen/,Katholiek Basisonderwijs553,553.0,Tilburg,Basic School,74.8,66.8,96.6,97.0
Basisschool Antares,Sabelhof 12b,/basisscholen/tilburg/7806/basisschool-antares/,Katholiek Basisonderwijs240,240.0,Tilburg,Basic School,34.3,44.7,92.8,90.8
