name,address,link,type of education,n_students,neighborhood,type,School Target,Other_schools_target,School fundamental,Other_schools_fundamental
Kindcentrum Vlinderslag,Evertsenstraat 39,/basisscholen/amersfoort/10441/kindcentrum-vlinderslag/,Openbaar Basisonderwijs245,245.0,Amersfoort,Basic School,55.4,48.4,93.8,92.1
Kindcentrum De Kei,Abraham Blankaartsingel 67,/basisscholen/amersfoort/6483/kindcentrum-de-kei/,Openbaar Basisonderwijs284,284.0,Amersfoort,Basic School,55.9,55.8,99.0,94.7
obs De Wijde Wereld,Wiekslag 102 a,/basisscholen/amersfoort/6484/obs-de-wijde-wereld/,Openbaar Basisonderwijs266,266.0,Amersfoort,Basic School,42.7,43.1,90.6,89.8
Openbare Basisschool t Spectrum,Ariaweg 115,/basisscholen/amersfoort/6485/openbare-basisschool-t-spectrum/,Openbaar Basisonderwijs177,177.0,Amersfoort,Basic School,46.0,44.6,90.9,90.8
obs Joost van den Vondel,Huijgenslaan 41,/basisscholen/amersfoort/6486/obs-joost-van-den-vondel/,Openbaar Basisonderwijs467,467.0,Amersfoort,Basic School,67.5,68.2,97.5,97.2
OBS De Border,Watersteeg 87,/basisscholen/amersfoort/24076/obs-de-border/,Openbaar Basisonderwijs126,126.0,Amersfoort,Basic School,47.6,63.6,92.6,96.4
Dr. M. van der Hoeveschool,Ringweg-Kruiskamp 106,/basisscholen/amersfoort/6488/dr-m-van-der-hoeveschool/,Openbaar Speciaal,179.0,Amersfoort,Basic School,27.3,5.8,68.4,31.6
De Klimboom,Heiligenbergerweg 185,/basisscholen/amersfoort/10443/de-klimboom/,Openbaar Speciaal,128.0,Amersfoort,Basic School,70.9,7.5,11.1,81.5
Plevier,Lageweg 4,/basisscholen/amersfoort/24791/plevier/,Openbaar Speciaal,103.0,Amersfoort,Basic School,,,,
Openbare daltonschool de Achtbaan,Luiterf 2,/basisscholen/amersfoort/6489/openbare-daltonschool-de-achtbaan/,Openbaar Basisonderwijs270,270.0,Amersfoort,Basic School,70.7,66.8,98.3,97.0
Openbaar Kindcentrum De Meander,Het Avontuur 45,/basisscholen/amersfoort/10444/openbaar-kindcentrum-de-meander/,Openbaar Basisonderwijs200,200.0,Amersfoort,Basic School,67.1,63.6,97.8,96.4
De Dubbelster,De Weergang 2,/basisscholen/amersfoort/6490/de-dubbelster/,Openbaar Basisonderwijs80,80.0,Amersfoort,Basic School,57.6,58.8,96.2,95.4
De Gondelier,Zwartsluiskade 2,/basisscholen/amersfoort/6491/de-gondelier/,Openbaar Basisonderwijs275,275.0,Amersfoort,Basic School,62.1,62.0,96.3,96.4
Obs Atlantis,Oceaan 4,/basisscholen/amersfoort/10445/obs-atlantis/,Openbaar Basisonderwijs652,652.0,Amersfoort,Basic School,72.1,64.2,98.7,96.5
Johannes Calvijnschool,Waterdaal 3,/basisscholen/amersfoort/6566/johannes-calvijnschool/,Prot. christelijk,103.0,Amersfoort,Basic School,59.8,63.3,97.7,96.3
"Michaelschool, Speciaal Basis Onderwijs",Van Almondestraat 2,/basisscholen/amersfoort/8085/michaelschool-speciaal-basis-onderwijs/,Katholiek Speciaal,124.0,Amersfoort,Basic School,3.2,9.3,6.5,58.1
School op de Berg,Tollenslaan 2,/basisscholen/amersfoort/11894/school-op-de-berg/,Katholiek Basisonderwijs473,473.0,Amersfoort,Basic School,75.9,72.7,98.5,97.9
Aloysiusschool Amersfoort,Dupontplein 14,/basisscholen/amersfoort/8087/aloysiusschool-amersfoort/,Katholiek Basisonderwijs357,357.0,Amersfoort,Basic School,76.2,73.0,98.9,97.9
Rooms Katholieke Basisschool De Kubus,Spaarnestraat 2,/basisscholen/amersfoort/11897/rooms-katholieke-basisschool-de-kubus/,Katholiek Basisonderwijs237,237.0,Amersfoort,Basic School,56.8,55.8,95.3,94.7
RK Caeciliaschool,Rossinistraat 1,/basisscholen/amersfoort/11898/rk-caeciliaschool/,Katholiek Basisonderwijs387,387.0,Amersfoort,Basic School,57.4,58.4,95.2,95.4
Talentum,Koning Karelpad 12,/basisscholen/amersfoort/11899/talentum/,Katholiek Basisonderwijs182,182.0,Amersfoort,Basic School,57.8,57.9,95.4,95.3
Rooms Katholieke Basisschool De Kinderhof,Fürglerplein 6,/basisscholen/amersfoort/8088/rooms-katholieke-basisschool-de-kinderhof/,Katholiek Basisonderwijs266,266.0,Amersfoort,Basic School,71.9,57.9,98.0,95.3
Basisschool Sint Joris,Schimmelpenninckkade 2,/basisscholen/amersfoort/8089/basisschool-sint-joris/,Katholiek Basisonderwijs193,193.0,Amersfoort,Basic School,76.7,64.7,97.1,96.7
KBS Kameleon,Stradivariusstraat 159,/basisscholen/amersfoort/11900/kbs-kameleon/,Katholiek Basisonderwijs107,107.0,Amersfoort,Basic School,56.0,55.8,93.5,94.7
Kindcentrum de Breede Hei,Dopheide 40,/basisscholen/amersfoort/8090/kindcentrum-de-breede-hei/,Katholiek Basisonderwijs152,152.0,Amersfoort,Basic School,52.1,58.8,90.6,95.4
Rooms Katholieke Basisschool De Malelande,Juttepeergaarde 2,/basisscholen/amersfoort/8091/rooms-katholieke-basisschool-de-malelande/,Katholiek Basisonderwijs457,457.0,Amersfoort,Basic School,60.9,63.6,97.6,96.4
KBS De Marke,Wezeperberg 4,/basisscholen/amersfoort/11901/kbs-de-marke/,Katholiek Basisonderwijs734,734.0,Amersfoort,Basic School,64.6,63.6,95.2,96.4
DOK12,Laakboulevard 412,/basisscholen/amersfoort/8092/dok12/,Katholiek Basisonderwijs196,196.0,Amersfoort,Basic School,50.4,63.6,97.9,96.4
Vrije School Amersfoort,Romeostraat 74,/basisscholen/amersfoort/12301/vrije-school-amersfoort/,Algemeen bijzonder,395.0,Amersfoort,Basic School,61.1,68.2,92.2,97.2
Basisschool De Kromme Draai,Den Hoeff 49,/basisscholen/ammerstol/6168/basisschool-de-kromme-draai/,Openbaar Basisonderwijs123,123.0,Ammerstol,Basic School,56.8,58.8,92.8,95.4
RK Basissch De Schakel,'t Bussche Kempke 2,/basisscholen/ammerzoden/9675/rk-basissch-de-schakel/,Katholiek Basisonderwijs250,250.0,Ammerzoden,Basic School,48.0,55.8,89.3,94.7
Brede School Omnibus,Pandora 8,/basisscholen/amstelveen/5189/brede-school-omnibus/,Katholiek Basisonderwijs98,98.0,Amstelveen,Basic School,50.6,51.0,91.1,92.9
Wereldschool Amstelveen Nieuwkomersonderwijs,Amsterdamseweg 209,/basisscholen/amstelveen/26506/wereldschool-amstelveen-nieuwkomersonderwijs/,Algemeen bijzonder,86.0,Amstelveen,Basic School,,,,
Amstelland International school,Asserring 93,/basisscholen/amstelveen/26507/amstelland-international-school/,Samenwerking Basisonderwijs153,153.0,Amstelveen,Basic School,,,,
Roelof Venema School,Laan Rozenburg 17,/basisscholen/amstelveen/9080/roelof-venema-school/,Prot. christelijk,619.0,Amstelveen,Basic School,78.9,73.0,99.3,97.9
De Horizon,Landtong 8,/basisscholen/amstelveen/9081/de-horizon/,Katholiek Basisonderwijs222,222.0,Amstelveen,Basic School,57.5,55.3,95.0,94.4
De Cirkel,Orion 7,/basisscholen/amstelveen/9082/de-cirkel/,Katholiek Basisonderwijs416,416.0,Amstelveen,Basic School,66.9,63.6,95.9,96.4
Het Palet-Zuid,Benderslaan 2,/basisscholen/amstelveen/5192/het-palet-zuid/,Prot. christelijk,212.0,Amstelveen,Basic School,76.0,61.9,98.8,96.3
Willem-Alexanderschool,Orion 15 -17,/basisscholen/amstelveen/9083/willem-alexanderschool/,Prot. christelijk,439.0,Amstelveen,Basic School,67.9,63.6,96.0,96.4
Katholieke basisschool De Triangel,Zeelandiahoeve 5 -7,/basisscholen/amstelveen/9084/katholieke-basisschool-de-triangel/,Katholiek Basisonderwijs739,739.0,Amstelveen,Basic School,74.6,66.7,97.7,97.0
Karel EykmanSchool,Jane Addamslaan 13,/basisscholen/amstelveen/9085/karel-eykmanschool/,Prot. christelijk,566.0,Amstelveen,Basic School,63.9,66.8,96.4,97.0
Brede School Rembrandt,Mr. P.J.M. Aalberselaan 2,/basisscholen/amstelveen/23861/brede-school-rembrandt/,Prot. christelijk,440.0,Amstelveen,Basic School,88.3,77.7,99.6,98.7
Reformatorische Basisschool De Akker,Kringloop 471 -473,/basisscholen/amstelveen/6568/reformatorische-basisschool-de-akker/,Prot. christelijk,96.0,Amstelveen,Basic School,77.4,58.3,98.9,95.4
De Bloeiwijzer,Den Bloeyenden Wijngaerdt 2,/basisscholen/amstelveen/10676/de-bloeiwijzer/,Openbaar Speciaal,224.0,Amstelveen,Basic School,4.3,10.6,31.9,21.3
Openbare Basisschool Michiel de Ruyter,Laan Rozenburg 6,/basisscholen/amstelveen/6783/openbare-basisschool-michiel-de-ruyter/,Openbaar Basisonderwijs431,431.0,Amstelveen,Basic School,78.4,70.3,99.2,97.6
Openbare Basisschool Piet Hein,Dr. Schaepmanlaan 2,/basisscholen/amstelveen/10677/openbare-basisschool-piet-hein/,Openbaar Basisonderwijs640,640.0,Amstelveen,Basic School,78.8,70.3,98.8,97.6
Montessori Kindcentrum Mio Mondo ( voorheen 1e Amstelveense Montessorischool),Burgemeester Haspelslaan 137,/basisscholen/amstelveen/10678/montessori-kindcentrum-mio-mondo-voorheen-1e-amstelveense-montessorischool/,Openbaar Basisonderwijs348,348.0,Amstelveen,Basic School,61.7,66.8,96.6,97.0
"Kindercampus King, obs",Oostelijk Halfrond 441,/basisscholen/amstelveen/6784/kindercampus-king-obs/,Openbaar Basisonderwijs294,294.0,Amstelveen,Basic School,60.1,62.0,96.7,96.4
Montessorischool De Linde,Lindenlaan 334,/basisscholen/amstelveen/10680/montessorischool-de-linde/,Openbaar Basisonderwijs214,214.0,Amstelveen,Basic School,65.5,63.6,98.9,96.4
OBS de Pioniers,Orion 11,/basisscholen/amstelveen/6785/obs-de-pioniers/,Openbaar Basisonderwijs253,253.0,Amstelveen,Basic School,70.3,58.3,97.7,95.4
Basisschool De Zwaluw,Pastoor van Zantenlaan 10,/basisscholen/amstelveen/21926/basisschool-de-zwaluw/,Openbaar Basisonderwijs100,100.0,Amstelveen,Basic School,57.3,63.3,93.2,96.3
Openbare Basisschool de Westwijzer,Noorddammerweg 51,/basisscholen/amstelveen/6786/openbare-basisschool-de-westwijzer/,Openbaar Basisonderwijs299,299.0,Amstelveen,Basic School,59.4,61.9,96.6,96.3
Amsteltaal,Ringslang  13,/basisscholen/amstelveen/25341/amsteltaal/,Openbaar Basisonderwijs125,125.0,Amstelveen,Basic School,,,,
School of Understanding,Pandora 4 a-5,/basisscholen/amstelveen/24044/school-of-understanding/,Algemeen bijzonder,190.0,Amstelveen,Basic School,51.5,64.7,91.9,96.7
Vrije Basisschool Parcival,Lindenlaan 336,/basisscholen/amstelveen/25445/vrije-basisschool-parcival/,Algemeen bijzonder,195.0,Amstelveen,Basic School,63.9,68.2,95.4,97.2
Basisschool De Verrekijker,De Gyselaar 80,/basisscholen/amstenrade/10416/basisschool-de-verrekijker/,Katholiek Basisonderwijs246,246.0,Amstenrade,Basic School,56.6,61.9,96.9,96.3
ASVO,Frederiksplein 37,/basisscholen/amsterdam/8669/asvo/,Algemeen bijzonder,304.0,Amsterdam,Basic School,74.9,77.6,100.0,98.8
Basisschool Rosj Pina,Nieuw Herlaer 18 -20,/basisscholen/amsterdam/8670/basisschool-rosj-pina/,Confessioneel overig,278.0,Amsterdam,Basic School,62.5,66.8,95.8,97.0
Alexander Roozendaalschool,Jan Tooropstraat 13,/basisscholen/amsterdam/23853/alexander-roozendaalschool/,Openbaar Speciaal,264.0,Amsterdam,Basic School,70.9,7.5,14.3,85.7
Professor H. Burgerschool,Jan Sluijtersstraat 5,/basisscholen/amsterdam/23894/professor-h-burgerschool/,Openbaar Speciaal,60.0,Amsterdam,Basic School,,,,
Schoolvereniging Willemspark,Willem Witsenstraat 12,/basisscholen/amsterdam/8691/schoolvereniging-willemspark/,Algemeen bijzonder,233.0,Amsterdam,Basic School,68.2,72.7,97.0,97.9
Barbaraschool,Eikenplein 3,/basisscholen/amsterdam/8799/barbaraschool/,Confessioneel overig,102.0,Amsterdam,Basic School,61.0,61.1,95.2,96.0
Basisschool 't Koggeschip,Abraham Kuyperplein 2,/basisscholen/amsterdam/8800/basisschool-t-koggeschip/,Katholiek Basisonderwijs498,498.0,Amsterdam,Basic School,56.5,49.0,93.7,92.6
Brede School Fiep Westendorp,Overschiestraat 168 B,/basisscholen/amsterdam/8801/brede-school-fiep-westendorp/,Katholiek Basisonderwijs386,386.0,Amsterdam,Basic School,55.6,58.3,95.3,95.4
KC De Leertuin,Generaal Vetterstraat 27A,/basisscholen/amsterdam/4885/kc-de-leertuin/,Katholiek Basisonderwijs119,119.0,Amsterdam,Basic School,59.7,51.0,94.1,92.9
Katholieke basisschool Sint Henricus,Louis Naarstigstraat 1,/basisscholen/amsterdam/8802/katholieke-basisschool-sint-henricus/,Katholiek Basisonderwijs200,200.0,Amsterdam,Basic School,45.0,48.5,95.0,92.0
Brede School de Springplank,Robert Scottstraat 28-34,/basisscholen/amsterdam/8804/brede-school-de-springplank/,Katholiek Basisonderwijs142,142.0,Amsterdam,Basic School,46.8,46.0,93.5,91.1
Eerste Openluchtschool voor het Gezonde Kind,Cliostraat 40,/basisscholen/amsterdam/8824/eerste-openluchtschool-voor-het-gezonde-kind/,Algemeen bijzonder,234.0,Amsterdam,Basic School,91.2,77.6,99.2,98.8
Tweede Openluchtschool voor het Gezonde Kind,Fred. Roeskestraat 76,/basisscholen/amsterdam/4902/tweede-openluchtschool-voor-het-gezonde-kind/,Algemeen bijzonder,221.0,Amsterdam,Basic School,61.4,72.7,96.0,97.9
Buitenveldertse Montessorischool,Sandenburch 1,/basisscholen/amsterdam/8867/buitenveldertse-montessorischool/,Algemeen bijzonder,194.0,Amsterdam,Basic School,72.6,66.8,98.5,97.0
Shri Laksmi School,Janusz Korczakstraat 73,/basisscholen/amsterdam/8877/shri-laksmi-school/,Confessioneel overig,308.0,Amsterdam,Basic School,63.6,48.9,93.9,92.7
Islamitische basisschool Al Maes (de Diamant),Jan van Riebeekstraat 11 -13,/basisscholen/amsterdam/8897/islamitische-basisschool-al-maes-de-diamant/,Confessioneel overig,522.0,Amsterdam,Basic School,79.8,49.0,99.1,92.6
Islamitische Basisschool Al Yaqoet (de Robijn),Wildrijkstraat 2,/basisscholen/amsterdam/22811/islamitische-basisschool-al-yaqoet-de-robijn/,Confessioneel overig,276.0,Amsterdam,Basic School,57.3,48.5,94.8,92.0
Islamitische Basisschool Al Jawhara (de Parel),Sumatraplantsoen 15,/basisscholen/amsterdam/22813/islamitische-basisschool-al-jawhara-de-parel/,Confessioneel overig,347.0,Amsterdam,Basic School,55.4,48.5,96.2,92.0
Crescendo,Kortvoort 61 C,/basisscholen/amsterdam/5205/crescendo/,Prot. christelijk,181.0,Amsterdam,Basic School,27.0,44.6,79.3,90.8
El-Amien Islamitische Basisschool,Saaftingestraat 312,/basisscholen/amsterdam/5225/el-amien-islamitische-basisschool/,Confessioneel overig,407.0,Amsterdam,Basic School,52.2,49.0,92.0,92.6
Islamitische Basisschool El Amien II,Wiltzanghlaan 93,/basisscholen/amsterdam/5226/islamitische-basisschool-el-amien-ii/,Confessioneel overig,322.0,Amsterdam,Basic School,52.4,46.0,93.0,91.1
Islam Bs As Soeffah,EGoli 10,/basisscholen/amsterdam/9166/islam-bs-as-soeffah/,Confessioneel overig,237.0,Amsterdam,Basic School,60.0,49.0,95.5,92.6
Islamitische Basisschool El Kadisia,Piet Mondriaanplein 2,/basisscholen/amsterdam/9172/islamitische-basisschool-el-kadisia/,Confessioneel overig,527.0,Amsterdam,Basic School,71.6,49.0,96.5,92.6
Al Wafa,Louis Couperusstraat 131,/basisscholen/amsterdam/9173/al-wafa/,Confessioneel overig,393.0,Amsterdam,Basic School,66.4,48.5,97.5,92.0
WSV,Mr. P.N. Arntzeniusweg 90-92,/basisscholen/amsterdam/5324/wsv/,Algemeen bijzonder,424.0,Amsterdam,Basic School,75.8,77.6,98.4,98.8
Stichting Montessori Basisschool de Eilanden,Grote Bickersstraat 102,/basisscholen/amsterdam/9220/stichting-montessori-basisschool-de-eilanden/,Algemeen bijzonder,247.0,Amsterdam,Basic School,63.8,72.7,97.5,97.9
Europaschool,Hygieaplein 10,/basisscholen/amsterdam/5325/europaschool/,Algemeen bijzonder,370.0,Amsterdam,Basic School,69.5,61.9,96.0,96.3
Amsterdam International Community School (AICS),A.J. Ernststraat 1179,/basisscholen/amsterdam/21525/amsterdam-international-community-school-aics/,Algemeen bijzonder,1015.0,Amsterdam,Basic School,,,,
DENISE,Piet Mondriaanstraat 140,/basisscholen/amsterdam/25415/denise/,Algemeen bijzonder,328.0,Amsterdam,Basic School,51.3,62.0,93.2,96.4
Evangelische Basisschool De Morgenster,Holendrechtplein 42,/basisscholen/amsterdam/25833/evangelische-basisschool-de-morgenster/,Prot. christelijk,141.0,Amsterdam,Basic School,49.8,52.4,88.1,93.6
Basisschool Het Wespennest,Breedveld 6,/basisscholen/amsterdam/23875/basisschool-het-wespennest/,Katholiek Basisonderwijs231,231.0,Amsterdam,Basic School,74.3,71.1,99.6,97.8
Admiraal De Ruyterschool,Bestevaerstraat 42 -44,/basisscholen/amsterdam/9645/admiraal-de-ruyterschool/,Prot. christelijk,215.0,Amsterdam,Basic School,70.1,59.2,95.5,95.6
Basisschool De Biënkorf,Mariëndaal 11,/basisscholen/amsterdam/23831/basisschool-de-bienkorf/,Katholiek Basisonderwijs409,409.0,Amsterdam,Basic School,71.2,64.7,99.5,96.7
Kindcentrum Bekkers,Volendammerweg 160,/basisscholen/amsterdam/23910/kindcentrum-bekkers/,Overige Basisonderwijs175,175.0,Amsterdam,Basic School,47.6,48.5,89.4,92.0
St. Antoniusschool,Lastageweg 50,/basisscholen/amsterdam/23912/st-antoniusschool/,Katholiek Basisonderwijs126,126.0,Amsterdam,Basic School,71.1,63.6,99.6,96.4
Montessori Basisschool de Regenboog,Woudrichemstraat 3 -5,/basisscholen/amsterdam/23913/montessori-basisschool-de-regenboog/,Confessioneel overig,224.0,Amsterdam,Basic School,47.3,58.3,94.6,95.4
St. Jozefschool,Kalfjeslaan 370,/basisscholen/amsterdam/9646/st-jozefschool/,Katholiek Basisonderwijs537,537.0,Amsterdam,Basic School,72.5,72.7,99.6,97.9
De Botteloef,Overslag 1,/basisscholen/amsterdam/23914/de-botteloef/,Katholiek Basisonderwijs159,159.0,Amsterdam,Basic School,39.9,46.0,89.5,91.1
IKC de Boomgaard,Gibraltarstraat 61,/basisscholen/amsterdam/5760/ikc-de-boomgaard/,Katholiek Basisonderwijs405,405.0,Amsterdam,Basic School,78.1,64.7,98.5,96.7
De Bron,Van Beuningenstraat 141,/basisscholen/amsterdam/23833/de-bron/,Samenwerking Basisonderwijs152,152.0,Amsterdam,Basic School,53.3,59.2,94.8,95.6
St. Janschool,Kortenaerstraat 32,/basisscholen/amsterdam/9647/st-janschool/,Katholiek Basisonderwijs428,428.0,Amsterdam,Basic School,73.0,66.8,98.2,97.0
Alan Turingschool,Poolstraat 2,/basisscholen/amsterdam/5761/alan-turingschool/,Katholiek Basisonderwijs227,227.0,Amsterdam,Basic School,65.0,61.9,96.7,96.3
Lukasschool - daltononderwijs,Osdorper Ban 134,/basisscholen/amsterdam/23787/lukasschool-daltononderwijs/,Katholiek Basisonderwijs316,316.0,Amsterdam,Basic School,50.3,47.6,95.2,91.7
IKC Tuindorp,Kometensingel 52,/basisscholen/amsterdam/5762/ikc-tuindorp/,Samenwerking Basisonderwijs330,330.0,Amsterdam,Basic School,46.6,51.0,90.6,92.9
Kindcentrum Catharina,Vechtstraat 88,/basisscholen/amsterdam/23917/kindcentrum-catharina/,Katholiek Basisonderwijs124,124.0,Amsterdam,Basic School,34.8,49.0,89.4,92.6
Lidwinaschool,Linnaeushof 45,/basisscholen/amsterdam/9649/lidwinaschool/,Katholiek Basisonderwijs543,543.0,Amsterdam,Basic School,70.8,70.3,97.4,97.6
Huibersschool Dalton basisschool,Jacob Geelstraat 48,/basisscholen/amsterdam/23788/huibersschool-dalton-basisschool/,Confessioneel overig,136.0,Amsterdam,Basic School,36.6,44.6,95.1,90.8
Basisschool De Achthoek,Baron G.A. Tindalplein 12,/basisscholen/amsterdam/5765/basisschool-de-achthoek/,Katholiek Basisonderwijs470,470.0,Amsterdam,Basic School,76.9,71.1,98.9,97.8
Basisschool De Mijlpaal,Westmallepad 11 A,/basisscholen/amsterdam/9650/basisschool-de-mijlpaal/,Confessioneel overig,385.0,Amsterdam,Basic School,64.3,55.8,96.0,94.7
Willibrordschool,Diemerparklaan 11,/basisscholen/amsterdam/5766/willibrordschool/,Katholiek Basisonderwijs339,339.0,Amsterdam,Basic School,58.8,64.7,95.7,96.7
Het Bovenland,Akersluis 1 A,/basisscholen/amsterdam/9651/het-bovenland/,Confessioneel overig,371.0,Amsterdam,Basic School,50.5,58.3,97.5,95.4
Basisschool de Archipel,Franz Zieglerstraat 11,/basisscholen/amsterdam/5767/basisschool-de-archipel/,Samenwerking Basisonderwijs246,246.0,Amsterdam,Basic School,54.0,55.8,94.8,94.7
Dalton Kind Centrum De IJsbreker,Chrysantenstraat 26,/basisscholen/amsterdam/23879/dalton-kind-centrum-de-ijsbreker/,Samenwerking Basisonderwijs526,526.0,Amsterdam,Basic School,71.2,64.7,98.2,96.7
De Baanbreker,Papaverweg 257,/basisscholen/amsterdam/26639/de-baanbreker/,Confessioneel overig,6.0,Amsterdam,Basic School,,,,
Basisschool de Wereldburger,Koos Vorrinkweg 5,/basisscholen/amsterdam/25818/basisschool-de-wereldburger/,Algemeen bijzonder,406.0,Amsterdam,Basic School,48.8,48.5,96.7,92.0
PI-school Professor Waterink Noord,Kopjachtplein 19,/basisscholen/amsterdam/10249/pi-school-professor-waterink-noord/,Overige Speciaal,101.0,Amsterdam,Basic School,70.9,7.5,40.0,50.0
PI-school Professor Waterink West,Jan de Louterstraat 21,/basisscholen/amsterdam/10250/pi-school-professor-waterink-west/,Prot. christelijk,61.0,Amsterdam,Basic School,70.9,7.5,0.0,0.0
PI-school Professor Waterink Zuid,Amsteldijk 196,/basisscholen/amsterdam/10252/pi-school-professor-waterink-zuid/,Prot. christelijk,53.0,Amsterdam,Basic School,70.9,7.5,0.0,0.0
Drostenburg,Drostenburg 1,/basisscholen/amsterdam/10318/drostenburg/,Openbaar Speciaal,150.0,Amsterdam,Basic School,70.9,7.5,15.8,78.9
Van Koetsveldschool,Archimedesplantsoen 98,/basisscholen/amsterdam/6362/van-koetsveldschool/,Openbaar Speciaal,120.0,Amsterdam,Basic School,70.9,7.5,0.0,81.8
Gerhardschool,Valentijnkade 62,/basisscholen/amsterdam/10319/gerhardschool/,Openbaar Speciaal,113.0,Amsterdam,Basic School,70.9,7.5,45.0,45.0
Mr de Jonghschool,Terpstraat 36,/basisscholen/amsterdam/10320/mr-de-jonghschool/,Openbaar Speciaal,129.0,Amsterdam,Basic School,,,,
Van Detschool,IJsbaanpad 7,/basisscholen/amsterdam/10322/van-detschool/,Openbaar Speciaal,187.0,Amsterdam,Basic School,70.9,7.5,38.9,44.4
Slotermeerschool,Burgemeester Fockstraat 85,/basisscholen/amsterdam/6774/slotermeerschool/,Openbaar Basisonderwijs281,281.0,Amsterdam,Basic School,47.2,44.6,90.1,90.8
Burgemeester De Vlugtschool,Jan de Louterstraat 11,/basisscholen/amsterdam/6775/burgemeester-de-vlugtschool/,Openbaar Basisonderwijs468,468.0,Amsterdam,Basic School,45.8,44.6,87.5,90.8
Einsteinschool,Staalmanpark 10,/basisscholen/amsterdam/10668/einsteinschool/,Openbaar Basisonderwijs90,90.0,Amsterdam,Basic School,14.2,44.6,61.7,90.8
Goeman Borgesiusschool,Aalbersestraat 35,/basisscholen/amsterdam/10669/goeman-borgesiusschool/,Openbaar Basisonderwijs269,269.0,Amsterdam,Basic School,38.1,48.4,94.5,91.9
Huizingaschool,Jacob Geelstraat 42,/basisscholen/amsterdam/6776/huizingaschool/,Openbaar Basisonderwijs203,203.0,Amsterdam,Basic School,37.3,43.4,86.7,89.6
Daltonschool Louis Bouwmeester,Louis Bouwmeesterstraat 14,/basisscholen/amsterdam/10670/daltonschool-louis-bouwmeester/,Openbaar Basisonderwijs228,228.0,Amsterdam,Basic School,41.2,48.5,91.2,92.0
OBS de Toekomst,August Allebeplein 7,/basisscholen/amsterdam/10671/obs-de-toekomst/,Openbaar Basisonderwijs270,270.0,Amsterdam,Basic School,24.1,48.5,78.4,92.0
"7e Montessorischool, Openbare School voor Basisonderwijs",Nachtwachtlaan 35,/basisscholen/amsterdam/6777/7e-montessorischool-openbare-school-voor-basisonderwijs/,Openbaar Basisonderwijs468,468.0,Amsterdam,Basic School,58.1,63.6,94.7,96.4
Pieter Jelles Troelstraschool,Dr. H. Colijnstraat 2,/basisscholen/amsterdam/10672/pieter-jelles-troelstraschool/,Openbaar Basisonderwijs655,655.0,Amsterdam,Basic School,51.3,49.0,90.8,92.6
SBO De Kans,Thomas van Aquinostraat 2,/basisscholen/amsterdam/6778/sbo-de-kans/,Openbaar Speciaal,174.0,Amsterdam,Basic School,6.5,6.5,6.5,41.3
Openbare Basisschool De Punt,Kwelderweg 5,/basisscholen/amsterdam/6779/openbare-basisschool-de-punt/,Openbaar Basisonderwijs394,394.0,Amsterdam,Basic School,40.3,49.0,88.9,92.6
Osdorpse Montessori School,Hoekenes 59,/basisscholen/amsterdam/10673/osdorpse-montessori-school/,Openbaar Basisonderwijs271,271.0,Amsterdam,Basic School,46.3,51.0,94.1,92.9
De Globe,Evertsweertplantsoen 3,/basisscholen/amsterdam/10674/de-globe/,Openbaar Basisonderwijs256,256.0,Amsterdam,Basic School,42.6,46.0,93.8,91.1
Openbare Basisschool de Vlaamse Reus,Hechtelstraat 49,/basisscholen/amsterdam/10675/openbare-basisschool-de-vlaamse-reus/,Openbaar Basisonderwijs347,347.0,Amsterdam,Basic School,56.8,59.2,98.1,95.6
Openbare Daltonbasisschool De Horizon,Pieter Calandlaan 768,/basisscholen/amsterdam/6780/openbare-daltonbasisschool-de-horizon/,Openbaar Basisonderwijs505,505.0,Amsterdam,Basic School,52.1,55.8,94.2,94.7
Jan Woudsmaschool,Jaargetijden 4,/basisscholen/amsterdam/10694/jan-woudsmaschool/,Prot. christelijk,118.0,Amsterdam,Basic School,52.9,57.9,96.4,95.3
Basisschool Veerkracht,Slotermeerlaan 160,/basisscholen/amsterdam/10849/basisschool-veerkracht/,Prot. christelijk,214.0,Amsterdam,Basic School,60.8,61.1,94.1,96.0
Bos en Lommerschool,Meimorgenstraat 2,/basisscholen/amsterdam/6991/bos-en-lommerschool/,Openbaar Basisonderwijs350,350.0,Amsterdam,Basic School,42.8,48.4,91.2,91.9
Basisschool Westerpark,Van Hogendorpplein 11,/basisscholen/amsterdam/6992/basisschool-westerpark/,Openbaar Basisonderwijs231,231.0,Amsterdam,Basic School,60.8,59.2,94.1,95.6
Joop Westerweel school,Balboaplein 44,/basisscholen/amsterdam/6993/joop-westerweel-school/,Openbaar Basisonderwijs305,305.0,Amsterdam,Basic School,41.4,50.4,88.4,92.8
OBS Corantijn,Corantijnstraat 2,/basisscholen/amsterdam/10869/obs-corantijn/,Openbaar Basisonderwijs190,190.0,Amsterdam,Basic School,57.0,58.8,92.0,95.4
Kindcentrum De Kinkerbuurt,Borgerstraat 109,/basisscholen/amsterdam/10870/kindcentrum-de-kinkerbuurt/,Openbaar Basisonderwijs330,330.0,Amsterdam,Basic School,59.5,61.1,93.9,96.0
Rosa Boekdrukker,Vancouverstraat 3,/basisscholen/amsterdam/10871/rosa-boekdrukker/,Openbaar Basisonderwijs205,205.0,Amsterdam,Basic School,57.7,59.2,92.8,95.6
