,name,address,link,details,n_students,neighborhood,type
2028,De Hobbitburcht-Havixhorst,Havixhorst 252,/basisscholen/alphen-aan-den-rijn/24583/de-hobbitburcht-havixhorst/,OpenbaarBasisonderwijs142 leerlingen,142,Alphen aan den Rijn,Basic School
2029,De Meridiaan,De Oude wereld 54,/basisscholen/alphen-aan-den-rijn/4900/de-meridiaan/,KatholiekBasisonderwijs290 leerlingen,290,Alphen aan den Rijn,Basic School
2030,De Wereldwijzer,De Oude Wereld 59,/basisscholen/alphen-aan-den-rijn/24628/de-wereldwijzer/,OpenbaarBasisonderwijs143 leerlingen,143,Alphen aan den Rijn,Basic School
2031,De Vroonhoeve,Vroonhoevelaan 8,/basisscholen/alphen-aan-den-rijn/25321/de-vroonhoeve/,OpenbaarBasisonderwijs233 leerlingen,233,Alphen aan den Rijn,Basic School
2032,Het Vianova,Vroonhoevelaan 4,/basisscholen/alphen-aan-den-rijn/4901/het-vianova/,KatholiekBasisonderwijs465 leerlingenOntwikkelingsgericht Onderwijs,465,Alphen aan den Rijn,Basic School
2033,Islamitische Basisschool An Noer,Polluxstraat 2,/basisscholen/alphen-aan-den-rijn/5028/islamitische-basisschool-an-noer/,Confessioneel overigBasisonderwijs281 leerlingen,281,Alphen aan den Rijn,Basic School
2034,Prisma Christelijke school SO,Boterbloemweg 21 B,/basisscholen/alphen-aan-den-rijn/5296/prisma-christelijke-school-so/,Prot. christelijkSpeciaal onderwijs106 leerlingen,106,Alphen aan den Rijn,Basic School
2035,Basisschool de Rank,Lauraplein 1,/basisscholen/alphen-aan-den-rijn/5298/basisschool-de-rank/,Prot. christelijkBasisonderwijs437 leerlingen,437,Alphen aan den Rijn,Basic School
2036,Protestants Christelijke Basisschool Groen van Prinsterer,Jan Nieuwenhuijzenstraat 26,/basisscholen/alphen-aan-den-rijn/5299/protestants-christelijke-basisschool-groen-van-prinsterer/,Prot. christelijkBasisonderwijs95 leerlingen,95,Alphen aan den Rijn,Basic School
2037,Protestants Christelijke Basisschool Samen Op Weg,J.P.Coenlaan 1B,/basisscholen/alphen-aan-den-rijn/9198/protestants-christelijke-basisschool-samen-op-weg/,Prot. christelijkBasisonderwijs146 leerlingen,146,Alphen aan den Rijn,Basic School
2038,Protestants Christelijke Basisschool De Windroos,Zaalbergstraat 1,/basisscholen/alphen-aan-den-rijn/9199/protestants-christelijke-basisschool-de-windroos/,Prot. christelijkBasisonderwijs157 leerlingen,157,Alphen aan den Rijn,Basic School
2039,PC basisschool JP Sweelinck,Groenoord 247,/basisscholen/alphen-aan-den-rijn/9200/pc-basisschool-jp-sweelinck/,Prot. christelijkBasisonderwijs172 leerlingen,172,Alphen aan den Rijn,Basic School
2040,PCB De Stromen,Lupinesingel 11,/basisscholen/alphen-aan-den-rijn/9201/pcb-de-stromen/,Prot. christelijkBasisonderwijs323 leerlingen,323,Alphen aan den Rijn,Basic School
2041,Protestants Christelijke Basisschool De Mare,Schelfhorst 2,/basisscholen/alphen-aan-den-rijn/9202/protestants-christelijke-basisschool-de-mare/,Prot. christelijkBasisonderwijs309 leerlingen,309,Alphen aan den Rijn,Basic School
2042,Protestants Christelijke Basisschool Het Baken,Klepperman 1,/basisscholen/alphen-aan-den-rijn/9203/protestants-christelijke-basisschool-het-baken/,Prot. christelijkBasisonderwijs267 leerlingen,267,Alphen aan den Rijn,Basic School
2043,PCB de Fontein,De Oude Wereld 52,/basisscholen/alphen-aan-den-rijn/5300/pcb-de-fontein/,Prot. christelijkBasisonderwijs213 leerlingen,213,Alphen aan den Rijn,Basic School
2044,Het Mozaïek,Vroonhoevelaan 10 -12,/basisscholen/alphen-aan-den-rijn/5301/het-mozaiek/,Prot. christelijkBasisonderwijs446 leerlingen,446,Alphen aan den Rijn,Basic School
2045,Auris De Weerklank,Verdihof 27,/basisscholen/alphen-aan-den-rijn/23797/auris-de-weerklank/,Prot. christelijkSpeciaal onderwijs85 leerlingen,85,Alphen aan den Rijn,Basic School
2046,Alphense Montessorischool,Preludeweg 15,/basisscholen/alphen-aan-den-rijn/9921/alphense-montessorischool/,Algemeen bijzonderBasisonderwijs184 leerlingenMontessori,184,Alphen aan den Rijn,Basic School
2047,Vrije School Ridderspoor,Essenburg 24 -26,/basisscholen/alphen-aan-den-rijn/6056/vrije-school-ridderspoor/,Algemeen bijzonderBasisonderwijs129 leerlingenVrijeschool,129,Alphen aan den Rijn,Basic School
2048,De Tamboerijn,Van Nesstraat 8,/basisscholen/alphen-aan-den-rijn/10855/de-tamboerijn/,Prot. christelijkBasisonderwijs174 leerlingen,174,Alphen aan den Rijn,Basic School
2049,School voor Speciaal Basisonderwijs Op Maat,Henry Dunantweg 11,/basisscholen/alphen-aan-den-rijn/24975/school-voor-speciaal-basisonderwijs-op-maat/,Algemeen bijzonderSpeciaal basisonderwijs97 leerlingen,97,Alphen aan den Rijn,Basic School
2050,Parkschool en Campus Cardea,Henry Dunantweg 11,/basisscholen/alphen-aan-den-rijn/23003/parkschool-en-campus-cardea/,Algemeen bijzonderSpeciaal onderwijs21 leerlingen,21,Alphen aan den Rijn,Basic School
2051,CBS De Wegwijzer,Nieuwstraat 17,/basisscholen/alteveer-gem-de-wolden/11757/cbs-de-wegwijzer/,Prot. christelijkBasisonderwijs110 leerlingen,110,Alteveer (Gem. De Wolden),Basic School
2052,Christelijke Basisschool de Höchte,Beumeesweg 102,/basisscholen/alteveer-groningen/9978/christelijke-basisschool-de-hochte/,Prot. christelijkBasisonderwijs74 leerlingen,74,Alteveer (Groningen),Basic School
2053,Basisschool De Tweestroom,Kerkstraat 27,/basisscholen/altforst/6021/basisschool-de-tweestroom/,KatholiekBasisonderwijs50 leerlingenEigen tempo werkwijze,50,Altforst,Basic School
2054,Basisschool Azelo,Secr. Engelbertinkstraat 16,/basisscholen/ambt-delden/7217/basisschool-azelo/,OpenbaarBasisonderwijs37 leerlingen,37,Ambt Delden,Basic School
2055,Basisschool Wiene,Tankinksweg 4,/basisscholen/ambt-delden/11083/basisschool-wiene/,OpenbaarBasisonderwijs50 leerlingen,50,Ambt Delden,Basic School
2056,De Kandelaar,Liesveldweg 65,/basisscholen/ameide/10218/de-kandelaar/,Prot. christelijkBasisonderwijs280 leerlingenIPC,280,Ameide,Basic School
2057,obs de Vlindertuin,Liesveldweg 65,/basisscholen/ameide/10809/obs-de-vlindertuin/,OpenbaarBasisonderwijs86 leerlingen,86,Ameide,Basic School
2058,Basisschool De Wouter,Gerard Smuldersstraat 1,/basisscholen/america/7788/basisschool-de-wouter/,KatholiekBasisonderwijs158 leerlingen,158,America,Basic School
2059,Wilhelminaschool,Gasthuisstraat 7,/basisscholen/amerongen/8692/wilhelminaschool/,Prot. christelijkBasisonderwijs136 leerlingen,136,Amerongen,Basic School
2060,Christelijke Basisschool De Regenboog,Prinses Beatrixlaan 34,/basisscholen/amerongen/8693/christelijke-basisschool-de-regenboog/,Prot. christelijkBasisonderwijs207 leerlingen,207,Amerongen,Basic School
2061,WereldKidz Sterrenbos,Burgemeester W. Martenslaan 29,/basisscholen/amerongen/24084/wereldkidz-sterrenbos/,OverigeBasisonderwijs87 leerlingenVrijeschool,87,Amerongen,Basic School
2062,Basisschool Amerfoortse School Vereniging,Johan v Oldenbarneveltln 23,/basisscholen/amersfoort/8753/basisschool-amerfoortse-school-vereniging/,Algemeen bijzonderBasisonderwijs333 leerlingenDalton,333,Amersfoort,Basic School
2063,P.C. basisschool De Parkschool,Raadhoven 2,/basisscholen/amersfoort/8846/pc-basisschool-de-parkschool/,Prot. christelijkBasisonderwijs186 leerlingen,186,Amersfoort,Basic School
2064,"Prins Willem Alexanderschool, locatie Beekenstein",Frederik van Blankenheymstraat 61,/basisscholen/amersfoort/4928/prins-willem-alexanderschool-locatie-beekenstein/,Prot. christelijkBasisonderwijs212 leerlingen,212,Amersfoort,Basic School
2065,Prins Willem Alexanderschool (locatie Randenbroek),Weberstraat 5,/basisscholen/amersfoort/21420/prins-willem-alexanderschool-locatie-randenbroek/,Prot. christelijkBasisonderwijs86 leerlingen,86,Amersfoort,Basic School
2066,P.C. basisschool 't Anker,Dollardstraat 123,/basisscholen/amersfoort/8847/pc-basisschool-t-anker/,Prot. christelijkBasisonderwijs222 leerlingen,222,Amersfoort,Basic School
2067,P.C. basisschool De Windroos,Wiekslag 102,/basisscholen/amersfoort/4929/pc-basisschool-de-windroos/,Prot. christelijkBasisonderwijs215 leerlingen,215,Amersfoort,Basic School
2068,P.C. basisschool De Bolster,Van Effenlaan 10,/basisscholen/amersfoort/4930/pc-basisschool-de-bolster/,Prot. christelijkBasisonderwijs438 leerlingen,438,Amersfoort,Basic School
2069,P.C. School voor Speciaal basisonderwijs Koningin Wilhelmina,Raadhoven 2 - 3,/basisscholen/amersfoort/4931/pc-school-voor-speciaal-basisonderwijs-koningin-wilhelmina/,Prot. christelijkSpeciaal basisonderwijs69 leerlingen,69,Amersfoort,Basic School
2070,P.C. basisschool De Zonnewijzer,Trombonestraat 62,/basisscholen/amersfoort/4932/pc-basisschool-de-zonnewijzer/,Prot. christelijkBasisonderwijs209 leerlingen,209,Amersfoort,Basic School
2071,P.C. basisschool Gabrie Mehenschool,Dopheide 34,/basisscholen/amersfoort/4933/pc-basisschool-gabrie-mehenschool/,Prot. christelijkBasisonderwijs161 leerlingen,161,Amersfoort,Basic School
2072,PCBO De Wonderboom,Waterkers 1,/basisscholen/amersfoort/8850/pcbo-de-wonderboom/,Prot. christelijkBasisonderwijs379 leerlingen,379,Amersfoort,Basic School
2073,P.C. basisschool De Vuurvogel,Zwartsluiskade 2,/basisscholen/amersfoort/8851/pc-basisschool-de-vuurvogel/,Prot. christelijkBasisonderwijs500 leerlingen,500,Amersfoort,Basic School
2074,P.C. basisschool Kon-Tiki,Oceaan 6,/basisscholen/amersfoort/4934/pc-basisschool-kon-tiki/,Prot. christelijkBasisonderwijs420 leerlingen,420,Amersfoort,Basic School
2075,Basisschool Bilal,Fahrenheitstraat 50,/basisscholen/amersfoort/8906/basisschool-bilal/,Confessioneel overigBasisonderwijs357 leerlingenOntwikkelingsgericht Onderwijs,357,Amersfoort,Basic School
2076,Gereformeerde Basisschool De Regenboog,Reinaartpad 1,/basisscholen/amersfoort/24595/gereformeerde-basisschool-de-regenboog/,Prot. christelijkBasisonderwijs314 leerlingen,314,Amersfoort,Basic School
2077,Evangelische Basisschool De Parel,Zuiderkruis 4,/basisscholen/amersfoort/24596/evangelische-basisschool-de-parel/,Prot. christelijkBasisonderwijs121 leerlingen,121,Amersfoort,Basic School
2078,Gereformeerde Basisschool Het Zwaluwnest,Darthuizerberg 133,/basisscholen/amersfoort/24640/gereformeerde-basisschool-het-zwaluwnest/,Prot. christelijkBasisonderwijs369 leerlingenIPC,369,Amersfoort,Basic School
2079,Christelijk Speciaal Basisonderwijs De Werf,James Cookstraat 10,/basisscholen/amersfoort/24779/christelijk-speciaal-basisonderwijs-de-werf/,Prot. christelijkSpeciaal basisonderwijs87 leerlingen,87,Amersfoort,Basic School
2080,Montessori Basisschool Pallas Athene,Heinsiuslaan 1,/basisscholen/amersfoort/9786/montessori-basisschool-pallas-athene/,Algemeen bijzonderBasisonderwijs297 leerlingenMontessori,297,Amersfoort,Basic School
2081,Auris Professor Groenschool,Hooglandseweg-Noord 140,/basisscholen/amersfoort/9907/auris-professor-groenschool/,Algemeen bijzonderSpeciaal onderwijs222 leerlingen,222,Amersfoort,Basic School
2082,Openbare Daltonschool De Magneet,Maasstraat 2,/basisscholen/amersfoort/6482/openbare-daltonschool-de-magneet/,OpenbaarBasisonderwijs101 leerlingenDalton,101,Amersfoort,Basic School
2083,SBO Boulevard410,Laakboulevard 410,/basisscholen/amersfoort/25819/sbo-boulevard410/,Algemeen bijzonderSpeciaal basisonderwijs214 leerlingen,214,Amersfoort,Basic School
2084,Kindcentrum Vlinderslag,Evertsenstraat 39,/basisscholen/amersfoort/10441/kindcentrum-vlinderslag/,OpenbaarBasisonderwijs245 leerlingen,245,Amersfoort,Basic School
2085,Kindcentrum De Kei,Abraham Blankaartsingel 67,/basisscholen/amersfoort/6483/kindcentrum-de-kei/,OpenbaarBasisonderwijs284 leerlingen,284,Amersfoort,Basic School
2086,obs De Wijde Wereld,Wiekslag 102 a,/basisscholen/amersfoort/6484/obs-de-wijde-wereld/,OpenbaarBasisonderwijs266 leerlingen,266,Amersfoort,Basic School
2087,Openbare Basisschool t Spectrum,Ariaweg 115,/basisscholen/amersfoort/6485/openbare-basisschool-t-spectrum/,OpenbaarBasisonderwijs177 leerlingen,177,Amersfoort,Basic School
2088,obs Joost van den Vondel,Huijgenslaan 41,/basisscholen/amersfoort/6486/obs-joost-van-den-vondel/,OpenbaarBasisonderwijs467 leerlingen,467,Amersfoort,Basic School
2089,OBS De Border,Watersteeg 87,/basisscholen/amersfoort/24076/obs-de-border/,OpenbaarBasisonderwijs126 leerlingen,126,Amersfoort,Basic School
2090,Dr. M. van der Hoeveschool,Ringweg-Kruiskamp 106,/basisscholen/amersfoort/6488/dr-m-van-der-hoeveschool/,OpenbaarSpeciaal basisonderwijs179 leerlingen,179,Amersfoort,Basic School
2091,De Klimboom,Heiligenbergerweg 185,/basisscholen/amersfoort/10443/de-klimboom/,OpenbaarSpeciaal onderwijs128 leerlingen,128,Amersfoort,Basic School
2092,Plevier,Lageweg 4,/basisscholen/amersfoort/24791/plevier/,OpenbaarSpeciaal onderwijs103 leerlingen,103,Amersfoort,Basic School
2093,Openbare daltonschool de Achtbaan,Luiterf 2,/basisscholen/amersfoort/6489/openbare-daltonschool-de-achtbaan/,OpenbaarBasisonderwijs270 leerlingenDalton,270,Amersfoort,Basic School
2094,Openbaar Kindcentrum De Meander,Het Avontuur 45,/basisscholen/amersfoort/10444/openbaar-kindcentrum-de-meander/,OpenbaarBasisonderwijs200 leerlingen,200,Amersfoort,Basic School
2095,De Dubbelster,De Weergang 2,/basisscholen/amersfoort/6490/de-dubbelster/,OpenbaarBasisonderwijs80 leerlingen,80,Amersfoort,Basic School
2096,De Gondelier,Zwartsluiskade 2,/basisscholen/amersfoort/6491/de-gondelier/,OpenbaarBasisonderwijs275 leerlingenDalton,275,Amersfoort,Basic School
2097,Obs Atlantis,Oceaan 4,/basisscholen/amersfoort/10445/obs-atlantis/,OpenbaarBasisonderwijs652 leerlingenIPC,652,Amersfoort,Basic School
2098,Johannes Calvijnschool,Waterdaal 3,/basisscholen/amersfoort/6566/johannes-calvijnschool/,Prot. christelijkBasisonderwijs103 leerlingen,103,Amersfoort,Basic School
2099,"Michaelschool, Speciaal Basis Onderwijs",Van Almondestraat 2,/basisscholen/amersfoort/8085/michaelschool-speciaal-basis-onderwijs/,KatholiekSpeciaal basisonderwijs124 leerlingen,124,Amersfoort,Basic School
2100,School op de Berg,Tollenslaan 2,/basisscholen/amersfoort/11894/school-op-de-berg/,KatholiekBasisonderwijs473 leerlingen,473,Amersfoort,Basic School
2101,Aloysiusschool Amersfoort,Dupontplein 14,/basisscholen/amersfoort/8087/aloysiusschool-amersfoort/,KatholiekBasisonderwijs357 leerlingen,357,Amersfoort,Basic School
2102,Rooms Katholieke Basisschool De Kubus,Spaarnestraat 2,/basisscholen/amersfoort/11897/rooms-katholieke-basisschool-de-kubus/,KatholiekBasisonderwijs237 leerlingen,237,Amersfoort,Basic School
2103,RK Caeciliaschool,Rossinistraat 1,/basisscholen/amersfoort/11898/rk-caeciliaschool/,KatholiekBasisonderwijs387 leerlingen,387,Amersfoort,Basic School
2104,Talentum,Koning Karelpad 12,/basisscholen/amersfoort/11899/talentum/,KatholiekBasisonderwijs182 leerlingen,182,Amersfoort,Basic School
2105,Rooms Katholieke Basisschool De Kinderhof,Fürglerplein 6,/basisscholen/amersfoort/8088/rooms-katholieke-basisschool-de-kinderhof/,KatholiekBasisonderwijs266 leerlingen,266,Amersfoort,Basic School
2106,Basisschool Sint Joris,Schimmelpenninckkade 2,/basisscholen/amersfoort/8089/basisschool-sint-joris/,KatholiekBasisonderwijs193 leerlingenOntwikkelingsgericht Onderwijs,193,Amersfoort,Basic School
2107,KBS Kameleon,Stradivariusstraat 159,/basisscholen/amersfoort/11900/kbs-kameleon/,KatholiekBasisonderwijs107 leerlingen,107,Amersfoort,Basic School
2108,Kindcentrum de Breede Hei,Dopheide 40,/basisscholen/amersfoort/8090/kindcentrum-de-breede-hei/,KatholiekBasisonderwijs152 leerlingen,152,Amersfoort,Basic School
2109,Rooms Katholieke Basisschool De Malelande,Juttepeergaarde 2,/basisscholen/amersfoort/8091/rooms-katholieke-basisschool-de-malelande/,KatholiekBasisonderwijs457 leerlingen,457,Amersfoort,Basic School
2110,KBS De Marke,Wezeperberg 4,/basisscholen/amersfoort/11901/kbs-de-marke/,KatholiekBasisonderwijs734 leerlingen,734,Amersfoort,Basic School
2111,DOK12,Laakboulevard 412,/basisscholen/amersfoort/8092/dok12/,KatholiekBasisonderwijs196 leerlingen,196,Amersfoort,Basic School
2112,Vrije School Amersfoort,Romeostraat 74,/basisscholen/amersfoort/12301/vrije-school-amersfoort/,Algemeen bijzonderBasisonderwijs395 leerlingenVrijeschool,395,Amersfoort,Basic School
2113,Basisschool De Kromme Draai,Den Hoeff 49,/basisscholen/ammerstol/6168/basisschool-de-kromme-draai/,OpenbaarBasisonderwijs123 leerlingen,123,Ammerstol,Basic School
2114,RK Basissch De Schakel,'t Bussche Kempke 2,/basisscholen/ammerzoden/9675/rk-basissch-de-schakel/,KatholiekBasisonderwijs250 leerlingen,250,Ammerzoden,Basic School
2115,Brede School Omnibus,Pandora 8,/basisscholen/amstelveen/5189/brede-school-omnibus/,KatholiekBasisonderwijs98 leerlingen,98,Amstelveen,Basic School
2116,Wereldschool Amstelveen Nieuwkomersonderwijs,Amsterdamseweg 209,/basisscholen/amstelveen/26506/wereldschool-amstelveen-nieuwkomersonderwijs/,Algemeen bijzonderBasisonderwijs86 leerlingen,86,Amstelveen,Basic School
2117,Amstelland International school,Asserring 93,/basisscholen/amstelveen/26507/amstelland-international-school/,SamenwerkingBasisonderwijs153 leerlingen,153,Amstelveen,Basic School
2118,Roelof Venema School,Laan Rozenburg 17,/basisscholen/amstelveen/9080/roelof-venema-school/,Prot. christelijkBasisonderwijs619 leerlingen,619,Amstelveen,Basic School
2119,De Horizon,Landtong 8,/basisscholen/amstelveen/9081/de-horizon/,KatholiekBasisonderwijs222 leerlingen,222,Amstelveen,Basic School
2120,De Cirkel,Orion 7,/basisscholen/amstelveen/9082/de-cirkel/,KatholiekBasisonderwijs416 leerlingen,416,Amstelveen,Basic School
2121,Het Palet-Zuid,Benderslaan 2,/basisscholen/amstelveen/5192/het-palet-zuid/,Prot. christelijkBasisonderwijs212 leerlingen,212,Amstelveen,Basic School
2122,Willem-Alexanderschool,Orion 15 -17,/basisscholen/amstelveen/9083/willem-alexanderschool/,Prot. christelijkBasisonderwijs439 leerlingen,439,Amstelveen,Basic School
2123,Katholieke basisschool De Triangel,Zeelandiahoeve 5 -7,/basisscholen/amstelveen/9084/katholieke-basisschool-de-triangel/,KatholiekBasisonderwijs739 leerlingen,739,Amstelveen,Basic School
2124,Karel EykmanSchool,Jane Addamslaan 13,/basisscholen/amstelveen/9085/karel-eykmanschool/,Prot. christelijkBasisonderwijs566 leerlingen,566,Amstelveen,Basic School
2125,Brede School Rembrandt,Mr. P.J.M. Aalberselaan 2,/basisscholen/amstelveen/23861/brede-school-rembrandt/,Prot. christelijkBasisonderwijs440 leerlingen,440,Amstelveen,Basic School
2126,Reformatorische Basisschool De Akker,Kringloop 471 -473,/basisscholen/amstelveen/6568/reformatorische-basisschool-de-akker/,Prot. christelijkBasisonderwijs96 leerlingen,96,Amstelveen,Basic School
2127,De Bloeiwijzer,Den Bloeyenden Wijngaerdt 2,/basisscholen/amstelveen/10676/de-bloeiwijzer/,OpenbaarSpeciaal basisonderwijs224 leerlingen,224,Amstelveen,Basic School
2128,Openbare Basisschool Michiel de Ruyter,Laan Rozenburg 6,/basisscholen/amstelveen/6783/openbare-basisschool-michiel-de-ruyter/,OpenbaarBasisonderwijs431 leerlingen,431,Amstelveen,Basic School
2129,Openbare Basisschool Piet Hein,Dr. Schaepmanlaan 2,/basisscholen/amstelveen/10677/openbare-basisschool-piet-hein/,OpenbaarBasisonderwijs640 leerlingen,640,Amstelveen,Basic School
2130,Montessori Kindcentrum Mio Mondo ( voorheen 1e Amstelveense Montessorischool),Burgemeester Haspelslaan 137,/basisscholen/amstelveen/10678/montessori-kindcentrum-mio-mondo-voorheen-1e-amstelveense-montessorischool/,OpenbaarBasisonderwijs348 leerlingenMontessori,348,Amstelveen,Basic School
2131,"Kindercampus King, obs",Oostelijk Halfrond 441,/basisscholen/amstelveen/6784/kindercampus-king-obs/,OpenbaarBasisonderwijs294 leerlingen,294,Amstelveen,Basic School
2132,Montessorischool De Linde,Lindenlaan 334,/basisscholen/amstelveen/10680/montessorischool-de-linde/,OpenbaarBasisonderwijs214 leerlingenMontessori,214,Amstelveen,Basic School
2133,OBS de Pioniers,Orion 11,/basisscholen/amstelveen/6785/obs-de-pioniers/,OpenbaarBasisonderwijs253 leerlingenJeelo,253,Amstelveen,Basic School
2134,Basisschool De Zwaluw,Pastoor van Zantenlaan 10,/basisscholen/amstelveen/21926/basisschool-de-zwaluw/,OpenbaarBasisonderwijs100 leerlingen,100,Amstelveen,Basic School
2135,Openbare Basisschool de Westwijzer,Noorddammerweg 51,/basisscholen/amstelveen/6786/openbare-basisschool-de-westwijzer/,OpenbaarBasisonderwijs299 leerlingen,299,Amstelveen,Basic School
2136,Amsteltaal,Ringslang  13,/basisscholen/amstelveen/25341/amsteltaal/,OpenbaarBasisonderwijs125 leerlingen,125,Amstelveen,Basic School
2137,School of Understanding,Pandora 4 a-5,/basisscholen/amstelveen/24044/school-of-understanding/,Algemeen bijzonderBasisonderwijs190 leerlingen,190,Amstelveen,Basic School
2138,Vrije Basisschool Parcival,Lindenlaan 336,/basisscholen/amstelveen/25445/vrije-basisschool-parcival/,Algemeen bijzonderBasisonderwijs195 leerlingenVrijeschool,195,Amstelveen,Basic School
2139,Basisschool De Verrekijker,De Gyselaar 80,/basisscholen/amstenrade/10416/basisschool-de-verrekijker/,KatholiekBasisonderwijs246 leerlingen,246,Amstenrade,Basic School
2140,ASVO,Frederiksplein 37,/basisscholen/amsterdam/8669/asvo/,Algemeen bijzonderBasisonderwijs304 leerlingen,304,Amsterdam,Basic School
2141,Basisschool Rosj Pina,Nieuw Herlaer 18 -20,/basisscholen/amsterdam/8670/basisschool-rosj-pina/,Confessioneel overigBasisonderwijs278 leerlingen,278,Amsterdam,Basic School
2142,Alexander Roozendaalschool,Jan Tooropstraat 13,/basisscholen/amsterdam/23853/alexander-roozendaalschool/,OpenbaarSpeciaal onderwijs264 leerlingen,264,Amsterdam,Basic School
2143,Professor H. Burgerschool,Jan Sluijtersstraat 5,/basisscholen/amsterdam/23894/professor-h-burgerschool/,OpenbaarSpeciaal onderwijs60 leerlingen,60,Amsterdam,Basic School
2144,Schoolvereniging Willemspark,Willem Witsenstraat 12,/basisscholen/amsterdam/8691/schoolvereniging-willemspark/,Algemeen bijzonderBasisonderwijs233 leerlingen,233,Amsterdam,Basic School
2145,Barbaraschool,Eikenplein 3,/basisscholen/amsterdam/8799/barbaraschool/,Confessioneel overigBasisonderwijs102 leerlingen,102,Amsterdam,Basic School
2146,Basisschool 't Koggeschip,Abraham Kuyperplein 2,/basisscholen/amsterdam/8800/basisschool-t-koggeschip/,KatholiekBasisonderwijs498 leerlingen,498,Amsterdam,Basic School
2147,Brede School Fiep Westendorp,Overschiestraat 168 B,/basisscholen/amsterdam/8801/brede-school-fiep-westendorp/,KatholiekBasisonderwijs386 leerlingen,386,Amsterdam,Basic School
2148,KC De Leertuin,Generaal Vetterstraat 27A,/basisscholen/amsterdam/4885/kc-de-leertuin/,KatholiekBasisonderwijs119 leerlingen,119,Amsterdam,Basic School
2149,Katholieke basisschool Sint Henricus,Louis Naarstigstraat 1,/basisscholen/amsterdam/8802/katholieke-basisschool-sint-henricus/,KatholiekBasisonderwijs200 leerlingen,200,Amsterdam,Basic School
2150,Brede School de Springplank,Robert Scottstraat 28-34,/basisscholen/amsterdam/8804/brede-school-de-springplank/,KatholiekBasisonderwijs142 leerlingen,142,Amsterdam,Basic School
2151,Eerste Openluchtschool voor het Gezonde Kind,Cliostraat 40,/basisscholen/amsterdam/8824/eerste-openluchtschool-voor-het-gezonde-kind/,Algemeen bijzonderBasisonderwijs234 leerlingen,234,Amsterdam,Basic School
2152,Tweede Openluchtschool voor het Gezonde Kind,Fred. Roeskestraat 76,/basisscholen/amsterdam/4902/tweede-openluchtschool-voor-het-gezonde-kind/,Algemeen bijzonderBasisonderwijs221 leerlingen,221,Amsterdam,Basic School
2153,Buitenveldertse Montessorischool,Sandenburch 1,/basisscholen/amsterdam/8867/buitenveldertse-montessorischool/,Algemeen bijzonderBasisonderwijs194 leerlingenMontessori,194,Amsterdam,Basic School
2154,Shri Laksmi School,Janusz Korczakstraat 73,/basisscholen/amsterdam/8877/shri-laksmi-school/,Confessioneel overigBasisonderwijs308 leerlingen,308,Amsterdam,Basic School
2155,Islamitische basisschool Al Maes (de Diamant),Jan van Riebeekstraat 11 -13,/basisscholen/amsterdam/8897/islamitische-basisschool-al-maes-de-diamant/,Confessioneel overigBasisonderwijs522 leerlingen,522,Amsterdam,Basic School
2156,Islamitische Basisschool Al Yaqoet (de Robijn),Wildrijkstraat 2,/basisscholen/amsterdam/22811/islamitische-basisschool-al-yaqoet-de-robijn/,Confessioneel overigBasisonderwijs276 leerlingen,276,Amsterdam,Basic School
2157,Islamitische Basisschool Al Jawhara (de Parel),Sumatraplantsoen 15,/basisscholen/amsterdam/22813/islamitische-basisschool-al-jawhara-de-parel/,Confessioneel overigBasisonderwijs347 leerlingen,347,Amsterdam,Basic School
2158,Crescendo,Kortvoort 61 C,/basisscholen/amsterdam/5205/crescendo/,Prot. christelijkBasisonderwijs181 leerlingen,181,Amsterdam,Basic School
2159,El-Amien Islamitische Basisschool,Saaftingestraat 312,/basisscholen/amsterdam/5225/el-amien-islamitische-basisschool/,Confessioneel overigBasisonderwijs407 leerlingen,407,Amsterdam,Basic School
2160,Islamitische Basisschool El Amien II,Wiltzanghlaan 93,/basisscholen/amsterdam/5226/islamitische-basisschool-el-amien-ii/,Confessioneel overigBasisonderwijs322 leerlingen,322,Amsterdam,Basic School
2161,Islam Bs As Soeffah,EGoli 10,/basisscholen/amsterdam/9166/islam-bs-as-soeffah/,Confessioneel overigBasisonderwijs237 leerlingen,237,Amsterdam,Basic School
2162,Islamitische Basisschool El Kadisia,Piet Mondriaanplein 2,/basisscholen/amsterdam/9172/islamitische-basisschool-el-kadisia/,Confessioneel overigBasisonderwijs527 leerlingen,527,Amsterdam,Basic School
2163,Al Wafa,Louis Couperusstraat 131,/basisscholen/amsterdam/9173/al-wafa/,Confessioneel overigBasisonderwijs393 leerlingen,393,Amsterdam,Basic School
2164,WSV,Mr. P.N. Arntzeniusweg 90-92,/basisscholen/amsterdam/5324/wsv/,Algemeen bijzonderBasisonderwijs424 leerlingen,424,Amsterdam,Basic School
2165,Stichting Montessori Basisschool de Eilanden,Grote Bickersstraat 102,/basisscholen/amsterdam/9220/stichting-montessori-basisschool-de-eilanden/,Algemeen bijzonderBasisonderwijs247 leerlingenMontessori,247,Amsterdam,Basic School
2166,Europaschool,Hygieaplein 10,/basisscholen/amsterdam/5325/europaschool/,Algemeen bijzonderBasisonderwijs370 leerlingen,370,Amsterdam,Basic School
2167,Amsterdam International Community School (AICS),A.J. Ernststraat 1179,/basisscholen/amsterdam/21525/amsterdam-international-community-school-aics/,Algemeen bijzonderBasisonderwijs1015 leerlingen,1015,Amsterdam,Basic School
