,name,address,link,details,n_students,neighborhood,type
2168,DENISE,Piet Mondriaanstraat 140,/basisscholen/amsterdam/25415/denise/,Algemeen bijzonderBasisonderwijs328 leerlingen,328,Amsterdam,Basic School
2169,Evangelische Basisschool De Morgenster,Holendrechtplein 42,/basisscholen/amsterdam/25833/evangelische-basisschool-de-morgenster/,Prot. christelijkBasisonderwijs141 leerlingen,141,Amsterdam,Basic School
2170,Basisschool Het Wespennest,Breedveld 6,/basisscholen/amsterdam/23875/basisschool-het-wespennest/,KatholiekBasisonderwijs231 leerlingenJenaplan,231,Amsterdam,Basic School
2171,Admiraal De Ruyterschool,Bestevaerstraat 42 -44,/basisscholen/amsterdam/9645/admiraal-de-ruyterschool/,Prot. christelijkBasisonderwijs215 leerlingen,215,Amsterdam,Basic School
2172,Basisschool De Biënkorf,Mariëndaal 11,/basisscholen/amsterdam/23831/basisschool-de-bienkorf/,KatholiekBasisonderwijs409 leerlingen,409,Amsterdam,Basic School
2173,Kindcentrum Bekkers,Volendammerweg 160,/basisscholen/amsterdam/23910/kindcentrum-bekkers/,OverigeBasisonderwijs175 leerlingen,175,Amsterdam,Basic School
2174,St. Antoniusschool,Lastageweg 50,/basisscholen/amsterdam/23912/st-antoniusschool/,KatholiekBasisonderwijs126 leerlingen,126,Amsterdam,Basic School
2175,Montessori Basisschool de Regenboog,Woudrichemstraat 3 -5,/basisscholen/amsterdam/23913/montessori-basisschool-de-regenboog/,Confessioneel overigBasisonderwijs224 leerlingenMontessori,224,Amsterdam,Basic School
2176,St. Jozefschool,Kalfjeslaan 370,/basisscholen/amsterdam/9646/st-jozefschool/,KatholiekBasisonderwijs537 leerlingen,537,Amsterdam,Basic School
2177,De Botteloef,Overslag 1,/basisscholen/amsterdam/23914/de-botteloef/,KatholiekBasisonderwijs159 leerlingen,159,Amsterdam,Basic School
2178,IKC de Boomgaard,Gibraltarstraat 61,/basisscholen/amsterdam/5760/ikc-de-boomgaard/,KatholiekBasisonderwijs405 leerlingenDalton,405,Amsterdam,Basic School
2179,De Bron,Van Beuningenstraat 141,/basisscholen/amsterdam/23833/de-bron/,SamenwerkingBasisonderwijs152 leerlingen,152,Amsterdam,Basic School
2180,St. Janschool,Kortenaerstraat 32,/basisscholen/amsterdam/9647/st-janschool/,KatholiekBasisonderwijs428 leerlingen,428,Amsterdam,Basic School
2181,Alan Turingschool,Poolstraat 2,/basisscholen/amsterdam/5761/alan-turingschool/,KatholiekBasisonderwijs227 leerlingen,227,Amsterdam,Basic School
2182,Lukasschool - daltononderwijs,Osdorper Ban 134,/basisscholen/amsterdam/23787/lukasschool-daltononderwijs/,KatholiekBasisonderwijs316 leerlingenDalton,316,Amsterdam,Basic School
2183,IKC Tuindorp,Kometensingel 52,/basisscholen/amsterdam/5762/ikc-tuindorp/,SamenwerkingBasisonderwijs330 leerlingen,330,Amsterdam,Basic School
2184,Kindcentrum Catharina,Vechtstraat 88,/basisscholen/amsterdam/23917/kindcentrum-catharina/,KatholiekBasisonderwijs124 leerlingen,124,Amsterdam,Basic School
2185,Lidwinaschool,Linnaeushof 45,/basisscholen/amsterdam/9649/lidwinaschool/,KatholiekBasisonderwijs543 leerlingen,543,Amsterdam,Basic School
2186,Huibersschool Dalton basisschool,Jacob Geelstraat 48,/basisscholen/amsterdam/23788/huibersschool-dalton-basisschool/,Confessioneel overigBasisonderwijs136 leerlingenDalton,136,Amsterdam,Basic School
2187,Basisschool De Achthoek,Baron G.A. Tindalplein 12,/basisscholen/amsterdam/5765/basisschool-de-achthoek/,KatholiekBasisonderwijs470 leerlingenOntwikkelingsgericht Onderwijs,470,Amsterdam,Basic School
2188,Basisschool De Mijlpaal,Westmallepad 11 A,/basisscholen/amsterdam/9650/basisschool-de-mijlpaal/,Confessioneel overigBasisonderwijs385 leerlingenOntwikkelingsgericht Onderwijs,385,Amsterdam,Basic School
2189,Willibrordschool,Diemerparklaan 11,/basisscholen/amsterdam/5766/willibrordschool/,KatholiekBasisonderwijs339 leerlingenOntwikkelingsgericht Onderwijs,339,Amsterdam,Basic School
2190,Het Bovenland,Akersluis 1 A,/basisscholen/amsterdam/9651/het-bovenland/,Confessioneel overigBasisonderwijs371 leerlingen,371,Amsterdam,Basic School
2191,Basisschool de Archipel,Franz Zieglerstraat 11,/basisscholen/amsterdam/5767/basisschool-de-archipel/,SamenwerkingBasisonderwijs246 leerlingenOntwikkelingsgericht Onderwijs,246,Amsterdam,Basic School
2192,Dalton Kind Centrum De IJsbreker,Chrysantenstraat 26,/basisscholen/amsterdam/23879/dalton-kind-centrum-de-ijsbreker/,SamenwerkingBasisonderwijs526 leerlingenDalton,526,Amsterdam,Basic School
2193,De Baanbreker,Papaverweg 257,/basisscholen/amsterdam/26639/de-baanbreker/,Confessioneel overigBasisonderwijs6 leerlingen,6,Amsterdam,Basic School
2194,Basisschool de Wereldburger,Koos Vorrinkweg 5,/basisscholen/amsterdam/25818/basisschool-de-wereldburger/,Algemeen bijzonderBasisonderwijs406 leerlingen,406,Amsterdam,Basic School
2195,PI-school Professor Waterink Noord,Kopjachtplein 19,/basisscholen/amsterdam/10249/pi-school-professor-waterink-noord/,OverigeSpeciaal onderwijs101 leerlingen,101,Amsterdam,Basic School
2196,PI-school Professor Waterink West,Jan de Louterstraat 21,/basisscholen/amsterdam/10250/pi-school-professor-waterink-west/,Prot. christelijkSpeciaal onderwijs61 leerlingen,61,Amsterdam,Basic School
2197,PI-school Professor Waterink Zuid,Amsteldijk 196,/basisscholen/amsterdam/10252/pi-school-professor-waterink-zuid/,Prot. christelijkSpeciaal onderwijs53 leerlingen,53,Amsterdam,Basic School
2198,Drostenburg,Drostenburg 1,/basisscholen/amsterdam/10318/drostenburg/,OpenbaarSpeciaal onderwijs150 leerlingen,150,Amsterdam,Basic School
2199,Van Koetsveldschool,Archimedesplantsoen 98,/basisscholen/amsterdam/6362/van-koetsveldschool/,OpenbaarSpeciaal onderwijs120 leerlingen,120,Amsterdam,Basic School
2200,Gerhardschool,Valentijnkade 62,/basisscholen/amsterdam/10319/gerhardschool/,OpenbaarSpeciaal onderwijs113 leerlingen,113,Amsterdam,Basic School
2201,Mr de Jonghschool,Terpstraat 36,/basisscholen/amsterdam/10320/mr-de-jonghschool/,OpenbaarSpeciaal onderwijs129 leerlingen,129,Amsterdam,Basic School
2202,Van Detschool,IJsbaanpad 7,/basisscholen/amsterdam/10322/van-detschool/,OpenbaarSpeciaal onderwijs187 leerlingen,187,Amsterdam,Basic School
2203,Slotermeerschool,Burgemeester Fockstraat 85,/basisscholen/amsterdam/6774/slotermeerschool/,OpenbaarBasisonderwijs281 leerlingen,281,Amsterdam,Basic School
2204,Burgemeester De Vlugtschool,Jan de Louterstraat 11,/basisscholen/amsterdam/6775/burgemeester-de-vlugtschool/,OpenbaarBasisonderwijs468 leerlingen,468,Amsterdam,Basic School
2205,Einsteinschool,Staalmanpark 10,/basisscholen/amsterdam/10668/einsteinschool/,OpenbaarBasisonderwijs90 leerlingenMontessori,90,Amsterdam,Basic School
2206,Goeman Borgesiusschool,Aalbersestraat 35,/basisscholen/amsterdam/10669/goeman-borgesiusschool/,OpenbaarBasisonderwijs269 leerlingen,269,Amsterdam,Basic School
2207,Huizingaschool,Jacob Geelstraat 42,/basisscholen/amsterdam/6776/huizingaschool/,OpenbaarBasisonderwijs203 leerlingen,203,Amsterdam,Basic School
2208,Daltonschool Louis Bouwmeester,Louis Bouwmeesterstraat 14,/basisscholen/amsterdam/10670/daltonschool-louis-bouwmeester/,OpenbaarBasisonderwijs228 leerlingenDalton,228,Amsterdam,Basic School
2209,OBS de Toekomst,August Allebeplein 7,/basisscholen/amsterdam/10671/obs-de-toekomst/,OpenbaarBasisonderwijs270 leerlingen,270,Amsterdam,Basic School
2210,"7e Montessorischool, Openbare School voor Basisonderwijs",Nachtwachtlaan 35,/basisscholen/amsterdam/6777/7e-montessorischool-openbare-school-voor-basisonderwijs/,OpenbaarBasisonderwijs468 leerlingenMontessori,468,Amsterdam,Basic School
2211,Pieter Jelles Troelstraschool,Dr. H. Colijnstraat 2,/basisscholen/amsterdam/10672/pieter-jelles-troelstraschool/,OpenbaarBasisonderwijs655 leerlingenMontessori,655,Amsterdam,Basic School
2212,SBO De Kans,Thomas van Aquinostraat 2,/basisscholen/amsterdam/6778/sbo-de-kans/,OpenbaarSpeciaal basisonderwijs174 leerlingen,174,Amsterdam,Basic School
2213,Openbare Basisschool De Punt,Kwelderweg 5,/basisscholen/amsterdam/6779/openbare-basisschool-de-punt/,OpenbaarBasisonderwijs394 leerlingen,394,Amsterdam,Basic School
2214,Osdorpse Montessori School,Hoekenes 59,/basisscholen/amsterdam/10673/osdorpse-montessori-school/,OpenbaarBasisonderwijs271 leerlingenMontessori,271,Amsterdam,Basic School
2215,De Globe,Evertsweertplantsoen 3,/basisscholen/amsterdam/10674/de-globe/,OpenbaarBasisonderwijs256 leerlingen,256,Amsterdam,Basic School
2216,Openbare Basisschool de Vlaamse Reus,Hechtelstraat 49,/basisscholen/amsterdam/10675/openbare-basisschool-de-vlaamse-reus/,OpenbaarBasisonderwijs347 leerlingen,347,Amsterdam,Basic School
2217,Openbare Daltonbasisschool De Horizon,Pieter Calandlaan 768,/basisscholen/amsterdam/6780/openbare-daltonbasisschool-de-horizon/,OpenbaarBasisonderwijs505 leerlingenDalton,505,Amsterdam,Basic School
2218,Jan Woudsmaschool,Jaargetijden 4,/basisscholen/amsterdam/10694/jan-woudsmaschool/,Prot. christelijkBasisonderwijs118 leerlingen,118,Amsterdam,Basic School
2219,Basisschool Veerkracht,Slotermeerlaan 160,/basisscholen/amsterdam/10849/basisschool-veerkracht/,Prot. christelijkBasisonderwijs214 leerlingen,214,Amsterdam,Basic School
2220,Bos en Lommerschool,Meimorgenstraat 2,/basisscholen/amsterdam/6991/bos-en-lommerschool/,OpenbaarBasisonderwijs350 leerlingen,350,Amsterdam,Basic School
2221,Basisschool Westerpark,Van Hogendorpplein 11,/basisscholen/amsterdam/6992/basisschool-westerpark/,OpenbaarBasisonderwijs231 leerlingen,231,Amsterdam,Basic School
2222,Joop Westerweel school,Balboaplein 44,/basisscholen/amsterdam/6993/joop-westerweel-school/,OpenbaarBasisonderwijs305 leerlingen,305,Amsterdam,Basic School
2223,OBS Corantijn,Corantijnstraat 2,/basisscholen/amsterdam/10869/obs-corantijn/,OpenbaarBasisonderwijs190 leerlingen,190,Amsterdam,Basic School
2224,Kindcentrum De Kinkerbuurt,Borgerstraat 109,/basisscholen/amsterdam/10870/kindcentrum-de-kinkerbuurt/,OpenbaarBasisonderwijs330 leerlingen,330,Amsterdam,Basic School
2225,Rosa Boekdrukker,Vancouverstraat 3,/basisscholen/amsterdam/10871/rosa-boekdrukker/,OpenbaarBasisonderwijs205 leerlingen,205,Amsterdam,Basic School
2226,Basisschool Het Winterkoninkje 2e Montessori-School,Hasebroekstraat 113,/basisscholen/amsterdam/10872/basisschool-het-winterkoninkje-2e-montessori-school/,OpenbaarBasisonderwijs377 leerlingenMontessori,377,Amsterdam,Basic School
2227,10e Montessorischool De Meidoorn,Chasséstraat 59,/basisscholen/amsterdam/6994/10e-montessorischool-de-meidoorn/,OpenbaarBasisonderwijs264 leerlingenMontessori,264,Amsterdam,Basic School
2228,Kindcentrum de Vindplaats,Jan Den Haenstraat 41,/basisscholen/amsterdam/10873/kindcentrum-de-vindplaats/,OpenbaarBasisonderwijs234 leerlingen,234,Amsterdam,Basic School
2229,Annie M.G. Schmidtschool,Pieter Langendijkstraat 44,/basisscholen/amsterdam/6995/annie-mg-schmidtschool/,OpenbaarBasisonderwijs352 leerlingen,352,Amsterdam,Basic School
2230,OBS Leonardo da Vinci,Nassaukade 342 a,/basisscholen/amsterdam/6996/obs-leonardo-da-vinci/,OpenbaarBasisonderwijs275 leerlingen,275,Amsterdam,Basic School
2231,Daltonschool De Waterkant,Bilderdijkpark 18,/basisscholen/amsterdam/10874/daltonschool-de-waterkant/,OpenbaarBasisonderwijs328 leerlingenDalton,328,Amsterdam,Basic School
2232,OBS Multatuli,Sara Burgerhartstraat 5,/basisscholen/amsterdam/6997/obs-multatuli/,OpenbaarBasisonderwijs206 leerlingen,206,Amsterdam,Basic School
2233,De Zeeheld,Roggeveenstraat 14,/basisscholen/amsterdam/6998/de-zeeheld/,OpenbaarBasisonderwijs288 leerlingen,288,Amsterdam,Basic School
2234,Daltonschool De Spaarndammerhout,Revaleiland 1B,/basisscholen/amsterdam/6999/daltonschool-de-spaarndammerhout/,OpenbaarBasisonderwijs379 leerlingenDalton,379,Amsterdam,Basic School
2235,Tijl Uilenspiegelschool,Tijl Uilenspiegelstraat 11,/basisscholen/amsterdam/10876/tijl-uilenspiegelschool/,OpenbaarBasisonderwijs294 leerlingen,294,Amsterdam,Basic School
2236,Onze Wereld,Kortvoort 61 E,/basisscholen/amsterdam/26070/onze-wereld/,SamenwerkingBasisonderwijs175 leerlingen,175,Amsterdam,Basic School
2237,Levensbeschouwelijke basisschool De Polsstok,EGoli 2,/basisscholen/amsterdam/26063/levensbeschouwelijke-basisschool-de-polsstok/,OverigeBasisonderwijs264 leerlingen,264,Amsterdam,Basic School
2238,Basisschool Achtsprong,Huntum 14,/basisscholen/amsterdam/26058/basisschool-achtsprong/,OverigeBasisonderwijs261 leerlingen,261,Amsterdam,Basic School
2239,IKC Knotwilg,Vreeswijkpad 5a-d,/basisscholen/amsterdam/26072/ikc-knotwilg/,SamenwerkingBasisonderwijs234 leerlingen,234,Amsterdam,Basic School
2240,Samenspel 1,Kantershof 636,/basisscholen/amsterdam/26071/samenspel-1/,SamenwerkingBasisonderwijs616 leerlingen,616,Amsterdam,Basic School
2241,Samenspel 2,Kantershof 641,/basisscholen/amsterdam/26073/samenspel-2/,SamenwerkingBasisonderwijs,,Amsterdam,Basic School
2242,Klaverblad,Darlingstraat 1,/basisscholen/amsterdam/26059/klaverblad/,OverigeBasisonderwijs236 leerlingen,236,Amsterdam,Basic School
2243,Mobiel,Reigersbos 313,/basisscholen/amsterdam/26048/mobiel/,Algemeen bijzonderBasisonderwijs147 leerlingen,147,Amsterdam,Basic School
2244,De Blauwe Lijn,Kortvoort 61 A,/basisscholen/amsterdam/7078/de-blauwe-lijn/,OpenbaarBasisonderwijs321 leerlingenEigen tempo werkwijze,321,Amsterdam,Basic School
2245,IKC de Brink,Mijehof 302,/basisscholen/amsterdam/10950/ikc-de-brink/,OpenbaarBasisonderwijs226 leerlingen,226,Amsterdam,Basic School
2246,Bijlmerhorst,EGoli 12,/basisscholen/amsterdam/10952/bijlmerhorst/,OpenbaarBasisonderwijs189 leerlingen,189,Amsterdam,Basic School
2247,Wereldwijs,Geerdinkhof 696,/basisscholen/amsterdam/7079/wereldwijs/,OpenbaarBasisonderwijs444 leerlingenOntwikkelingsgericht Onderwijs,444,Amsterdam,Basic School
2248,Cornelis Jetses,Jaargetijden 6,/basisscholen/amsterdam/10953/cornelis-jetses/,OpenbaarBasisonderwijs143 leerlingen,143,Amsterdam,Basic School
2249,obs Holendrecht,Holendrechtplein 39-40,/basisscholen/amsterdam/7080/obs-holendrecht/,OpenbaarBasisonderwijs187 leerlingen,187,Amsterdam,Basic School
2250,De Ster,Woudrichemstraat 8,/basisscholen/amsterdam/7081/de-ster/,OpenbaarBasisonderwijs135 leerlingen,135,Amsterdam,Basic School
2251,Openbare Daltonschool Nellestein,Leksmondplein 31,/basisscholen/amsterdam/10954/openbare-daltonschool-nellestein/,OpenbaarBasisonderwijs258 leerlingenDalton,258,Amsterdam,Basic School
2252,De Rozemarn,Huntum 16,/basisscholen/amsterdam/7083/de-rozemarn/,OpenbaarBasisonderwijs299 leerlingen,299,Amsterdam,Basic School
2253,De Schakel,Alexander Dumaslaan 9,/basisscholen/amsterdam/7084/de-schakel/,OpenbaarBasisonderwijs190 leerlingen,190,Amsterdam,Basic School
2254,De Tamboerijn,Reigersbos 301,/basisscholen/amsterdam/7085/de-tamboerijn/,OpenbaarBasisonderwijs390 leerlingen,390,Amsterdam,Basic School
2255,School voor Speciaal Basisonderwijs Prof Dr IC van Houte,Leksmondplein 27,/basisscholen/amsterdam/10955/school-voor-speciaal-basisonderwijs-prof-dr-ic-van-houte/,OpenbaarSpeciaal basisonderwijs106 leerlingen,106,Amsterdam,Basic School
2256,OBS Aldoende,Tweede Boerhaavestraat 22,/basisscholen/amsterdam/10979/obs-aldoende/,OpenbaarBasisonderwijs365 leerlingenDalton,365,Amsterdam,Basic School
2257,Integraal Kindcentrum De Kaap,Christiaan de Wetstraat 23,/basisscholen/amsterdam/7112/integraal-kindcentrum-de-kaap/,OpenbaarBasisonderwijs132 leerlingen,132,Amsterdam,Basic School
2258,Openbare Basisschool De Dapper,Pieter Nieuwlandstraat 3,/basisscholen/amsterdam/7113/openbare-basisschool-de-dapper/,OpenbaarBasisonderwijs121 leerlingenIPC,121,Amsterdam,Basic School
2259,Openbare Basisschool Flevopark,Soembawastraat 61,/basisscholen/amsterdam/7114/openbare-basisschool-flevopark/,OpenbaarBasisonderwijs246 leerlingen,246,Amsterdam,Basic School
2260,4e Montessorischoolschool de Pinksterbloem,Weesperzijde 57,/basisscholen/amsterdam/7115/4e-montessorischoolschool-de-pinksterbloem/,OpenbaarBasisonderwijs374 leerlingenMontessori,374,Amsterdam,Basic School
2261,5e Montessorischool Watergraafsmeer,Herschelstraat 4,/basisscholen/amsterdam/7116/5e-montessorischool-watergraafsmeer/,OpenbaarBasisonderwijs530 leerlingenMontessori,530,Amsterdam,Basic School
2262,SBO Het Spectrum,James Wattstraat 10,/basisscholen/amsterdam/7117/sbo-het-spectrum/,OpenbaarSpeciaal basisonderwijs101 leerlingen,101,Amsterdam,Basic School
2263,SBO Het Spectrum vestiging IJburg,Erich Salomonstraat 432,/basisscholen/amsterdam/7118/sbo-het-spectrum-vestiging-ijburg/,OpenbaarSpeciaal basisonderwijs35 leerlingen,35,Amsterdam,Basic School
2264,Brede Daltonschool De Meer,"Van ""t Hofflaan 50",/basisscholen/amsterdam/10982/brede-daltonschool-de-meer/,OpenbaarBasisonderwijs410 leerlingenDalton,410,Amsterdam,Basic School
2265,De Indische Buurt School,Bankastraat 18,/basisscholen/amsterdam/7119/de-indische-buurt-school/,OpenbaarBasisonderwijs251 leerlingen,251,Amsterdam,Basic School
2266,Bataviaschool,Sumatrastraat 87,/basisscholen/amsterdam/24877/bataviaschool/,OpenbaarBasisonderwijs140 leerlingen,140,Amsterdam,Basic School
2267,De Kraal,Paradijsplein 2,/basisscholen/amsterdam/10983/de-kraal/,OpenbaarBasisonderwijs359 leerlingen,359,Amsterdam,Basic School
2268,Montessorischool Op de Kade,Borneokade 103,/basisscholen/amsterdam/10984/montessorischool-op-de-kade/,OpenbaarBasisonderwijs233 leerlingenMontessori,233,Amsterdam,Basic School
2269,Dalton Kind Centrum de Kleine Kapitein,Cruquiusweg 88,/basisscholen/amsterdam/10985/dalton-kind-centrum-de-kleine-kapitein/,OpenbaarBasisonderwijs152 leerlingenDalton,152,Amsterdam,Basic School
2270,Montessorischool Steigereiland,John Hadleystraat 4,/basisscholen/amsterdam/7121/montessorischool-steigereiland/,OpenbaarBasisonderwijs510 leerlingenMontessori,510,Amsterdam,Basic School
2271,Laterna Magica,Eva Besnyöstraat 491,/basisscholen/amsterdam/10986/laterna-magica/,OpenbaarBasisonderwijs685 leerlingenNieuw / natuurlijk / conceptueel leren,685,Amsterdam,Basic School
2272,Montessori Kind Centrum Zeeburgereiland,Faas Wilkesstraat 451,/basisscholen/amsterdam/21162/montessori-kind-centrum-zeeburgereiland/,OpenbaarBasisonderwijs299 leerlingenMontessori,299,Amsterdam,Basic School
2273,Montessorischool de Amstel,Welnastraat 845,/basisscholen/amsterdam/22881/montessorischool-de-amstel/,OpenbaarBasisonderwijs289 leerlingenMontessori,289,Amsterdam,Basic School
2274,De Schatkaart,Erich Salomonstraat 432,/basisscholen/amsterdam/26666/de-schatkaart/,OpenbaarBasisonderwijs14 leerlingenMontessori,14,Amsterdam,Basic School
2275,Cultuurprofielschool De Notenkraker,Theophile de Bockstraat 100 D,/basisscholen/amsterdam/7196/cultuurprofielschool-de-notenkraker/,OpenbaarBasisonderwijs609 leerlingen,609,Amsterdam,Basic School
2276,Dr. E. Boekmanschool,Korte Lepelstraat 81,/basisscholen/amsterdam/7197/dr-e-boekmanschool/,OpenbaarBasisonderwijs376 leerlingen,376,Amsterdam,Basic School
2277,IKC De Kleine Reus,Noorderstraat 6,/basisscholen/amsterdam/7198/ikc-de-kleine-reus/,OpenbaarBasisonderwijs369 leerlingenOntwikkelingsgericht Onderwijs,369,Amsterdam,Basic School
2278,De Burght,Herengracht 34,/basisscholen/amsterdam/7199/de-burght/,OpenbaarBasisonderwijs384 leerlingen,384,Amsterdam,Basic School
2279,2e Daltonschool Pieter Bakkum,Willem Witsenstraat 10,/basisscholen/amsterdam/11057/2e-daltonschool-pieter-bakkum/,OpenbaarBasisonderwijs407 leerlingenDalton,407,Amsterdam,Basic School
2280,3e Daltonschool Alberdingk Thijm,Van Ostadestraat 203,/basisscholen/amsterdam/11058/3e-daltonschool-alberdingk-thijm/,OpenbaarBasisonderwijs266 leerlingenDalton,266,Amsterdam,Basic School
2281,Dongeschool,Dongestraat 12,/basisscholen/amsterdam/11059/dongeschool/,OpenbaarBasisonderwijs378 leerlingen,378,Amsterdam,Basic School
