name,address,link,details,n_students,neighborhood,type
Dr Maria Montessorischool,Vd Duyn van Maasdamlaan 30,/basisscholen/huizen/10026/dr-maria-montessorischool/,Algemeen bijzonder,310.0,Huizen,Basic School
De Gooische Montessorischool,Holleblok 10,/basisscholen/huizen/6115/de-gooische-montessorischool/,Algemeen bijzonder,195.0,Huizen,Basic School
Montessorischool Gouden Kraal,Hoofdweg 107,/basisscholen/huizen/10030/montessorischool-gouden-kraal/,Openbaar Basisonderwijs150,150.0,Huizen,Basic School
Openbare Basisschool Kamperfoelie,Delta 37 -39,/basisscholen/huizen/6118/openbare-basisschool-kamperfoelie/,Openbaar Basisonderwijs175,175.0,Huizen,Basic School
Elan Primair,Oud Bussummerweg 76,/basisscholen/huizen/26767/elan-primair/,Algemeen bijzonder,91.0,Huizen,Basic School
De Wijngaard,Ellertsveld 3,/basisscholen/huizen/23369/de-wijngaard/,Prot. christelijk,126.0,Huizen,Basic School
RK Basissch Tweemaster,Holleblok 8,/basisscholen/huizen/11990/rk-basissch-tweemaster/,Katholiek Basisonderwijs431,431.0,Huizen,Basic School
De Springplank,Aristoteleslaan 135,/basisscholen/huizen/8190/de-springplank/,Katholiek Basisonderwijs532,532.0,Huizen,Basic School
De Flevoschool,Bovenlangewijnseweg 4,/basisscholen/huizen/8635/de-flevoschool/,Algemeen bijzonder,230.0,Huizen,Basic School
Basisschool Hulsberg,Schoolstraat 17,/basisscholen/hulsberg/10422/basisschool-hulsberg/,Katholiek Basisonderwijs258,258.0,Hulsberg,Basic School
Sint Clemensschool voor Basisonderwijs,Huisacker 9,/basisscholen/hulsel/11501/sint-clemensschool-voor-basisonderwijs/,Katholiek Basisonderwijs68,68.0,Hulsel,Basic School
Basisschool Prinses Beatrix,Hoefslag 18,/basisscholen/hulshorst/12336/basisschool-prinses-beatrix/,Prot. christelijk,112.0,Hulshorst,Basic School
Basisschool De Wereldboom,Sportlaan 18,/basisscholen/hulst/5458/basisschool-de-wereldboom/,Openbaar Basisonderwijs179,179.0,Hulst,Basic School
St Willibrordus,Princebolwerk 2,/basisscholen/hulst/26394/st-willibrordus/,Katholiek Basisonderwijs215,215.0,Hulst,Basic School
Nobelhorst,Vondelstraat 1,/basisscholen/hulst/26398/nobelhorst/,Katholiek Basisonderwijs215,215.0,Hulst,Basic School
Moerschans,Liniestraat 100,/basisscholen/hulst/26402/moerschans/,Katholiek Basisonderwijs90,90.0,Hulst,Basic School
School voor Speciaal Basisonderwijs De Brug,Koolstraat 17,/basisscholen/hulst/9343/school-voor-speciaal-basisonderwijs-de-brug/,Katholiek Speciaal,59.0,Hulst,Basic School
Kindontmoetingscentrum De Drie Musketiers,Gerardus Majellastraat 17,/basisscholen/hulten/11936/kindontmoetingscentrum-de-drie-musketiers/,Katholiek Basisonderwijs8,8.0,Hulten,Basic School
IKC de Woordhof,Keppelseweg 56,/basisscholen/hummelo/10003/ikc-de-woordhof/,Openbaar Basisonderwijs147,147.0,Hummelo,Basic School
Openbare Basisschool Hurdegarijp,Van Weerden Poelmanstr 2 A,/basisscholen/hurdegaryp/7092/openbare-basisschool-hurdegarijp/,Openbaar Basisonderwijs99,99.0,Hurdegaryp,Basic School
Christelijke Basisschool De Winde,Van Weerden Poelmanstr 2 B,/basisscholen/hurdegaryp/24717/christelijke-basisschool-de-winde/,Prot. christelijk,246.0,Hurdegaryp,Basic School
Christelijke Basisschool De Gearing,De Skeperij 35,/basisscholen/ie/9320/christelijke-basisschool-de-gearing/,Prot. christelijk,82.0,Ie,Basic School
Basisschool De Iekmulder,Sparrenlaan 76,/basisscholen/ijhorst/10739/basisschool-de-iekmulder/,Openbaar Basisonderwijs75,75.0,IJhorst,Basic School
Daltonschool De Kogge,De Dassenboarch 23 A,/basisscholen/ijlst/11223/daltonschool-de-kogge/,Openbaar Basisonderwijs125,125.0,IJlst,Basic School
De Twine,Wilhelminastraat 3,/basisscholen/ijlst/11371/de-twine/,Prot. christelijk,120.0,IJlst,Basic School
Sint Franciscus-School,Franciscuspad 15,/basisscholen/ijmuiden/9102/sint-franciscus-school/,Katholiek Basisonderwijs476,476.0,IJmuiden,Basic School
Basisschool De Zefier,Eenhoornstraat 2 d,/basisscholen/ijmuiden/9103/basisschool-de-zefier/,Katholiek Basisonderwijs250,250.0,IJmuiden,Basic School
Basisschool het Kompas,Stephensonstraat 70 A,/basisscholen/ijmuiden/5210/basisschool-het-kompas/,Prot. christelijk,546.0,IJmuiden,Basic School
Basisschool De Klipper,Koningsplein 7,/basisscholen/ijmuiden/9104/basisschool-de-klipper/,Prot. christelijk,368.0,IJmuiden,Basic School
Antoniusschool IJmuiden,Willemsbeekweg 80,/basisscholen/ijmuiden/23828/antoniusschool-ijmuiden/,Samenwerking Speciaal,68.0,IJmuiden,Basic School
Kindcentrum De Pleiaden,Pleiadenplantsoen 63,/basisscholen/ijmuiden/10017/kindcentrum-de-pleiaden/,Openbaar Basisonderwijs260,260.0,IJmuiden,Basic School
De Vuurtoren,Koningsplein 1,/basisscholen/ijmuiden/26505/de-vuurtoren/,Openbaar Basisonderwijs,,IJmuiden,Basic School
De Vliegende Hollander,Casembrootstraat 58,/basisscholen/ijmuiden/6105/de-vliegende-hollander/,Openbaar Basisonderwijs152,152.0,IJmuiden,Basic School
School voor Speciaal Basisonderwijs De Boekanier,Willemsbeekweg 80,/basisscholen/ijmuiden/10022/school-voor-speciaal-basisonderwijs-de-boekanier/,Openbaar Speciaal,99.0,IJmuiden,Basic School
Basisschool De IJsselster,Groenendael 227,/basisscholen/ijsselmuiden/9391/basisschool-de-ijsselster/,Katholiek Basisonderwijs89,89.0,IJsselmuiden,Basic School
Christelijke Nationale School De Groenling,Lijnpad 2,/basisscholen/ijsselmuiden/9679/christelijke-nationale-school-de-groenling/,Prot. christelijk,374.0,IJsselmuiden,Basic School
OBS Wonderwijs,Laanzicht 95,/basisscholen/ijsselmuiden/7443/obs-wonderwijs/,Openbaar Basisonderwijs130,130.0,IJsselmuiden,Basic School
Hervormde basisschool Rehoboth,Drostenstraat 1 A,/basisscholen/ijsselmuiden/7705/hervormde-basisschool-rehoboth/,Prot. christelijk,201.0,IJsselmuiden,Basic School
Hervormde basisschool Ichthus,Groenendael 226,/basisscholen/ijsselmuiden/11507/hervormde-basisschool-ichthus/,Prot. christelijk,269.0,IJsselmuiden,Basic School
Hervormde basisschool Eben-Haëzer,Dorpsweg 20,/basisscholen/ijsselmuiden/11508/hervormde-basisschool-eben-haezer/,Prot. christelijk,134.0,IJsselmuiden,Basic School
De Pijler,Sint Petersburglaan 33,/basisscholen/ijsselstein/10497/de-pijler/,Prot. christelijk,125.0,IJsselstein,Basic School
De Brug,Heemradenlaan 42,/basisscholen/ijsselstein/6553/de-brug/,Prot. christelijk,85.0,IJsselstein,Basic School
De Tandem,Planetenbaan 40,/basisscholen/ijsselstein/7235/de-tandem/,Openbaar Basisonderwijs240,240.0,IJsselstein,Basic School
Basisschool 't Kasteel,Johan Willem Frisolaan 2,/basisscholen/ijsselstein/7236/basisschool-t-kasteel/,Openbaar Basisonderwijs85,85.0,IJsselstein,Basic School
De Trekvogel,Heemradenlaan 26,/basisscholen/ijsselstein/25324/de-trekvogel/,Openbaar Basisonderwijs104,104.0,IJsselstein,Basic School
Basisschool De Torenuil,Sint Petersburglaan 29,/basisscholen/ijsselstein/11099/basisschool-de-torenuil/,Openbaar Basisonderwijs270,270.0,IJsselstein,Basic School
School voor Speciaal Basisonderwijs De Wenteltrap,Sint Petersburglaan 25,/basisscholen/ijsselstein/8407/school-voor-speciaal-basisonderwijs-de-wenteltrap/,Algemeen bijzonder,108.0,IJsselstein,Basic School
Basisschool WIJ,Europalaan 1,/basisscholen/ijsselstein/8411/basisschool-wij/,Katholiek Basisonderwijs116,116.0,IJsselstein,Basic School
Kindcentrum De Minstreel,Touwlaan 23,/basisscholen/ijsselstein/12126/kindcentrum-de-minstreel/,Katholiek Basisonderwijs428,428.0,IJsselstein,Basic School
Agnesschool,Zomerdijk 43,/basisscholen/ijsselstein/12127/agnesschool/,Katholiek Basisonderwijs235,235.0,IJsselstein,Basic School
Basisschool De Opstap,Heemradenlaan 30 -32,/basisscholen/ijsselstein/8412/basisschool-de-opstap/,Katholiek Basisonderwijs398,398.0,IJsselstein,Basic School
De Ark,Aalbersestraat 2,/basisscholen/ijsselstein/12128/de-ark/,Katholiek Basisonderwijs474,474.0,IJsselstein,Basic School
Basisschool Molenbolwerk,Verlengde Molenstraat 1,/basisscholen/ijzendijke/26390/basisschool-molenbolwerk/,Katholiek Basisonderwijs117,117.0,IJzendijke,Basic School
Openbare Basisschool de Schuttershoek,Schuttersstraat 27,/basisscholen/ijzendijke/6921/openbare-basisschool-de-schuttershoek/,Openbaar Basisonderwijs57,57.0,IJzendijke,Basic School
Rk Bs St Sebastianus,Gruttostraat 5,/basisscholen/ilpendam/9622/rk-bs-st-sebastianus/,Katholiek Basisonderwijs62,62.0,Ilpendam,Basic School
Openbare Basisschool H M van Randwijk,Gruttostraat 3,/basisscholen/ilpendam/10181/openbare-basisschool-h-m-van-randwijk/,Openbaar Basisonderwijs147,147.0,Ilpendam,Basic School
De Regenboog,Burg Hoftijzerplein 10,/basisscholen/ingen/10518/de-regenboog/,Openbaar Basisonderwijs117,117.0,Ingen,Basic School
Christelijke Basisschool de Springplanke,De Kampen 39,/basisscholen/ingwierrum/5450/christelijke-basisschool-de-springplanke/,Prot. christelijk,38.0,Ingwierrum,Basic School
Samenwerkingsschool Basisonderwijs De Romte,Itingewei 2,/basisscholen/itens/11230/samenwerkingsschool-basisonderwijs-de-romte/,Samenwerking Basisonderwijs28,28.0,Itens,Basic School
Cluster HIN,Begoniastraat 11,/basisscholen/ittervoort/4775/cluster-hin/,Katholiek Basisonderwijs174,174.0,Ittervoort,Basic School
Basisschool Sint Radboud,Dekamastrjitte 2 B,/basisscholen/jirnsum/9559/basisschool-sint-radboud/,Katholiek Basisonderwijs96,96.0,Jirnsum,Basic School
It Tredde Sté,Dekamastrjitte 2 A,/basisscholen/jirnsum/23210/it-tredde-ste/,Openbaar Basisonderwijs54,54.0,Jirnsum,Basic School
De Harpoen,Weiver 2,/basisscholen/jisp/10184/de-harpoen/,Openbaar Basisonderwijs94,94.0,Jisp,Basic School
Bernemienskip de Greide,Buorrefinnewei 2 -4,/basisscholen/jistrum/24839/bernemienskip-de-greide/,Prot. christelijk,87.0,Jistrum,Basic School
Joppeschool,Joppelaan 73 A,/basisscholen/joppe/8684/joppeschool/,Katholiek Basisonderwijs120,120.0,Joppe,Basic School
IKC Sint Mattheüs,Uilke Boonstralaan 32,/basisscholen/joure/9564/ikc-sint-mattheus/,Katholiek Basisonderwijs236,236.0,Joure,Basic School
OBS Twa Fjilden,Koningin Julianalaan 3,/basisscholen/joure/25893/obs-twa-fjilden/,Openbaar Basisonderwijs53,53.0,Joure,Basic School
Westermarskoalle,E A Borgerstraat 21-23,/basisscholen/joure/25881/westermarskoalle/,Openbaar Basisonderwijs276,276.0,Joure,Basic School
Dr EA Borgerschool,Koningin Julianalaan 3,/basisscholen/joure/7553/dr-ea-borgerschool/,Prot. christelijk,121.0,Joure,Basic School
Wumkesskoalle,Sluisdijk 25,/basisscholen/joure/11364/wumkesskoalle/,Prot. christelijk,167.0,Joure,Basic School
Protestants Christelijke Basisschool It Haskerfjild,E.A.Borgerstraat 29,/basisscholen/joure/11365/protestants-christelijke-basisschool-it-haskerfjild/,Prot. christelijk,241.0,Joure,Basic School
De Feart,Wolfsklauw 26,/basisscholen/jubbega/6750/de-feart/,Samenwerking Basisonderwijs169,169.0,Jubbega,Basic School
School voor Zeer Moeilijk Lerende Kinderen De Meerpaal,Langevliet 81,/basisscholen/julianadorp/25918/school-voor-zeer-moeilijk-lerende-kinderen-de-meerpaal/,Prot. christelijk,19.0,Julianadorp,Basic School
Prinses Margriet School,Weth W de Boerstraat 8,/basisscholen/julianadorp/11234/prinses-margriet-school/,Openbaar Basisonderwijs336,336.0,Julianadorp,Basic School
Basisschool De Vloedlijn,Drooghe Bol 1005,/basisscholen/julianadorp/11238/basisschool-de-vloedlijn/,Openbaar Basisonderwijs259,259.0,Julianadorp,Basic School
Basisschool de Hofstee,Drooghe Bol 1004,/basisscholen/julianadorp/7903/basisschool-de-hofstee/,Katholiek Basisonderwijs199,199.0,Julianadorp,Basic School
Basisschool De Kameleon,Middelzand 3501,/basisscholen/julianadorp/11716/basisschool-de-kameleon/,Samenwerking Basisonderwijs93,93.0,Julianadorp,Basic School
Basisschool De Rank,Drooghe Bol 1007,/basisscholen/julianadorp/8445/basisschool-de-rank/,Prot. christelijk,225.0,Julianadorp,Basic School
Jenaplankindcentrum De Verrekijker,Vogelzand 4104,/basisscholen/julianadorp/8446/jenaplankindcentrum-de-verrekijker/,Prot. christelijk,103.0,Julianadorp,Basic School
OBS de Touwladder,Heiakker 34,/basisscholen/kaatsheuvel/10197/obs-de-touwladder/,Openbaar Basisonderwijs176,176.0,Kaatsheuvel,Basic School
Openbare Basisschool Den Bussel,Paulus Potterplein 2,/basisscholen/kaatsheuvel/10198/openbare-basisschool-den-bussel/,Openbaar Basisonderwijs288,288.0,Kaatsheuvel,Basic School
RK Basisschool De Vaert,van Heeswijkstraat 55,/basisscholen/kaatsheuvel/8078/rk-basisschool-de-vaert/,Katholiek Basisonderwijs267,267.0,Kaatsheuvel,Basic School
RK Basisschool De BERK,Anjerstraat 4 a,/basisscholen/kaatsheuvel/11886/rk-basisschool-de-berk/,Katholiek Basisonderwijs216,216.0,Kaatsheuvel,Basic School
RK Basisschool De Kinderboom,Vecht 15,/basisscholen/kaatsheuvel/8081/rk-basisschool-de-kinderboom/,Katholiek Basisonderwijs197,197.0,Kaatsheuvel,Basic School
De Wijde Blik,Overstek 2F,/basisscholen/kamerik/22253/de-wijde-blik/,Katholiek Basisonderwijs157,157.0,Kamerik,Basic School
Christelijke Basisschool Eben-Haëzer,Overstek 2E,/basisscholen/kamerik/8072/christelijke-basisschool-eben-haezer/,Prot. christelijk,150.0,Kamerik,Basic School
Dr. Schaepmanschool,Triangel 22,/basisscholen/kampen/5355/dr-schaepmanschool/,Katholiek Basisonderwijs221,221.0,Kampen,Basic School
Monseigneur Zwijsen-School,Oudestraat 244,/basisscholen/kampen/5357/monseigneur-zwijsen-school/,Katholiek Basisonderwijs170,170.0,Kampen,Basic School
Ds. Johan van de Wendeschool,Heultjesweg 4,/basisscholen/kampen/9677/ds-johan-van-de-wendeschool/,Prot. christelijk,35.0,Kampen,Basic School
Marnixschool,Kennedylaan 4,/basisscholen/kampen/9680/marnixschool/,Prot. christelijk,210.0,Kampen,Basic School
cbs De Ontdekking,Ooievaarstraat 14,/basisscholen/kampen/9681/cbs-de-ontdekking/,Prot. christelijk,108.0,Kampen,Basic School
Willem van Oranjeschool,Gevers van Endegeeststr 4,/basisscholen/kampen/5798/willem-van-oranjeschool/,Prot. christelijk,183.0,Kampen,Basic School
Willem van Oranje,Fidelio 14,/basisscholen/kampen/21608/willem-van-oranje/,Prot. christelijk,34.0,Kampen,Basic School
Basisschool Dr. H. Bouwmanschool,Wilhelminalaan 20,/basisscholen/kampen/9682/basisschool-dr-h-bouwmanschool/,Prot. christelijk,177.0,Kampen,Basic School
De Morgenster,Akelei 3,/basisscholen/kampen/5799/de-morgenster/,Prot. christelijk,277.0,Kampen,Basic School
Basisschool de Wegwijzer,Winde 37,/basisscholen/kampen/9683/basisschool-de-wegwijzer/,Prot. christelijk,100.0,Kampen,Basic School
Basisschool Rehobothschool,Populierenstraat 18,/basisscholen/kampen/5800/basisschool-rehobothschool/,Prot. christelijk,169.0,Kampen,Basic School
Het Stroomdal,Bouwkamp 2,/basisscholen/kampen/9684/het-stroomdal/,Prot. christelijk,513.0,Kampen,Basic School
Basisschool De Mirt,Rolklaver 1,/basisscholen/kampen/6902/basisschool-de-mirt/,Prot. christelijk,121.0,Kampen,Basic School
Openbare Daltonschool Engelenberg,Engelenbergstraat 1,/basisscholen/kampen/7444/openbare-daltonschool-engelenberg/,Openbaar Basisonderwijs145,145.0,Kampen,Basic School
OBS Villa Nova,Bouwkamp 4,/basisscholen/kampen/26100/obs-villa-nova/,Openbaar Basisonderwijs127,127.0,Kampen,Basic School
OBS Dirk van Dijk,Zilverschoon 81,/basisscholen/kampen/11260/obs-dirk-van-dijk/,Openbaar Basisonderwijs151,151.0,Kampen,Basic School
Het Meerrijk,Gevers van Endegeeststraat 2,/basisscholen/kampen/11261/het-meerrijk/,Openbaar Basisonderwijs116,116.0,Kampen,Basic School
Openbare Jenaplanschool Het Scala,Troelstrasingel 3,/basisscholen/kampen/11262/openbare-jenaplanschool-het-scala/,Openbaar Basisonderwijs241,241.0,Kampen,Basic School
Basisschool Groen van Prinsterer,Akelei 5,/basisscholen/kampen/7677/basisschool-groen-van-prinsterer/,Prot. christelijk,272.0,Kampen,Basic School
Kentalis Enkschool  SO Kampen,Marinus Postlaan 1 b,/basisscholen/kampen/24051/kentalis-enkschool-so-kampen/,Algemeen bijzonder,66.0,Kampen,Basic School
C B S de Kamperschouw,Nieuwstraat 32,/basisscholen/kamperland/5620/c-b-s-de-kamperschouw/,Prot. christelijk,123.0,Kamperland,Basic School
School Met De Bijbel,Hogeweg 47,/basisscholen/kamperveen/9678/school-met-de-bijbel/,Prot. christelijk,28.0,Kamperveen,Basic School
de Koldewijn Schoele,Zuideinde West 7,/basisscholen/kamperveen/24847/de-koldewijn-schoele/,Prot. christelijk,75.0,Kamperveen,Basic School
Openbare School Klinkenborg,Pastorieweg 6,/basisscholen/kantens/4676/openbare-school-klinkenborg/,Openbaar Basisonderwijs39,39.0,Kantens,Basic School
Openbare Basisschool de Moolhoek,Vroonlandseweg 49 C,/basisscholen/kapelle/25495/openbare-basisschool-de-moolhoek/,Openbaar Basisonderwijs164,164.0,Kapelle,Basic School
Alberoschool CBS 't Honk,Vroonlandseweg 49D,/basisscholen/kapelle/10687/alberoschool-cbs-t-honk/,Prot. christelijk,295.0,Kapelle,Basic School
"Kindcentrum De Linge, voor christelijk basisonderwijs & kinderopvang",Noordstraat 5,/basisscholen/kapelle/10688/kindcentrum-de-linge-voor-christelijk-basisonderwijs-en-kinderopvang/,Prot. christelijk,101.0,Kapelle,Basic School
Juliana van Stolbergschool,Kerkplein 15,/basisscholen/kapelle/24404/juliana-van-stolbergschool/,Prot. christelijk,321.0,Kapelle,Basic School
School voor SBO Samuël,Coxstraat 9,/basisscholen/kapelle/12288/school-voor-sbo-samuel/,Prot. christelijk,112.0,Kapelle,Basic School
School voor (Voortgezet) Speciaal Onderwijs Eben-Haezer,Coxstraat 9,/basisscholen/kapelle/12289/school-voor-voortgezet-speciaal-onderwijs-eben-haezer/,Prot. christelijk,39.0,Kapelle,Basic School
Gisbertus Voetiusschool,Louise de Colignylaan 1,/basisscholen/katwijk/8892/gisbertus-voetiusschool/,Prot. christelijk,177.0,Katwijk,Basic School
Groen van Prinstererschool,Piet Heinlaan 3,/basisscholen/katwijk/25204/groen-van-prinstererschool/,Prot. christelijk,262.0,Katwijk,Basic School
Farèlschool,Koninginneweg 38,/basisscholen/katwijk/5271/farelschool/,Prot. christelijk,206.0,Katwijk,Basic School
Christelijke Opleidingsschool,Parklaan 118,/basisscholen/katwijk/9176/christelijke-opleidingsschool/,Prot. christelijk,383.0,Katwijk,Basic School
Marnixschool,Schimmelpenninckstraat 2,/basisscholen/katwijk/9177/marnixschool/,Prot. christelijk,239.0,Katwijk,Basic School
Oranjeschool,Secr Varkevisserstraat 178,/basisscholen/katwijk/25170/oranjeschool/,Prot. christelijk,191.0,Katwijk,Basic School
Het Noorderlicht,Jan Tooropstraat 30 A,/basisscholen/katwijk/25171/het-noorderlicht/,Prot. christelijk,213.0,Katwijk,Basic School
Gasp De Colignyschool,Weth F E Meerburg sr kd 38,/basisscholen/katwijk/26486/gasp-de-colignyschool/,Overige Basisonderwijs130,130.0,Katwijk,Basic School
Mr. J.J.L. van der Brugghenschool,Schimmelpenninckstraat 8,/basisscholen/katwijk/25163/mr-jjl-van-der-brugghenschool/,Prot. christelijk,405.0,Katwijk,Basic School
Prins Willem-Alexanderschool,Parsstraat 1,/basisscholen/katwijk/25297/prins-willem-alexanderschool/,Prot. christelijk,97.0,Katwijk,Basic School
Rehobothschool,Poolster 4,/basisscholen/katwijk/25152/rehobothschool/,Prot. christelijk,284.0,Katwijk,Basic School
IKC De Duinroos,Prinses Irenelaan 49,/basisscholen/katwijk/9178/ikc-de-duinroos/,Prot. christelijk,432.0,Katwijk,Basic School
Willem van Veenschool,Huetingstraat 17,/basisscholen/katwijk/5273/willem-van-veenschool/,Prot. christelijk,202.0,Katwijk,Basic School
Sjaloomschool,Stadhoudersdreef 65,/basisscholen/katwijk/9179/sjaloomschool/,Prot. christelijk,102.0,Katwijk,Basic School
R.K. basisschool de Horizon,Mgr Bekkersstraat 1 B,/basisscholen/katwijk/9491/rk-basisschool-de-horizon/,Katholiek Basisonderwijs231,231.0,Katwijk,Basic School
De Windvang,Nolensstraat 1,/basisscholen/katwijk/9597/de-windvang/,Prot. christelijk,100.0,Katwijk,Basic School
De Leidse Buitenschool,Duinoordweg 2,/basisscholen/katwijk/5713/de-leidse-buitenschool/,Algemeen bijzonder,136.0,Katwijk,Basic School
obs De Verrekijker,1e Mientlaan 33-35,/basisscholen/katwijk/24079/obs-de-verrekijker/,Openbaar Basisonderwijs139,139.0,Katwijk,Basic School
Daltonschool Katwijk i.o.,van Lierestraat 2,/basisscholen/katwijk/6066/daltonschool-katwijk-io/,Openbaar Basisonderwijs63,63.0,Katwijk,Basic School
OBS De Sterrenkijker - Kedichem,Koningin Wilhelminalaan 17,/basisscholen/kedichem/10818/obs-de-sterrenkijker-kedichem/,Openbaar Basisonderwijs42,42.0,Kedichem,Basic School
Bernardusschool,St. Bernardusstraat 2,/basisscholen/keijenborg/11654/bernardusschool/,Algemeen bijzonder,94.0,Keijenborg,Basic School
Basisschool St. Laurentius,Schoolstraat 7,/basisscholen/kekerdom/9358/basisschool-st-laurentius/,Katholiek Basisonderwijs65,65.0,Kekerdom,Basic School
OBS De Verhalentuin,Prins Bernhardstraat 5,/basisscholen/kelpen-oler/26794/obs-de-verhalentuin/,Openbaar Basisonderwijs36,36.0,Kelpen-Oler,Basic School
De Blinker Basisschool,Korte Daver 1,/basisscholen/kerk-avezaath-gem-buren/10521/de-blinker-basisschool/,Openbaar Basisonderwijs235,235.0,Kerk-Avezaath (Gem. Buren),Basic School
