name,address,link,type of education,n_students,neighborhood,type
Willibrord Gymnasium,Beukenstraat 80,/middelbare-scholen/deurne/26529/willibrord-gymnasium/,Overige Voortgezet,398.0,Deurne,Middle School
De Korenaer Deurne,Meester de Jonghlaan 4 A,/middelbare-scholen/deurne/9601/de-korenaer-deurne/,Katholiek Voortgezet,65.0,Deurne,Middle School
VSO De Korenaer (JeugdzorgPlus),Meester de Jonghlaan 4A,/middelbare-scholen/deurne/9602/vso-de-korenaer-jeugdzorgplus/,Katholiek Voortgezet,14.0,Deurne,Middle School
Peellandcollege,Vloeindsedreef 5,/middelbare-scholen/deurne/1891/peellandcollege/,Overige Voortgezet,921.0,Deurne,Middle School
Alfrinkcollege,Burgemeester Roefslaan 11,/middelbare-scholen/deurne/1892/alfrinkcollege/,Overige Voortgezet,587.0,Deurne,Middle School
Hub van Doornecollege,Vloeiendsedreef 1,/middelbare-scholen/deurne/1893/hub-van-doornecollege/,Overige Voortgezet,773.0,Deurne,Middle School
Sprongcollege,Burg. Roefslaan 13,/middelbare-scholen/deurne/22492/sprongcollege/,Overige Voortgezet,104.0,Deurne,Middle School
De Marke Noord,Lebuinuslaan 1,/middelbare-scholen/deventer/889/de-marke-noord/,Algemeen bijzonder,796.0,Deventer,Middle School
De Boerhaave,Herman Boerhaavelaan 1,/middelbare-scholen/deventer/890/de-boerhaave/,Overige Voortgezet,818.0,Deventer,Middle School
Het Stormink,Storminkstraat 1,/middelbare-scholen/deventer/891/het-stormink/,Overige Voortgezet,1165.0,Deventer,Middle School
Het Vlier,Het Vlier 1,/middelbare-scholen/deventer/892/het-vlier/,Overige Voortgezet,1334.0,Deventer,Middle School
De Marke Zuid,Ludgerstraat 1,/middelbare-scholen/deventer/893/de-marke-zuid/,Algemeen bijzonder,346.0,Deventer,Middle School
Arkelstein,Arkelstein 8,/middelbare-scholen/deventer/894/arkelstein/,Algemeen bijzonder,247.0,Deventer,Middle School
Zwaluwenburg,Zwaluwenburg 10,/middelbare-scholen/deventer/24175/zwaluwenburg/,Algemeen bijzonder,165.0,Deventer,Middle School
De Linde,Groenewold 188,/middelbare-scholen/deventer/5330/de-linde/,Openbaar Voortgezet,89.0,Deventer,Middle School
Intermetzo Onderwijs Deventer,Zutphenseweg 55,/middelbare-scholen/deventer/6916/intermetzo-onderwijs-deventer/,Prot. christelijk,35.0,Deventer,Middle School
Pvo Deventer Ida Gerhardt Academie,Zwolseweg 96,/middelbare-scholen/deventer/25391/pvo-deventer-ida-gerhardt-academie/,Overige Voortgezet,273.0,Deventer,Middle School
Het Rhedens Dieren,Doesburgsedijk 7,/middelbare-scholen/dieren/1548/het-rhedens-dieren/,Algemeen bijzonder,1146.0,Dieren,Middle School
Het Rhedens De Tender,Harderwijkerweg 1-B,/middelbare-scholen/dieren/1550/het-rhedens-de-tender/,Algemeen bijzonder,130.0,Dieren,Middle School
Stad & Esch Diever,Westeres 7,/middelbare-scholen/diever/2505/stad-en-esch-diever/,Openbaar Voortgezet,204.0,Diever,Middle School
Chr Coll Schaersvoorde,Europastraat 6,/middelbare-scholen/dinxperlo/3335/chr-coll-schaersvoorde/,Prot. christelijk,68.0,Dinxperlo,Middle School
Zone.college vmbo Doetinchem,Gezellenlaan 16,/middelbare-scholen/doetinchem/24907/zonecollege-vmbo-doetinchem/,Overige Voortgezet,1054.0,Doetinchem,Middle School
Houtkamp College,Ruimzichtlaan 155,/middelbare-scholen/doetinchem/3337/houtkamp-college/,Samenwerking Voortgezet,863.0,Doetinchem,Middle School
Metzo College,Maria Montessoristraat 5,/middelbare-scholen/doetinchem/3292/metzo-college/,Algemeen bijzonder,694.0,Doetinchem,Middle School
Ludger College,Vondelstraat 5,/middelbare-scholen/doetinchem/23168/ludger-college/,Overige Voortgezet,590.0,Doetinchem,Middle School
ISK Doetinchem,Zaagmolenpad 26,/middelbare-scholen/doetinchem/24554/isk-doetinchem/,Overige Voortgezet,285.0,Doetinchem,Middle School
Ulenhofcollege,Bizetlaan 86,/middelbare-scholen/doetinchem/25758/ulenhofcollege/,Prot. christelijk,562.0,Doetinchem,Middle School
Panora Lyceum,Holterweg 121,/middelbare-scholen/doetinchem/3343/panora-lyceum/,Openbaar Voortgezet,748.0,Doetinchem,Middle School
Rietveld Lyceum,Vondelstraat 5,/middelbare-scholen/doetinchem/25741/rietveld-lyceum/,Openbaar Voortgezet,447.0,Doetinchem,Middle School
Panora Lyceum Scholengemeenschap voor Gymn Ath Havo Mavo,Bizetlaan 86,/middelbare-scholen/doetinchem/26570/panora-lyceum-scholengemeenschap-voor-gymn-ath-havo-mavo/,Openbaar Voortgezet,413.0,Doetinchem,Middle School
PRAKTICON,Spoorstraat 11b,/middelbare-scholen/doetinchem/3293/prakticon/,Openbaar Voortgezet,322.0,Doetinchem,Middle School
VSO De Isselborgh (voortgezet speciaal onderwijs -cluster4),Slotlaan 35,/middelbare-scholen/doetinchem/12239/vso-de-isselborgh-voortgezet-speciaal-onderwijs-cluster4/,Confessioneel overig,399.0,Doetinchem,Middle School
"Dalton Dokkum, school van OSG Piter Jelles,",Parklaan 1,/middelbare-scholen/dokkum/448/dalton-dokkum-school-van-osg-piter-jelles/,Openbaar Voortgezet,411.0,Dokkum,Middle School
Dockinga college HAVO/VWO bovenbouw,Parklaan 5,/middelbare-scholen/dokkum/26536/dockinga-college-havo-vwo-bovenbouw/,Overige Voortgezet,339.0,Dokkum,Middle School
Dockinga college VMBO,Woudweg 140 A,/middelbare-scholen/dokkum/26532/dockinga-college-vmbo/,Overige Voortgezet,407.0,Dokkum,Middle School
Dockinga college VMBO- VAKschool,Rondweg-West 45,/middelbare-scholen/dokkum/26533/dockinga-college-vmbo-vakschool/,Overige Voortgezet,474.0,Dokkum,Middle School
Dockinga college HAVO/VWO onderbouw,Woudweg 146,/middelbare-scholen/dokkum/26534/dockinga-college-havo-vwo-onderbouw/,Overige Voortgezet,363.0,Dokkum,Middle School
PRO Dokkum,Birdaarderstraatweg 82,/middelbare-scholen/dokkum/4465/pro-dokkum/,Prot. christelijk,197.0,Dokkum,Middle School
Cambreur College,Mgr. Schaepmanlaan 13,/middelbare-scholen/dongen/1944/cambreur-college/,Katholiek Voortgezet,1313.0,Dongen,Middle School
Beukenrode Onderwijs,Beukenrodelaan 2C,/middelbare-scholen/doorn/25648/beukenrode-onderwijs/,Prot. christelijk,71.0,Doorn,Middle School
Revius Lyceum Doorn,Driebergsestraatweg 6 C,/middelbare-scholen/doorn/1056/revius-lyceum-doorn/,Overige Voortgezet,1491.0,Doorn,Middle School
NXT Doorn,Frans van Dijklaan 2,/middelbare-scholen/doorn/25735/nxt-doorn/,Openbaar Voortgezet,332.0,Doorn,Middle School
Bartimeus OWI voor Visueel Gehandicapte Leerlingen,Oude Arnhemse Bovenweg 3,/middelbare-scholen/doorn/25557/bartimeus-owi-voor-visueel-gehandicapte-leerlingen/,Prot. christelijk,26.0,Doorn,Middle School
Dorenweerd College,Dalweg 5,/middelbare-scholen/doorwerth/1051/dorenweerd-college/,Samenwerking Voortgezet,1112.0,Doorwerth,Middle School
Insula College havo/vwo,Halmaheiraplein 5,/middelbare-scholen/dordrecht/724/insula-college-havo-vwo/,Prot. christelijk,1147.0,Dordrecht,Middle School
Insula College vmbo,Leerparkpromenade 300,/middelbare-scholen/dordrecht/725/insula-college-vmbo/,Overige Voortgezet,355.0,Dordrecht,Middle School
Insula College mavo,Koningstraat 294,/middelbare-scholen/dordrecht/726/insula-college-mavo/,Prot. christelijk,762.0,Dordrecht,Middle School
"Scholengroep Driestar-Wartburg, locatie Marnix",Prof. Waterinklaan 41,/middelbare-scholen/dordrecht/26157/scholengroep-driestar-wartburg-locatie-marnix/,Overige Voortgezet,872.0,Dordrecht,Middle School
Yuverta vmbo Dordrecht,Chico Mendesring 825,/middelbare-scholen/dordrecht/1707/yuverta-vmbo-dordrecht/,Overige Voortgezet,625.0,Dordrecht,Middle School
Stedelijk Dalton Lyceum VWO,Overkampweg 125,/middelbare-scholen/dordrecht/2253/stedelijk-dalton-lyceum-vwo/,Openbaar Voortgezet,818.0,Dordrecht,Middle School
Stedelijk Dalton Lyceum VMBO,Leerparkpromenade 300,/middelbare-scholen/dordrecht/2254/stedelijk-dalton-lyceum-vmbo/,Openbaar Voortgezet,398.0,Dordrecht,Middle School
Stedelijk Dalton Lyceum MAVO/HAVO,Kapteynweg 3,/middelbare-scholen/dordrecht/2256/stedelijk-dalton-lyceum-mavo-havo/,Openbaar Voortgezet,891.0,Dordrecht,Middle School
Stedelijk Dalton Lyceum ISK,Eulerlaan 51,/middelbare-scholen/dordrecht/23752/stedelijk-dalton-lyceum-isk/,Openbaar Voortgezet,396.0,Dordrecht,Middle School
Kiem,De Sitterstraat 9,/middelbare-scholen/dordrecht/6214/kiem/,Algemeen bijzonder,8.0,Dordrecht,Middle School
De Stroom,Reeweg Zuid 22,/middelbare-scholen/dordrecht/6215/de-stroom/,Algemeen bijzonder,82.0,Dordrecht,Middle School
Hans Petrischool,Anna van Saksenstraat 11,/middelbare-scholen/dordrecht/2308/hans-petrischool/,Algemeen bijzonder,223.0,Dordrecht,Middle School
Johan de Witt-gymnasium,Oranjepark 11,/middelbare-scholen/dordrecht/2370/johan-de-witt-gymnasium/,Openbaar Voortgezet,720.0,Dordrecht,Middle School
Yulius Drechtster College,Atmosfeerstraat 32,/middelbare-scholen/dordrecht/8561/yulius-drechtster-college/,Algemeen bijzonder,188.0,Dordrecht,Middle School
Yulius Het Tij,Groenedijk 49,/middelbare-scholen/dordrecht/12320/yulius-het-tij/,Algemeen bijzonder,151.0,Dordrecht,Middle School
OSG Singelland - VHS,Van Haersmasingel 37,/middelbare-scholen/drachten/425/osg-singelland-vhs/,Openbaar Voortgezet,760.0,Drachten,Middle School
OSG Singelland - Drachtster Lyceum,Torenstraat 28,/middelbare-scholen/drachten/428/osg-singelland-drachtster-lyceum/,Openbaar Voortgezet,1198.0,Drachten,Middle School
OSG Singelland - ISK,Zetveld 38,/middelbare-scholen/drachten/431/osg-singelland-isk/,Openbaar Voortgezet,346.0,Drachten,Middle School
OSG Singelland - PRO Drachten/ De Venen,De Ring 4,/middelbare-scholen/drachten/432/osg-singelland-pro-drachten-de-venen/,Openbaar Voortgezet,212.0,Drachten,Middle School
"CSG Liudger Splitting | vmbo, mavo en mavo-havo",Leerweg 2,/middelbare-scholen/drachten/26539/csg-liudger-splitting-vmbo-mavo-en-mavo-havo/,Overige Voortgezet,876.0,Drachten,Middle School
"CSG Liudger Raai | havo, atheneum en gymnasium",Leerweg 1,/middelbare-scholen/drachten/26540/csg-liudger-raai-havo-atheneum-en-gymnasium/,Overige Voortgezet,1104.0,Drachten,Middle School
PRO Drachten | praktijkonderwijs en pro-vmbo,De Ring 6,/middelbare-scholen/drachten/26541/pro-drachten-praktijkonderwijs-en-pro-vmbo/,Overige Voortgezet,129.0,Drachten,Middle School
VSO De Zwaai,Splitting 17,/middelbare-scholen/drachten/6210/vso-de-zwaai/,Algemeen bijzonder,169.0,Drachten,Middle School
De Zwaai,Vogelzang 27,/middelbare-scholen/drachten/24969/de-zwaai/,Algemeen bijzonder,75.0,Drachten,Middle School
Gomarus College Drachten,De Drift 38,/middelbare-scholen/drachten/2653/gomarus-college-drachten/,Overige Voortgezet,383.0,Drachten,Middle School
Talryk,Harddraversdijk 26,/middelbare-scholen/drachten/23424/talryk/,Algemeen bijzonder,193.0,Drachten,Middle School
Het Molenduin Driehuis,Arguspad 1,/middelbare-scholen/driehuis-nh/23872/het-molenduin-driehuis/,Katholiek Voortgezet,63.0,Driehuis NH,Middle School
Het Molenduin Driehuis Jeugdhulp Plus,Arguspad 1,/middelbare-scholen/driehuis-nh/26780/het-molenduin-driehuis-jeugdhulp-plus/,Katholiek Voortgezet,,Driehuis NH,Middle School
Ichthus Lyceum,Wolff en Dekenlaan 1,/middelbare-scholen/driehuis-nh/2521/ichthus-lyceum/,Samenwerking Voortgezet,1151.0,Driehuis NH,Middle School
Saga Driehuis,Nicolaas Beetslaan 3,/middelbare-scholen/driehuis-nh/26520/saga-driehuis/,Openbaar Voortgezet,72.0,Driehuis NH,Middle School
"Almere College locatie: Copernicus, school voor toekomstbestormers ! vwo, havo en mavo",Educalaan 6 -8,/middelbare-scholen/dronten/147/almere-college-locatie-copernicus-school-voor-toekomstbestormers-vwo-havo-en-mavo/,Openbaar Voortgezet,852.0,Dronten,Middle School
Almere College / ISK locatie AZC,Vossemeerdijk 40,/middelbare-scholen/dronten/23727/almere-college-isk-locatie-azc/,Openbaar Voortgezet,79.0,Dronten,Middle School
"Almere College, Ontmoetingsschool voor Praktijkonderwijs",Educalaan 8 A,/middelbare-scholen/dronten/24168/almere-college-ontmoetingsschool-voor-praktijkonderwijs/,Openbaar Voortgezet,119.0,Dronten,Middle School
Almere College locatie: het Perron  Vmbo,De Arend 4,/middelbare-scholen/dronten/24119/almere-college-locatie-het-perron-vmbo/,Openbaar Voortgezet,330.0,Dronten,Middle School
Ichthus College Dronten,Jupiterweg 25,/middelbare-scholen/dronten/2280/ichthus-college-dronten/,Prot. christelijk,925.0,Dronten,Middle School
Ichthus College Vmbo Basis/Kader (het Perron),De Arend 4,/middelbare-scholen/dronten/24133/ichthus-college-vmbo-basis-kader-het-perron/,Prot. christelijk,172.0,Dronten,Middle School
d'Oultremont College,Dillenburgstraat 46,/middelbare-scholen/drunen/1880/doultremont-college/,Katholiek Voortgezet,1289.0,Drunen,Middle School
Pax vmbo,Mr. van Coothstraat 34,/middelbare-scholen/druten/2030/pax-vmbo/,Katholiek Voortgezet,559.0,Druten,Middle School
Pax havo|vwo,Klepperheide 15,/middelbare-scholen/druten/2032/pax-havovwo/,Katholiek Voortgezet,856.0,Druten,Middle School
SO-VSO De Kom,Pa Hoeklaan 2,/middelbare-scholen/druten/6559/so-vso-de-kom/,Katholiek Voortgezet,106.0,Druten,Middle School
Candea College,Saturnus 1,/middelbare-scholen/duiven/355/candea-college/,Overige Voortgezet,1866.0,Duiven,Middle School
Connect College - locatie Havo/Atheneum/Gymnasium,Maasbrachterweg 22,/middelbare-scholen/echt/1808/connect-college-locatie-havo-atheneum-gymnasium/,Katholiek Voortgezet,712.0,Echt,Middle School
Connect College - locatie VMBO,Maasbrachterweg 22,/middelbare-scholen/echt/1809/connect-college-locatie-vmbo/,Katholiek Voortgezet,623.0,Echt,Middle School
SG De Triade,Nijverheidstraat 2,/middelbare-scholen/edam/2755/sg-de-triade/,Openbaar Voortgezet,572.0,Edam,Middle School
"CSG Het Streek, Het Streek Lyceum",Bovenbuurtweg 1,/middelbare-scholen/ede/1299/csg-het-streek-het-streek-lyceum/,Prot. christelijk,1472.0,Ede,Middle School
Het Streek College,Zandlaan 25,/middelbare-scholen/ede/1301/het-streek-college/,Prot. christelijk,756.0,Ede,Middle School
Het Streek College school voor praktijkonderwijs,Zandlaan 25,/middelbare-scholen/ede/1305/het-streek-college-school-voor-praktijkonderwijs/,Prot. christelijk,125.0,Ede,Middle School
De Toekomst,Asakkerweg 5,/middelbare-scholen/ede/5329/de-toekomst/,Prot. christelijk,128.0,Ede,Middle School
Vester College,Hendrik Stafweg 2,/middelbare-scholen/ede/25813/vester-college/,Algemeen bijzonder,154.0,Ede,Middle School
Aeres VMBO Ede,Zandlaan 31,/middelbare-scholen/ede/1374/aeres-vmbo-ede/,Confessioneel overig,385.0,Ede,Middle School
Van Lodenstein College locatie Ede,Verlengde Parkweg 49,/middelbare-scholen/ede/22441/van-lodenstein-college-locatie-ede/,Overige Voortgezet,118.0,Ede,Middle School
Pallas Athene College,Koekeltse Boslaan 21,/middelbare-scholen/ede/3288/pallas-athene-college/,Openbaar Voortgezet,962.0,Ede,Middle School
Marnix College,Prins Bernhardlaan 30,/middelbare-scholen/ede/3146/marnix-college/,Samenwerking Voortgezet,1406.0,Ede,Middle School
Intermetzo Onderwijs Eefde,Mettrayweg 53,/middelbare-scholen/eefde/6915/intermetzo-onderwijs-eefde/,Prot. christelijk,50.0,Eefde,Middle School
Terra Eelde,Burg. J.G. Legroweg 29,/middelbare-scholen/eelde/811/terra-eelde/,Overige Voortgezet,516.0,Eelde,Middle School
Rythovius College,Bospoort 1,/middelbare-scholen/eersel/1897/rythovius-college/,Katholiek Voortgezet,1063.0,Eersel,Middle School
De Groote Aard SO-VSO,Mortel 1,/middelbare-scholen/eersel/7696/de-groote-aard-so-vso/,Algemeen bijzonder,53.0,Eersel,Middle School
Het Assink lyceum locatie Rekkenseweg,Rekkenseweg 1,/middelbare-scholen/eibergen/1145/het-assink-lyceum-locatie-rekkenseweg/,Katholiek Voortgezet,315.0,Eibergen,Middle School
Taalbrug College,Toledolaan 3,/middelbare-scholen/eindhoven/23892/taalbrug-college/,Algemeen bijzonder,232.0,Eindhoven,Middle School
"Christiaan Huygens College, Huygens Lyceum",Rachmaninowlaan 2,/middelbare-scholen/eindhoven/860/christiaan-huygens-college-huygens-lyceum/,Prot. christelijk,1254.0,Eindhoven,Middle School
Olympia vmbo Eindhoven,Botenlaan 38,/middelbare-scholen/eindhoven/861/olympia-vmbo-eindhoven/,Prot. christelijk,483.0,Eindhoven,Middle School
Frits Philips mavo • havo • atheneum • gymnasium,Avignonlaan 1,/middelbare-scholen/eindhoven/862/frits-philips-mavo-havo-atheneum-gymnasium/,Samenwerking Voortgezet,1597.0,Eindhoven,Middle School
Augustinianum,Dirk Boutslaan 25,/middelbare-scholen/eindhoven/885/augustinianum/,Katholiek Voortgezet,1282.0,Eindhoven,Middle School
Lorentz Casimir Lyceum,Celebeslaan 10 -20,/middelbare-scholen/eindhoven/1077/lorentz-casimir-lyceum/,Overige Voortgezet,1110.0,Eindhoven,Middle School
Montessori College Eindhoven,Habsburglaan 1,/middelbare-scholen/eindhoven/1487/montessori-college-eindhoven/,Overige Voortgezet,691.0,Eindhoven,Middle School
Stg ROC Summa College,De Blecourtstraat 1,/middelbare-scholen/eindhoven/24156/stg-roc-summa-college/,Algemeen bijzonder,223.0,Eindhoven,Middle School
De Korenaer Eindhoven,Avignonlaan 11a,/middelbare-scholen/eindhoven/5717/de-korenaer-eindhoven/,Openbaar Voortgezet,307.0,Eindhoven,Middle School
Yuverta Eindhoven,Locatellistraat 5,/middelbare-scholen/eindhoven/26168/yuverta-eindhoven/,Overige Voortgezet,650.0,Eindhoven,Middle School
Novalis College,Sterrenlaan 16,/middelbare-scholen/eindhoven/1793/novalis-college/,Algemeen bijzonder,520.0,Eindhoven,Middle School
Sint-Joriscollege,Roostenlaan 296,/middelbare-scholen/eindhoven/1904/sint-joriscollege/,Overige Voortgezet,1439.0,Eindhoven,Middle School
Aloysius De Roosten,Saenredamstraat 2,/middelbare-scholen/eindhoven/1905/aloysius-de-roosten/,Overige Voortgezet,381.0,Eindhoven,Middle School
Vakcollege Eindhoven,Geert Grootestraat  1-01,/middelbare-scholen/eindhoven/1906/vakcollege-eindhoven/,Overige Voortgezet,352.0,Eindhoven,Middle School
Antoon Schellenscollege,Hendrik Staetslaan 54,/middelbare-scholen/eindhoven/1907/antoon-schellenscollege/,Overige Voortgezet,190.0,Eindhoven,Middle School
Praktijkschool Eindhoven,Amundsenlaan 6,/middelbare-scholen/eindhoven/1908/praktijkschool-eindhoven/,Overige Voortgezet,227.0,Eindhoven,Middle School
Helder havo/vwo,Aalsterweg 285,/middelbare-scholen/eindhoven/23134/helder-havo-vwo/,Overige Voortgezet,232.0,Eindhoven,Middle School
Van Maerlantlyceum,Von Flotowlaan 1,/middelbare-scholen/eindhoven/1912/van-maerlantlyceum/,Katholiek Voortgezet,1035.0,Eindhoven,Middle School
Eckartcollege,Damocleslaan 3,/middelbare-scholen/eindhoven/1914/eckartcollege/,Katholiek Voortgezet,1529.0,Eindhoven,Middle School
SG De Rooi Pannen,Kaakstraat 1,/middelbare-scholen/eindhoven/2457/sg-de-rooi-pannen/,Katholiek Voortgezet,548.0,Eindhoven,Middle School
Stedelijk College Eindhoven,Henegouwenlaan 2,/middelbare-scholen/eindhoven/2699/stedelijk-college-eindhoven/,Openbaar Voortgezet,1386.0,Eindhoven,Middle School
Stedelijk College Eindhoven,Oude Bossche Baan 20,/middelbare-scholen/eindhoven/2700/stedelijk-college-eindhoven/,Openbaar Voortgezet,991.0,Eindhoven,Middle School
International School Eindhoven Secondary Department,Oirschotsedijk 14 B,/middelbare-scholen/eindhoven/23754/international-school-eindhoven-secondary-department/,Openbaar Voortgezet,700.0,Eindhoven,Middle School
SintLucas,Torenallee 75,/middelbare-scholen/eindhoven/2745/sintlucas/,Overige Voortgezet,500.0,Eindhoven,Middle School
Gespecialiseerd Onderwijs,Dr. Poletlaan 46,/middelbare-scholen/eindhoven/11645/gespecialiseerd-onderwijs/,Overige Voortgezet,109.0,Eindhoven,Middle School
Mytylschool Eindhoven,Toledolaan 4,/middelbare-scholen/eindhoven/8123/mytylschool-eindhoven/,Katholiek Voortgezet,67.0,Eindhoven,Middle School
MBS Eindhoven,Venetiëstraat 43,/middelbare-scholen/eindhoven/8125/mbs-eindhoven/,Katholiek Voortgezet,139.0,Eindhoven,Middle School
Nuborgh College Oostenlicht,Kruidenlaan 1,/middelbare-scholen/elburg/3346/nuborgh-college-oostenlicht/,Prot. christelijk,808.0,Elburg,Middle School
Nuborgh College Lambert Franckens,Lange Wijden 50,/middelbare-scholen/elburg/3294/nuborgh-college-lambert-franckens/,Prot. christelijk,876.0,Elburg,Middle School
Van Kinsbergen college,Paterijstraat 17,/middelbare-scholen/elburg/22472/van-kinsbergen-college/,Openbaar Voortgezet,264.0,Elburg,Middle School
Het Westeraam,Auditorium 6,/middelbare-scholen/elst-gelderland/370/het-westeraam/,Openbaar Voortgezet,563.0,Elst (Gelderland),Middle School
Lyceum Elst,Auditorium 3,/middelbare-scholen/elst-gelderland/22509/lyceum-elst/,Openbaar Voortgezet,889.0,Elst (Gelderland),Middle School
"Lorentz Groep voor Vwo Havo Mavo Vbo Lwoo, locatie Lyceum Elst Nijverheidsweg",Nijverheidsweg 2 b,/middelbare-scholen/elst-gelderland/26568/lorentz-groep-voor-vwo-havo-mavo-vbo-lwoo-locatie-lyceum-elst-nijverheidsweg/,Openbaar Voortgezet,155.0,Elst (Gelderland),Middle School
Over Betuwe College (OBC) Elst,Bussel 2-4,/middelbare-scholen/elst-gelderland/2300/over-betuwe-college-obc-elst/,Confessioneel overig,632.0,Elst (Gelderland),Middle School
Casteleijn College,Hoefbladstraat 1 A,/middelbare-scholen/emmeloord/4999/casteleijn-college/,Algemeen bijzonder,70.0,Emmeloord,Middle School
Aeres Praktijkonderwijs Emmeloord,Scandinavielaan 33 A,/middelbare-scholen/emmeloord/1371/aeres-praktijkonderwijs-emmeloord/,Prot. christelijk,156.0,Emmeloord,Middle School
Aeres VMBO Emmeloord,De Balkan 16,/middelbare-scholen/emmeloord/1373/aeres-vmbo-emmeloord/,Samenwerking Voortgezet,401.0,Emmeloord,Middle School
St Bonifatius Mavo,Prof. Lorentzstraat 3,/middelbare-scholen/emmeloord/1785/st-bonifatius-mavo/,Katholiek Voortgezet,458.0,Emmeloord,Middle School
Zuyderzee Lyceum Senior,Prof. ter Veenstraat 5,/middelbare-scholen/emmeloord/1787/zuyderzee-lyceum-senior/,Openbaar Voortgezet,452.0,Emmeloord,Middle School
Zuyderzee Lyceum - Vakcollege Noordoostpolder,Espelerlaan 70,/middelbare-scholen/emmeloord/3274/zuyderzee-lyceum-vakcollege-noordoostpolder/,Openbaar Voortgezet,98.0,Emmeloord,Middle School
Zuyderzee Lyceum locatie Junior,Prof. ter Veenstraat 6,/middelbare-scholen/emmeloord/23731/zuyderzee-lyceum-locatie-junior/,Openbaar Voortgezet,570.0,Emmeloord,Middle School
Caleido,Nagelerweg 4,/middelbare-scholen/emmeloord/23748/caleido/,Openbaar Voortgezet,199.0,Emmeloord,Middle School
Emelwerda College,Peppellaan 1,/middelbare-scholen/emmeloord/3287/emelwerda-college/,Prot. christelijk,836.0,Emmeloord,Middle School
Emelwerda College Christelijke Scholengemeenschap voor Lwoo Mavo Havo Vwo,Espelerlaan 70,/middelbare-scholen/emmeloord/3333/emelwerda-college-christelijke-scholengemeenschap-voor-lwoo-mavo-havo-vwo/,Prot. christelijk,175.0,Emmeloord,Middle School
Emelwerda College Christelijke Scholengemeenschap voor Lwoo Mavo Havo Vwo,Wilgenlaan 1,/middelbare-scholen/emmeloord/3358/emelwerda-college-christelijke-scholengemeenschap-voor-lwoo-mavo-havo-vwo/,Prot. christelijk,169.0,Emmeloord,Middle School
Zonnebloemschool,Europalaan 148,/middelbare-scholen/emmeloord/8540/zonnebloemschool/,Prot. christelijk,176.0,Emmeloord,Middle School
Terra Emmen,Huizingsbrinkweg 9,/middelbare-scholen/emmen/812/terra-emmen/,Openbaar Voortgezet,661.0,Emmen,Middle School
Carmelcollege Emmen,Wendeling 59,/middelbare-scholen/emmen/883/carmelcollege-emmen/,Algemeen bijzonder,1338.0,Emmen,Middle School
De Atlas Emmen,Ullevi 26,/middelbare-scholen/emmen/10128/de-atlas-emmen/,Algemeen bijzonder,132.0,Emmen,Middle School
De Atlas,Angelsloerdijk 13,/middelbare-scholen/emmen/25767/de-atlas/,Algemeen bijzonder,87.0,Emmen,Middle School
Hondsrug College,Emmalaan 25,/middelbare-scholen/emmen/2359/hondsrug-college/,Prot. christelijk,1953.0,Emmen,Middle School
PRO Emmen,Ullevi 22,/middelbare-scholen/emmen/2380/pro-emmen/,Algemeen bijzonder,363.0,Emmen,Middle School
Esdal College Locatie Oosterstraat,Oosterstraat 78,/middelbare-scholen/emmen/2758/esdal-college-locatie-oosterstraat/,Openbaar Voortgezet,1183.0,Emmen,Middle School
Esdal Vakcollege Emmen,Oosterstraat 82,/middelbare-scholen/emmen/3328/esdal-vakcollege-emmen/,Openbaar Voortgezet,247.0,Emmen,Middle School
Esdal College Locatie Boermarkeweg,Angelsloerdijk 13 c,/middelbare-scholen/emmen/3281/esdal-college-locatie-boermarkeweg/,Openbaar Voortgezet,386.0,Emmen,Middle School
De springplank (V)SO,Boermarkeweg 68,/middelbare-scholen/emmen/25888/de-springplank-vso/,Openbaar Voortgezet,54.0,Emmen,Middle School
Openbare School voor Zeer Moeilijk Lerenden,Balingerbrink 178,/middelbare-scholen/emmen/26699/openbare-school-voor-zeer-moeilijk-lerenden/,Openbaar Voortgezet,99.0,Emmen,Middle School
Regionale Scholengemeenschap Enkhuizen,Boendersveld 3,/middelbare-scholen/enkhuizen/171/regionale-scholengemeenschap-enkhuizen/,Openbaar Voortgezet,1521.0,Enkhuizen,Middle School
Panta Rhei College,Minister de Savornin Lohmanlaan 58,/middelbare-scholen/enschede/22790/panta-rhei-college/,Algemeen bijzonder,107.0,Enschede,Middle School
"Onderwijscentrum Het Roessingh, SO en VSO",Roessinghsbleekweg 35,/middelbare-scholen/enschede/4854/onderwijscentrum-het-roessingh-so-en-vso/,Algemeen bijzonder,155.0,Enschede,Middle School
Het Meerik VSO,Lijsterstraat 117,/middelbare-scholen/enschede/23236/het-meerik-vso/,Algemeen bijzonder,101.0,Enschede,Middle School
Neon College,Mr. Troelstrastraat 9,/middelbare-scholen/enschede/4856/neon-college/,Openbaar Voortgezet,133.0,Enschede,Middle School
Bonhoeffer College Vlierstraat PrO,Vlierstraat 75,/middelbare-scholen/enschede/926/bonhoeffer-college-vlierstraat-pro/,Overige Voortgezet,221.0,Enschede,Middle School
Bonhoeffer College Geessinkweg,Geessinkweg 100,/middelbare-scholen/enschede/927/bonhoeffer-college-geessinkweg/,Samenwerking Voortgezet,419.0,Enschede,Middle School
Bonhoeffer College Van der Waalslaan,Van der Waalslaan 35,/middelbare-scholen/enschede/929/bonhoeffer-college-van-der-waalslaan/,Samenwerking Voortgezet,1570.0,Enschede,Middle School
