name,address,link,type of education,n_students,neighborhood,type
Tyltylschool,Kromme Zandweg 65,/middelbare-scholen/rotterdam/11003/tyltylschool/,Openbaar Voortgezet,45.0,Rotterdam,Middle School
VSO Herenwaard,Herenwaard 35,/middelbare-scholen/rotterdam/24211/vso-herenwaard/,Openbaar Voortgezet,157.0,Rotterdam,Middle School
VSO De Hoge Brug,Hillegondastraat 19,/middelbare-scholen/rotterdam/24700/vso-de-hoge-brug/,Openbaar Voortgezet,131.0,Rotterdam,Middle School
Recon openluchtschool College,Palmentuin 10,/middelbare-scholen/rotterdam/7163/recon-openluchtschool-college/,Openbaar Voortgezet,101.0,Rotterdam,Middle School
Recon Openluchtschool Pro,Palmtuin 10,/middelbare-scholen/rotterdam/26839/recon-openluchtschool-pro/,Openbaar Voortgezet,50.0,Rotterdam,Middle School
Mytylschool De Brug,Ringdijk 84,/middelbare-scholen/rotterdam/11027/mytylschool-de-brug/,Openbaar Voortgezet,,Rotterdam,Middle School
Mytylschool de Brug VSO Praktisch gericht,Woensdrechtstraat 20,/middelbare-scholen/rotterdam/23525/mytylschool-de-brug-vso-praktisch-gericht/,Openbaar Voortgezet,80.0,Rotterdam,Middle School
Mytylschool de Brug VSO vmbo/havo,Ringdijk 84,/middelbare-scholen/rotterdam/23526/mytylschool-de-brug-vso-vmbo-havo/,Openbaar Voortgezet,75.0,Rotterdam,Middle School
Het Passer College,Waghemakerestraat 11,/middelbare-scholen/rotterdam/11029/het-passer-college/,Openbaar Voortgezet,178.0,Rotterdam,Middle School
Het Passer College B!TS,Klein Coolstraat 37,/middelbare-scholen/rotterdam/26841/het-passer-college-bts/,Openbaar Voortgezet,91.0,Rotterdam,Middle School
Het Passer College Hillevliet,Hillevliet 126a,/middelbare-scholen/rotterdam/26842/het-passer-college-hillevliet/,Openbaar Voortgezet,51.0,Rotterdam,Middle School
Het Passer College Hoornweg,Hoornweg 45,/middelbare-scholen/rotterdam/26843/het-passer-college-hoornweg/,Openbaar Voortgezet,195.0,Rotterdam,Middle School
Emmauscollege | R.K. Scholengemeenschap voor havo en vwo,Alexandriestraat 40,/middelbare-scholen/rotterdam/2790/emmauscollege-rk-scholengemeenschap-voor-havo-en-vwo/,Katholiek Voortgezet,1680.0,Rotterdam,Middle School
Koninklijke Visio Onderwijs Rotterdam,Heindijk 4,/middelbare-scholen/rotterdam/7548/koninklijke-visio-onderwijs-rotterdam/,Algemeen bijzonder,54.0,Rotterdam,Middle School
Avicenna College,Montessoriweg 55,/middelbare-scholen/rotterdam/23179/avicenna-college/,Confessioneel overig,826.0,Rotterdam,Middle School
Avicenna College,Fichtestraat 3,/middelbare-scholen/rotterdam/26113/avicenna-college/,Confessioneel overig,218.0,Rotterdam,Middle School
GSR Gymnasium Atheneum HAVO VMBO,Valenciadreef 15,/middelbare-scholen/rotterdam/26149/gsr-gymnasium-atheneum-havo-vmbo/,Overige Voortgezet,1108.0,Rotterdam,Middle School
SGM Montessori Lyceum Rotterdam,Schimmelpenninckstraat 17,/middelbare-scholen/rotterdam/2898/sgm-montessori-lyceum-rotterdam/,Algemeen bijzonder,1080.0,Rotterdam,Middle School
Schreuder College De Villeneuvestraat,De Villeneuvestraat 24,/middelbare-scholen/rotterdam/7980/schreuder-college-de-villeneuvestraat/,Algemeen bijzonder,141.0,Rotterdam,Middle School
Educatief Centrum (Schreuder College),Schiemond 8,/middelbare-scholen/rotterdam/7981/educatief-centrum-schreuder-college/,Algemeen bijzonder,55.0,Rotterdam,Middle School
Schreuder College,Slinge 154,/middelbare-scholen/rotterdam/22996/schreuder-college/,Algemeen bijzonder,125.0,Rotterdam,Middle School
Schreuder College Taborstraat,Robert Fruinstraat 37,/middelbare-scholen/rotterdam/22997/schreuder-college-taborstraat/,Algemeen bijzonder,104.0,Rotterdam,Middle School
Schreuder College,De Quackstraat 77,/middelbare-scholen/rotterdam/22998/schreuder-college/,Algemeen bijzonder,63.0,Rotterdam,Middle School
Grafisch Lyceum Rotterdam VMBO voor Vormgeven & Media,Stadhoudersplein 35,/middelbare-scholen/rotterdam/3008/grafisch-lyceum-rotterdam-vmbo-voor-vormgeven-en-media/,Algemeen bijzonder,504.0,Rotterdam,Middle School
St. Mattheusschool voor SO-ZMLK/MG,Aleyda van Raephorstlaan 243,/middelbare-scholen/rotterdam/8084/st-mattheusschool-voor-so-zmlk-mg/,Katholiek Voortgezet,116.0,Rotterdam,Middle School
Laurens Lyceum,Voorhout 100,/middelbare-scholen/rotterdam/3138/laurens-lyceum/,Katholiek Voortgezet,964.0,Rotterdam,Middle School
Yulius DB MFC,Rhijnauwensingel 160,/middelbare-scholen/rotterdam/12316/yulius-db-mfc/,Algemeen bijzonder,18.0,Rotterdam,Middle School
Yulius Heer Bokel College,Heer Bokelweg 260,/middelbare-scholen/rotterdam/8567/yulius-heer-bokel-college/,Algemeen bijzonder,113.0,Rotterdam,Middle School
Yulius Middelland College,Schietbaanlaan 118,/middelbare-scholen/rotterdam/24959/yulius-middelland-college/,Algemeen bijzonder,59.0,Rotterdam,Middle School
Yulius Reijerwaard College,De Quackstraat 77,/middelbare-scholen/rotterdam/24974/yulius-reijerwaard-college/,Algemeen bijzonder,58.0,Rotterdam,Middle School
Rudolf Steiner College,Tamboerstraat 9,/middelbare-scholen/rotterdam/23739/rudolf-steiner-college/,Algemeen bijzonder,1138.0,Rotterdam,Middle School
Penta Rozenburg,Sparregat 1,/middelbare-scholen/rozenburg-zuid-holland/615/penta-rozenburg/,Prot. christelijk,207.0,Rozenburg (Zuid-Holland),Middle School
Het Rhedens Rozendaal,Kleiberglaan 1,/middelbare-scholen/rozendaal/1547/het-rhedens-rozendaal/,Algemeen bijzonder,696.0,Rozendaal,Middle School
Munnikenheide College,Bosheidestraat 1,/middelbare-scholen/rucphen/1847/munnikenheide-college/,Katholiek Voortgezet,348.0,Rucphen,Middle School
Het Molenduin Santpoort,Dinkgrevelaan 32,/middelbare-scholen/santpoort-noord/5724/het-molenduin-santpoort/,Katholiek Voortgezet,52.0,Santpoort-Noord,Middle School
De Burcht,Rijksstraatweg 24,/middelbare-scholen/sassenheim/5719/de-burcht/,Katholiek Voortgezet,66.0,Sassenheim,Middle School
Rijnlands Lyceum Sassenheim,Van Alkemadelaan 2,/middelbare-scholen/sassenheim/2893/rijnlands-lyceum-sassenheim/,Algemeen bijzonder,1166.0,Sassenheim,Middle School
VSO Viertaal College Schagen,Hoep 28,/middelbare-scholen/schagen/23855/vso-viertaal-college-schagen/,Openbaar Voortgezet,27.0,Schagen,Middle School
Vonk Schagen (voorheen Clusius College),De Boomgaard 9,/middelbare-scholen/schagen/1350/vonk-schagen-voorheen-clusius-college/,Overige Voortgezet,586.0,Schagen,Middle School
Het Molenduin Schagen,Schar 11,/middelbare-scholen/schagen/23321/het-molenduin-schagen/,Katholiek Voortgezet,69.0,Schagen,Middle School
"Regius College Schagen voor Gym, Ath, Havo, Vmbo tl, Vmbo basis/kader",Wilhelminalaan 4,/middelbare-scholen/schagen/26587/regius-college-schagen-voor-gym-ath-havo-vmbo-tl-vmbo-basis-kader/,Openbaar Voortgezet,1460.0,Schagen,Middle School
"Regius College Schagen voor Gym, Ath, Havo, Vmbotl. Vmbo basis/kader",Hofstraat 11,/middelbare-scholen/schagen/26588/regius-college-schagen-voor-gym-ath-havo-vmbotl-vmbo-basis-kader/,Openbaar Voortgezet,573.0,Schagen,Middle School
"Regius College Schagen voor Gym, Havo, Vmbo tl, Vmbo basis/kader",Oranjelaan 2,/middelbare-scholen/schagen/26589/regius-college-schagen-voor-gym-havo-vmbo-tl-vmbo-basis-kader/,Openbaar Voortgezet,728.0,Schagen,Middle School
Regius College Emmalaan Praktijkonderwijs,Emmalaan 2,/middelbare-scholen/schagen/26591/regius-college-emmalaan-praktijkonderwijs/,Openbaar Voortgezet,142.0,Schagen,Middle School
Scholengemeenschap Spieringshoek voor Gymnasium Atheneum en HAVO,Van der Brugghenlaan 2,/middelbare-scholen/schiedam/678/scholengemeenschap-spieringshoek-voor-gymnasium-atheneum-en-havo/,Katholiek Voortgezet,1064.0,Schiedam,Middle School
Lentiz | LIFE College,Parallelweg 401,/middelbare-scholen/schiedam/837/lentiz-life-college/,Samenwerking Voortgezet,557.0,Schiedam,Middle School
Lyceum Schravenlant,Hugo de Grootstraat 4,/middelbare-scholen/schiedam/2403/lyceum-schravenlant/,Openbaar Voortgezet,694.0,Schiedam,Middle School
ProNovaCollege,Burg Honnerlage Gretelaan 494,/middelbare-scholen/schiedam/2405/pronovacollege/,Openbaar Voortgezet,320.0,Schiedam,Middle School
Mavo Schravenlant XL,Van Hogendorpstraat 105,/middelbare-scholen/schiedam/2407/mavo-schravenlant-xl/,Openbaar Voortgezet,690.0,Schiedam,Middle School
De Internationale Vos,Bachplein 578,/middelbare-scholen/schiedam/4427/de-internationale-vos/,Openbaar Voortgezet,245.0,Schiedam,Middle School
Stedelijk Gymnasium Schiedam,Valeriusstraat 31,/middelbare-scholen/schiedam/2409/stedelijk-gymnasium-schiedam/,Openbaar Voortgezet,531.0,Schiedam,Middle School
Yulius Ilex College,Burg van Haarenlaan 1155,/middelbare-scholen/schiedam/8566/yulius-ilex-college/,Algemeen bijzonder,113.0,Schiedam,Middle School
Dockinga College vestiging Inspecteur Boelensschool,Kerkelaantje 1,/middelbare-scholen/schiermonnikoog/26537/dockinga-college-vestiging-inspecteur-boelensschool/,Overige Voortgezet,24.0,Schiermonnikoog,Middle School
Elde College Schijndel,Putsteeg 4,/middelbare-scholen/schijndel/716/elde-college-schijndel/,Katholiek Voortgezet,1492.0,Schijndel,Middle School
Elde College Praktijkonderwijs,Putsteeg 2A,/middelbare-scholen/schijndel/718/elde-college-praktijkonderwijs/,Katholiek Voortgezet,84.0,Schijndel,Middle School
CSG Willem De Zwijger,Kamerlingh Onnesdreef 4,/middelbare-scholen/schoonhoven/4431/csg-willem-de-zwijger/,Prot. christelijk,921.0,Schoonhoven,Middle School
"Schoonhovens College, locatie Albert Plesmanstraat",Albert Plesmanstraat 4,/middelbare-scholen/schoonhoven/4389/schoonhovens-college-locatie-albert-plesmanstraat/,Openbaar Voortgezet,668.0,Schoonhoven,Middle School
"Schoonhovens College, locatie Vlisterweg",Vlisterweg 22,/middelbare-scholen/schoonhoven/4432/schoonhovens-college-locatie-vlisterweg/,Openbaar Voortgezet,470.0,Schoonhoven,Middle School
ISW Gasthuislaan,Gasthuislaan 145,/middelbare-scholen/s-gravenzande/668/isw-gasthuislaan/,Overige Voortgezet,1073.0,'s-Gravenzande,Middle School
ISW Sweelincklaan,Sweelincklaan 1,/middelbare-scholen/s-gravenzande/672/isw-sweelincklaan/,Overige Voortgezet,650.0,'s-Gravenzande,Middle School
Rutger Kopland VO Eemsdelta voor brede onderbouw + vmbo-tl,Poststraat 1,/middelbare-scholen/siddeburen/4411/rutger-kopland-vo-eemsdelta-voor-brede-onderbouw-vmbo-tl/,Algemeen bijzonder,176.0,Siddeburen,Middle School
Almende College,Terborgseveld 75-77,/middelbare-scholen/silvolde/3339/almende-college/,Algemeen bijzonder,1064.0,Silvolde,Middle School
Almende College,Terborgseveld 75-77,/middelbare-scholen/silvolde/3340/almende-college/,Algemeen bijzonder,800.0,Silvolde,Middle School
Elde College Sint-Michielsgestel,Kapelbergstraat 6,/middelbare-scholen/sint-michielsgestel/717/elde-college-sint-michielsgestel/,Katholiek Voortgezet,252.0,Sint-Michielsgestel,Middle School
Gymnasium Beekvliet,Beekvlietstraat 4,/middelbare-scholen/sint-michielsgestel/1886/gymnasium-beekvliet/,Katholiek Voortgezet,656.0,Sint-Michielsgestel,Middle School
Kentalis Mariëlla,Theerestraat 42,/middelbare-scholen/sint-michielsgestel/24018/kentalis-mariella/,Algemeen bijzonder,24.0,Sint-Michielsgestel,Middle School
Kentalis Rafael VSO CMB DB SMG,Theerestraat 42,/middelbare-scholen/sint-michielsgestel/24056/kentalis-rafael-vso-cmb-db-smg/,Algemeen bijzonder,9.0,Sint-Michielsgestel,Middle School
DaCapo College Havikstraat,Havikstraat 5,/middelbare-scholen/sittard/1583/dacapo-college-havikstraat/,Overige Voortgezet,732.0,Sittard,Middle School
DaCapo College Milaanstraat,Milaanstraat 125,/middelbare-scholen/sittard/24542/dacapo-college-milaanstraat/,Katholiek Voortgezet,200.0,Sittard,Middle School
Atheneum Trevianum,Bradleystraat 25,/middelbare-scholen/sittard/1597/atheneum-trevianum/,Katholiek Voortgezet,891.0,Sittard,Middle School
Gymnasium Trevianum,Bradleystraat 25,/middelbare-scholen/sittard/1599/gymnasium-trevianum/,Katholiek Voortgezet,430.0,Sittard,Middle School
HAVO Trevianum,Bradleystraat 25,/middelbare-scholen/sittard/1601/havo-trevianum/,Katholiek Voortgezet,1097.0,Sittard,Middle School
ZMOK School Xaverius,Valkstraat 2 A,/middelbare-scholen/sittard/12253/zmok-school-xaverius/,Katholiek Voortgezet,104.0,Sittard,Middle School
"Schans BB / KB / GL / TL, Zorg & Welzijn en Dienstverlening & Producten",Munnikenland 27,/middelbare-scholen/sleeuwijk/2966/schans-bb-kb-gl-tl-zorg-en-welzijn-en-dienstverlening-en-producten/,Prot. christelijk,297.0,Sleeuwijk,Middle School
Altena College Chr SGM,Rijksstraatweg 153,/middelbare-scholen/sleeuwijk/3193/altena-college-chr-sgm/,Prot. christelijk,1139.0,Sleeuwijk,Middle School
Griendencollege,Prof Kamerlingh Onnesln 109,/middelbare-scholen/sliedrecht/25372/griendencollege/,Algemeen bijzonder,333.0,Sliedrecht,Middle School
School Bleyburgh SO,Menuet 72,/middelbare-scholen/sliedrecht/10138/school-bleyburgh-so/,Algemeen bijzonder,,Sliedrecht,Middle School
Bleyburgh VSO,Prof Kamerlingh Onnesln 187,/middelbare-scholen/sliedrecht/26236/bleyburgh-vso/,Algemeen bijzonder,57.0,Sliedrecht,Middle School
De Sprong,Elzenhof 124,/middelbare-scholen/sliedrecht/2275/de-sprong/,Algemeen bijzonder,223.0,Sliedrecht,Middle School
De Diken,Simmerdyk 1a,/middelbare-scholen/sneek/995/de-diken/,Algemeen bijzonder,277.0,Sneek,Middle School
csg Bogerman Sneek,Hemdijk 2,/middelbare-scholen/sneek/997/csg-bogerman-sneek/,Prot. christelijk,1321.0,Sneek,Middle School
csg Bogerman Sneek,Hemdijk 47,/middelbare-scholen/sneek/23133/csg-bogerman-sneek/,Prot. christelijk,601.0,Sneek,Middle School
Aeres VMBO Sneek,Harste 2,/middelbare-scholen/sneek/26210/aeres-vmbo-sneek/,Overige Voortgezet,324.0,Sneek,Middle School
VSO Sneek,Hemdijk 20,/middelbare-scholen/sneek/25407/vso-sneek/,Algemeen bijzonder,73.0,Sneek,Middle School
RSG Magister Alvinus,Almastraat 5,/middelbare-scholen/sneek/2305/rsg-magister-alvinus/,Openbaar Voortgezet,1756.0,Sneek,Middle School
Regionale Scholengemeenschap Magister Alvinus voor Vwo Havo Mavo Vbo,Malta 2,/middelbare-scholen/sneek/24159/regionale-scholengemeenschap-magister-alvinus-voor-vwo-havo-mavo-vbo/,Openbaar Voortgezet,34.0,Sneek,Middle School
Regionale Scholengemeenschap Magister Alvinus voor Vwo Havo Mavo Vbo locatie ISK,Harmen Sytstrastraat 1 B,/middelbare-scholen/sneek/24184/regionale-scholengemeenschap-magister-alvinus-voor-vwo-havo-mavo-vbo-locatie-isk/,Openbaar Voortgezet,166.0,Sneek,Middle School
Sinne (v)so zml/mg,Simmerdyk 5,/middelbare-scholen/sneek/26689/sinne-vso-zml-mg/,Openbaar Voortgezet,78.0,Sneek,Middle School
Christelijke Piet Bakkerschool,Plevierenpad 3,/middelbare-scholen/sneek/23388/christelijke-piet-bakkerschool/,Prot. christelijk,35.0,Sneek,Middle School
De Lasenberg,Schrikslaan 20,/middelbare-scholen/soest/4736/de-lasenberg/,Algemeen bijzonder,120.0,Soest,Middle School
Griftland College,Noorderweg 79 / Postbus 316,/middelbare-scholen/soest/1184/griftland-college/,Prot. christelijk,1378.0,Soest,Middle School
Varendonck College Someren,Kanaalstraat 12 -14,/middelbare-scholen/someren/1855/varendonck-college-someren/,Katholiek Voortgezet,491.0,Someren,Middle School
RGO Beroepscampus (vmbo),Langeweg 111,/middelbare-scholen/sommelsdijk/24924/rgo-beroepscampus-vmbo/,Openbaar Voortgezet,589.0,Sommelsdijk,Middle School
RGO vmbo (locatie Langeweg),Langeweg 107,/middelbare-scholen/sommelsdijk/24925/rgo-vmbo-locatie-langeweg/,Openbaar Voortgezet,24.0,Sommelsdijk,Middle School
Emiliusschool,Nieuwstraat 72,/middelbare-scholen/son-en-breugel/8463/emiliusschool/,Algemeen bijzonder,65.0,Son en Breugel,Middle School
Penta Scala Molenwatering,Curieweg 25,/middelbare-scholen/spijkenisse/610/penta-scala-molenwatering/,Prot. christelijk,658.0,Spijkenisse,Middle School
Penta Scala Rietvelden,J A Heijwegenlaan 2,/middelbare-scholen/spijkenisse/611/penta-scala-rietvelden/,Prot. christelijk,832.0,Spijkenisse,Middle School
Penta Charles de Foucauld,Lisstraat 13,/middelbare-scholen/spijkenisse/25750/penta-charles-de-foucauld/,Overige Voortgezet,273.0,Spijkenisse,Middle School
Penta De Oude Maas,De Ritte 2,/middelbare-scholen/spijkenisse/24148/penta-de-oude-maas/,Prot. christelijk,707.0,Spijkenisse,Middle School
Kompas College,Borgtweg 1,/middelbare-scholen/spijkenisse/22842/kompas-college/,Katholiek Voortgezet,56.0,Spijkenisse,Middle School
Praktijk College Spijkenisse,E. van Dintelstraat 11,/middelbare-scholen/spijkenisse/2448/praktijk-college-spijkenisse/,Openbaar Voortgezet,202.0,Spijkenisse,Middle School
o.s.g. De Ring van Putten,Groenewoudlaan 25,/middelbare-scholen/spijkenisse/2450/osg-de-ring-van-putten/,Openbaar Voortgezet,1121.0,Spijkenisse,Middle School
MY college,Zinkseweg 2,/middelbare-scholen/spijkenisse/2452/my-college/,Openbaar Voortgezet,499.0,Spijkenisse,Middle School
Yulius De Gaard,Bessengaard 93 a,/middelbare-scholen/spijkenisse/12319/yulius-de-gaard/,Algemeen bijzonder,92.0,Spijkenisse,Middle School
CSG Ulbe van Houten,Hartman Sannesstraat 5,/middelbare-scholen/st-annaparochie/2134/csg-ulbe-van-houten/,Samenwerking Voortgezet,602.0,St.-Annaparochie,Middle School
"CSG Comenius, St. Anne",Hartman Sannesstraat 5,/middelbare-scholen/st-annaparochie/22516/csg-comenius-st-anne/,Samenwerking Voortgezet,117.0,St.-Annaparochie,Middle School
Saba Comprehensive School,St. Johns,/middelbare-scholen/stjohns-saba-caribisch-nederland/25353/saba-comprehensive-school/,Openbaar Voortgezet,,"St.Johns, Saba, Caribisch Nederland",Middle School
Ubbo Emmius Stationslaan,Stationslaan 17,/middelbare-scholen/stadskanaal/1191/ubbo-emmius-stationslaan/,Algemeen bijzonder,762.0,Stadskanaal,Middle School
Ubbo Emmius Maarsdreef,Maarsdreef 23,/middelbare-scholen/stadskanaal/23151/ubbo-emmius-maarsdreef/,Algemeen bijzonder,461.0,Stadskanaal,Middle School
Ubbo Emmius Sportparklaan,Sportparklaan 5,/middelbare-scholen/stadskanaal/23744/ubbo-emmius-sportparklaan/,Algemeen bijzonder,261.0,Stadskanaal,Middle School
Ubbo Emmius Engelandlaan,Engelandlaan 1,/middelbare-scholen/stadskanaal/23745/ubbo-emmius-engelandlaan/,Algemeen bijzonder,283.0,Stadskanaal,Middle School
Ubbo Emmius locatie Praktijkonderwijs,Gelderselaan 1,/middelbare-scholen/stadskanaal/24176/ubbo-emmius-locatie-praktijkonderwijs/,Algemeen bijzonder,176.0,Stadskanaal,Middle School
De Meidoornschool,Vlaanderenlaan 7,/middelbare-scholen/stadskanaal/6053/de-meidoornschool/,Prot. christelijk,88.0,Stadskanaal,Middle School
SGM Pieter Zandt,Achthoevenweg 3,/middelbare-scholen/staphorst/849/sgm-pieter-zandt/,Prot. christelijk,421.0,Staphorst,Middle School
't Ravelijn,Ravelijnstraat 2 A,/middelbare-scholen/steenbergen/1830/t-ravelijn/,Katholiek Voortgezet,518.0,Steenbergen,Middle School
RSG Tromp Meesters,Lijsterbesstraat 1,/middelbare-scholen/steenwijk/2050/rsg-tromp-meesters/,Openbaar Voortgezet,998.0,Steenwijk,Middle School
RSG Tromp Meesters vmbo-plus (extra ondersteuning),Stationsstraat 40 A,/middelbare-scholen/steenwijk/24546/rsg-tromp-meesters-vmbo-plus-extra-ondersteuning/,Algemeen bijzonder,62.0,Steenwijk,Middle School
SG Eekeringe,Oostwijkstraat 8,/middelbare-scholen/steenwijk/24944/sg-eekeringe/,Algemeen bijzonder,478.0,Steenwijk,Middle School
RSG Tromp Meesters Praktijkschool,Stationsstraat 40,/middelbare-scholen/steenwijk/2055/rsg-tromp-meesters-praktijkschool/,Algemeen bijzonder,124.0,Steenwijk,Middle School
Groenewald,Kinskystraat 15,/middelbare-scholen/stein/2226/groenewald/,Katholiek Voortgezet,1487.0,Stein,Middle School
De Korenaer Stevensbeek,Kloosterstraat 1,/middelbare-scholen/stevensbeek/9600/de-korenaer-stevensbeek/,Katholiek Voortgezet,114.0,Stevensbeek,Middle School
Metameer Stevensbeekseweg,Stevensbeekseweg 8-A,/middelbare-scholen/stevensbeek/25363/metameer-stevensbeekseweg/,Katholiek Voortgezet,663.0,Stevensbeek,Middle School
OSG Singelland - VO Surhuisterveen,Langelaan 18,/middelbare-scholen/surhuisterveen/427/osg-singelland-vo-surhuisterveen/,Openbaar Voortgezet,486.0,Surhuisterveen,Middle School
Impuls,Lingsterhofweg 1,/middelbare-scholen/tegelen/7724/impuls/,Algemeen bijzonder,147.0,Tegelen,Middle School
Velddijk,Bergstraat 58,/middelbare-scholen/tegelen/11523/velddijk/,Katholiek Voortgezet,139.0,Tegelen,Middle School
RSG Ter Apel,Oude Weg 41,/middelbare-scholen/ter-apel/2793/rsg-ter-apel/,Openbaar Voortgezet,818.0,Ter Apel,Middle School
"RSG Ter Apel, afdeling ISK",Westerstraat 4,/middelbare-scholen/ter-apel/22474/rsg-ter-apel-afdeling-isk/,Openbaar Voortgezet,107.0,Ter Apel,Middle School
"De Argo, hoofdlocatie",Evertsenlaan 84,/middelbare-scholen/terneuzen/22840/de-argo-hoofdlocatie/,Algemeen bijzonder,87.0,Terneuzen,Middle School
"De Argo, locatie Lodewijk College Oude Vaart",Oude Vaart 1,/middelbare-scholen/terneuzen/23822/de-argo-locatie-lodewijk-college-oude-vaart/,Algemeen bijzonder,11.0,Terneuzen,Middle School
"De Argo, locatie Lodewijk College Zeldenrustlaan",Zeldenrustlaan 2,/middelbare-scholen/terneuzen/26227/de-argo-locatie-lodewijk-college-zeldenrustlaan/,Algemeen bijzonder,9.0,Terneuzen,Middle School
De Regenboog-De Wingerd,Madame Curiestraat 25,/middelbare-scholen/terneuzen/26229/de-regenboog-de-wingerd/,Algemeen bijzonder,79.0,Terneuzen,Middle School
"De Sprong, hoofdlocatie",Evertsenlaan 84 A,/middelbare-scholen/terneuzen/1512/de-sprong-hoofdlocatie/,Overige Voortgezet,73.0,Terneuzen,Middle School
"De Sprong, locatie Schuberthof",Schuberthof 31,/middelbare-scholen/terneuzen/24562/de-sprong-locatie-schuberthof/,Overige Voortgezet,35.0,Terneuzen,Middle School
Lodewijk College locatie Zeldenrustlaan,Zeldenrustlaan 2,/middelbare-scholen/terneuzen/24954/lodewijk-college-locatie-zeldenrustlaan/,Samenwerking Voortgezet,1254.0,Terneuzen,Middle School
Lodewijk College Locatie Oude Vaart,Oude Vaart 1,/middelbare-scholen/terneuzen/24955/lodewijk-college-locatie-oude-vaart/,Overige Voortgezet,826.0,Terneuzen,Middle School
"Lodewijk College Locatie Oude Vaart, eerste opvang anderstaligen",Oude Vaart 1,/middelbare-scholen/terneuzen/26515/lodewijk-college-locatie-oude-vaart-eerste-opvang-anderstaligen/,Samenwerking Voortgezet,108.0,Terneuzen,Middle School
Curio scala,Meulenspie 2,/middelbare-scholen/teteringen/803/curio-scala/,Openbaar Voortgezet,652.0,Teteringen,Middle School
Calvijn College Tholen,Zoekweg 3,/middelbare-scholen/tholen/2677/calvijn-college-tholen/,Prot. christelijk,276.0,Tholen,Middle School
Lingecollege vmbo en ISK,Teisterbantlaan 2,/middelbare-scholen/tiel/1752/lingecollege-vmbo-en-isk/,Openbaar Voortgezet,551.0,Tiel,Middle School
Lingecollege vwo en havo,Heiligestraat 78,/middelbare-scholen/tiel/1753/lingecollege-vwo-en-havo/,Openbaar Voortgezet,1022.0,Tiel,Middle School
Lingecollege praktijkonderwijs,Rozenstraat 44,/middelbare-scholen/tiel/1754/lingecollege-praktijkonderwijs/,Openbaar Voortgezet,138.0,Tiel,Middle School
Lingecollege Mavo,Tielerwaardlaan 1,/middelbare-scholen/tiel/25392/lingecollege-mavo/,Openbaar Voortgezet,445.0,Tiel,Middle School
